reason.4,reason.16,reason.17,reason.19,letter.7,letter.33,letter.34,letter.58,matrix.45,matrix.46,matrix.47,matrix.55,rotate.3,rotate.4,rotate.6,rotate.8
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1,1,NA,1,1,1,1,1,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,0,NA,1,0,1,0,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,NA,0,NA,NA,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
NA,NA,NA,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,0,NA
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
NA,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
0,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,1
1,1,NA,1,1,0,1,1,0,1,1,NA,1,1,1,NA
0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,NA,NA,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,NA,1,1,1,0,0,0,0,NA
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,NA,NA,1,1,0,1,1,1,0,0,0,0,0
1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,1,0,0,NA,1,0,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1,1,1,1,NA,1,1,1,0,0,1,0,0,1,1,1
1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
0,0,0,1,NA,1,0,0,1,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0
1,1,1,1,1,1,1,0,1,1,1,0,NA,0,0,1
1,0,0,0,NA,1,0,NA,1,0,0,0,0,0,0,0
1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,0,0,0,1,NA,0,1,1,1,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0
NA,1,1,NA,NA,NA,0,0,NA,1,NA,NA,NA,0,NA,0
NA,1,1,NA,0,0,NA,1,0,0,1,NA,0,0,0,0
1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
NA,1,1,1,1,1,NA,1,NA,1,1,1,1,0,1,1
NA,1,NA,NA,1,NA,0,0,NA,NA,1,NA,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,NA,0,1,0
1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0,0,1,0,0,0,NA,0,0
1,1,1,1,1,1,1,NA,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0
1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,1,1,0,0,0,0,NA,0,1,0,1,0,0,0,1
0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
0,NA,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
NA,1,NA,NA,0,1,1,1,NA,1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,0,NA,0
1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1,NA
1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,NA,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,NA,1,0,1,1,1,0,0,0,0,0
1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
