sex,age,educyr,farm,urban,hhsize,lntotal,lnmed,lnrlfood,lnexp12m,commune
male,43,4,yes,no,5,9.621274,0,8.954233,NA,148
male,39,8,no,no,7,9.892586,7.989899,8.998816,7.989899,148
male,44,5,yes,no,10,9.820017,8.963544,9.158872,8.963544,148
male,34,15,yes,no,6,10.1267,4.867535,8.957639,4.867535,148
male,71,7,yes,no,4,10.1418,9.735069,9.158222,9.735069,148
male,39,12,yes,no,4,9.702613,0,8.750791,NA,148
male,39,9,yes,no,7,10.20086,7.575585,9.206972,7.575585,148
female,46,4,yes,no,6,10.17434,9.083643,8.700779,9.083643,148
male,30,7,yes,no,4,9.308033,7.506592,8.305579,7.506592,148
male,27,9,yes,no,6,9.964643,7.313221,8.836352,7.313221,148
male,53,4,yes,no,8,10.11923,8.818778,9.112162,8.818778,148
female,40,4,yes,no,2,9.443615,7.309882,8.122031,7.309882,148
male,45,7,yes,no,10,10.00687,9.34093,9.285731,9.34093,148
male,62,5,yes,no,10,9.909249,6.120297,9.237595,6.120297,148
male,48,8,yes,no,7,9.692101,9.472705,9.119544,9.472705,148
male,45,11,yes,no,7,10.09553,8.268732,9.346383,8.268732,148
male,37,6,yes,no,6,9.586532,8.003029,8.745226,8.003029,148
male,27,6,yes,no,4,9.40587,6.659294,8.739803,6.659294,148
male,45,3,yes,no,7,9.995367,7.477604,9.1192,7.477604,148
male,28,7,yes,no,4,9.414229,6.813445,8.696344,6.813445,148
male,53,5,yes,no,5,10.19382,9.076809,9.03402,9.076809,148
male,44,7,yes,no,11,10.85424,9.656628,9.900158,9.656628,148
male,62,5,yes,no,10,10.33364,8.986072,9.509275,8.986072,148
male,65,2,yes,no,5,9.768751,8.039157,8.801645,8.039157,148
male,28,8,yes,no,6,10.05516,9.699841,8.814369,9.699841,148
male,55,5,yes,no,8,10.18158,8.628735,9.092626,8.628735,148
male,50,7,yes,no,8,10.1207,8.011686,9.234742,8.011686,148
male,39,5,yes,no,3,9.269368,8.106213,8.367917,8.106213,148
female,43,5,yes,no,7,10.01112,8.393895,9.173089,8.393895,148
male,29,12,yes,no,4,9.915751,0,8.825492,NA,148
male,25,9,yes,no,3,8.620913,7.258412,8.112284,7.258412,149
female,63,0,yes,no,3,9.23597,4.867535,8.849096,4.867535,149
female,37,9,yes,no,5,8.817106,2.70805,8.506445,2.70805,149
male,37,6,yes,no,6,8.97904,7.180831,8.456987,7.180831,149
male,29,9,yes,no,3,8.760586,4.510859,8.257709,4.510859,149
female,56,2,yes,no,6,9.553444,6.429719,8.511609,6.429719,149
male,45,5,yes,no,2,8.658067,7.845808,7.954525,7.845808,149
male,55,5,yes,no,4,8.888621,3.951244,8.482128,3.951244,149
male,33,6,yes,no,5,9.300982,6.175867,8.411709,6.175867,149
male,25,3,yes,no,5,9.506316,9.1442,9.10301,9.1442,149
male,61,2,yes,no,5,9.240492,8.199739,8.41029,8.199739,149
male,41,8,yes,no,6,9.677246,6.061457,8.92886,6.061457,149
male,41,10,yes,no,6,9.35248,5.273,8.926642,5.273,149
male,40,14,yes,no,3,8.829918,6.476973,8.267058,6.476973,149
male,55,12,yes,no,4,9.126226,4.174387,8.723425,4.174387,149
female,38,12,no,no,3,9.087669,6.870053,8.306887,6.870053,149
male,63,5,yes,no,5,9.688449,4.867535,9.016589,4.867535,149
male,29,10,yes,no,4,8.971964,0,8.331203,NA,149
female,37,9,yes,no,5,8.822395,0,8.4113,NA,149
male,30,12,yes,no,6,9.27562,8.074338,8.639446,8.074338,149
female,47,9,yes,no,4,9.632496,3.401197,8.663489,3.401197,149
male,37,7,yes,no,6,9.885758,2.995732,9.167181,2.995732,149
male,31,9,no,no,3,9.813882,0,8.901132,NA,149
male,52,12,yes,no,5,10.03165,0,8.62264,NA,149
male,60,3,yes,no,7,9.172242,6.421622,8.596991,6.421622,149
male,35,9,yes,no,5,10.21269,7.549609,9.026921,7.549609,149
female,50,4,yes,no,7,10.00676,6.476973,9.484968,6.476973,149
male,51,5,yes,no,7,9.218807,5.743003,8.739187,5.743003,149
male,35,10,yes,no,5,8.985662,5.361292,8.53209,5.361292,149
male,42,6,yes,no,5,9.262673,0,8.169186,NA,149
male,50,7,yes,no,9,10.13331,8.00102,9.416528,8.00102,150
male,27,10,yes,no,4,9.127886,6.76273,8.444504,6.76273,150
male,64,7,no,no,6,9.182532,5.147494,8.572822,5.147494,150
male,75,5,yes,no,6,9.550148,6.476973,8.861484,6.476973,150
female,47,9,yes,no,6,9.517955,7.983781,8.807411,7.983781,150
male,38,12,no,no,5,9.750711,7.421776,8.963541,7.421776,150
female,39,11,no,no,2,8.544115,0,7.994979,NA,150
female,51,5,no,no,3,9.157564,0,8.255106,NA,150
male,38,9,yes,no,5,9.204272,4.094345,8.753933,4.094345,150
male,29,10,no,no,5,9.331068,0,8.944977,NA,150
male,37,6,no,no,8,9.682752,4.867535,9.101246,4.867535,150
female,65,3,yes,no,8,9.769183,8.836374,9.164238,8.836374,150
female,64,0,yes,no,3,8.017343,6.476973,7.515953,6.476973,150
male,29,4,yes,no,5,9.075066,4.174387,8.317857,4.174387,150
female,56,5,yes,no,3,8.697713,4.867535,8.274913,4.867535,150
male,52,6,yes,no,7,9.685718,0,9.057684,NA,150
male,75,9,yes,no,1,8.471625,6.476973,7.643364,6.476973,150
male,28,7,yes,no,3,8.455438,5.347107,7.93054,5.347107,150
male,57,5,yes,no,5,9.681854,4.867535,9.08644,4.867535,150
female,57,2,yes,no,6,9.730343,0,9.040094,NA,150
female,48,9,yes,no,6,9.831568,6.739336,9.050314,6.739336,150
male,50,4,yes,no,10,9.90102,6.675823,9.267222,6.675823,150
male,32,10,no,no,1,8.980228,0,8.512363,NA,150
male,39,9,yes,no,4,9.020019,5.129899,8.510321,5.129899,150
female,32,15,no,no,4,9.128633,4.276666,8.384446,4.276666,150
male,31,8,yes,no,5,9.224194,8.883224,8.49067,8.883224,150
male,33,13,yes,no,5,9.375125,6.946976,8.659472,6.946976,150
male,34,14,yes,no,5,9.488956,5.147494,9.164765,5.147494,150
male,46,12,yes,no,6,9.300003,6.363028,8.58721,6.363028,150
female,74,0,yes,no,1,8.021623,4.867535,7.517691,4.867535,150
male,41,10,yes,no,10,9.733706,7.627544,8.588644,7.627544,151
male,34,0,yes,no,6,9.426118,7.575585,8.350229,7.575585,151
male,42,8,yes,no,8,10.28127,9.569273,8.880358,9.569273,151
male,38,8,yes,no,8,10.29915,7.575585,9.215639,7.575585,151
male,44,5,yes,no,9,10.24167,8.185907,9.113541,8.185907,151
male,30,4,yes,no,6,9.89583,7.873217,8.830647,7.873217,151
male,56,3,yes,no,6,9.87332,9.274254,8.661389,9.274254,151
male,52,0,yes,no,8,9.336625,8.100162,8.62254,8.100162,151
male,76,0,yes,no,2,9.18423,8.902455,7.804534,8.902455,151
male,40,2,yes,no,8,9.849672,7.84659,8.877136,7.84659,151
male,38,3,yes,no,6,9.290653,7.030858,8.597152,7.030858,151
female,56,0,yes,no,4,9.211977,6.659294,8.368869,6.659294,151
male,54,3,yes,no,8,10.19033,8.68186,8.932785,8.68186,151
male,32,0,yes,no,7,9.842343,9.301551,8.922748,9.301551,151
male,32,1,yes,no,8,9.556648,5.560682,8.874972,5.560682,151
male,43,6,yes,no,7,9.176617,6.476973,8.653465,6.476973,151
male,71,0,yes,no,11,10.08937,5.755742,9.279414,5.755742,151
female,53,0,yes,no,5,9.416761,10.23746,8.497138,10.23746,151
female,70,0,yes,no,5,9.169201,5.337538,8.401393,5.337538,151
male,49,5,no,no,2,8.237956,6.476973,7.727906,6.476973,151
male,41,6,yes,no,6,9.078715,7.292337,8.555014,7.292337,151
female,44,0,yes,no,3,8.600039,6.659294,7.999754,6.659294,151
male,64,1,yes,no,3,9.493965,6.476973,8.35428,6.476973,151
male,48,4,yes,no,8,9.193821,7.352441,8.385618,7.352441,151
female,51,0,yes,no,4,8.326244,4.867535,7.822098,4.867535,151
male,75,0,yes,no,3,8.663474,7.352441,7.977588,7.352441,151
female,57,0,yes,no,3,8.609226,6.659294,8.135188,6.659294,151
male,78,0,yes,no,7,9.118891,8.085794,8.611893,8.085794,151
male,57,0,yes,no,7,9.952961,7.506592,9.035769,7.506592,151
male,47,7,yes,no,7,9.072444,4.356709,8.59644,4.356709,151
male,45,5,yes,no,7,9.780361,9.530973,8.782305,9.530973,151
female,34,0,yes,no,4,9.017096,9.044876,8.107092,9.044876,151
male,35,12,no,no,4,9.655645,7.313221,8.971685,7.313221,152
female,50,4,no,no,5,11.16676,9.695663,8.944459,9.695663,152
male,47,2,yes,no,6,9.36747,7.863267,8.865205,7.863267,152
female,54,1,yes,no,5,9.11953,7.944847,8.671998,7.944847,152
male,43,4,yes,no,7,9.61898,7.912057,9.03266,7.912057,152
female,38,1,yes,no,5,9.457867,8.691818,8.650131,8.691818,152
male,28,7,yes,no,4,9.543781,8.78783,8.874214,8.78783,152
male,22,6,yes,no,6,9.874037,7.580189,9.198965,7.580189,152
male,49,4,yes,no,3,9.697312,8.163371,8.951948,8.163371,152
male,34,9,yes,no,1,8.853776,0,8.508401,NA,152
male,62,4,yes,no,2,9.973788,5.273,9.179061,5.273,152
male,58,9,yes,no,6,10.28386,7.20934,9.140436,7.20934,152
female,43,13,yes,no,5,10.03654,5.560682,9.347358,5.560682,152
female,57,9,yes,no,5,10.26442,8.33327,9.654368,8.33327,152
female,61,0,yes,no,4,9.342932,8.381831,8.698901,8.381831,152
male,54,5,yes,no,6,9.726531,3.663562,8.923699,3.663562,152
male,32,8,no,no,4,8.977266,4.174387,8.456765,4.174387,152
male,30,12,yes,no,5,10.34548,7.670895,9.259019,7.670895,152
male,46,10,yes,no,3,9.356924,0,8.708472,NA,152
male,66,15,yes,no,2,9.466619,4.867535,8.9155,4.867535,152
male,34,7,no,no,5,9.590896,5.966147,8.660062,5.966147,152
male,48,6,yes,no,6,9.58748,8.786762,8.9498,8.786762,152
female,38,5,yes,no,4,9.961491,0,9.167991,NA,152
female,40,4,yes,no,6,9.763816,7.36201,8.839458,7.36201,152
male,66,0,yes,no,4,9.4106,7.833996,8.714076,7.833996,152
male,50,9,yes,no,11,10.82661,9.353575,9.719316,9.353575,152
male,39,2,yes,no,5,9.40496,5.998937,8.774864,5.998937,152
male,66,5,yes,no,6,9.721712,5.998937,8.892312,5.998937,152
male,29,9,yes,no,4,9.847672,8.631058,8.804488,8.631058,152
female,51,9,no,no,1,10.11915,8.687779,8.677645,8.687779,152
male,33,14,yes,no,7,10.59124,4.356709,9.706032,4.356709,153
male,44,3,no,no,6,9.593353,6.580639,9.220563,6.580639,153
male,35,4,yes,no,3,8.470282,4.644391,8.164532,4.644391,153
male,59,7,no,no,3,9.230277,4.356709,8.760345,4.356709,153
male,64,3,yes,no,4,9.572963,7.17012,9.116666,7.17012,153
male,58,4,no,no,4,9.387896,0,9.138186,NA,153
male,42,8,no,no,8,9.847872,6.732211,9.458497,6.732211,153
female,60,2,no,no,4,9.963627,0,9.088402,NA,153
female,76,0,no,no,4,9.800756,6.719013,8.931449,6.719013,153
male,65,1,yes,no,3,9.580739,3.688879,8.822274,3.688879,153
female,49,3,no,no,2,8.972857,0,8.368735,NA,153
male,65,5,no,no,2,9.309981,7.908387,8.505528,7.908387,153
male,40,8,no,no,5,9.71498,5.327876,8.86737,5.327876,153
male,37,10,no,no,5,10.18322,6.882438,9.341377,6.882438,153
male,26,4,yes,no,3,8.513574,0,8.21508,NA,153
female,50,0,yes,no,1,8.302641,0,7.722757,NA,153
male,43,2,yes,no,7,9.765858,7.260522,8.985039,7.260522,153
male,42,0,no,no,5,9.241547,5.783825,8.432338,5.783825,153
male,34,3,no,no,6,10.23881,7.484369,9.619531,7.484369,153
female,47,0,yes,no,4,8.852977,5.129899,8.337219,5.129899,153
male,53,2,yes,no,5,9.31746,0,8.911121,NA,153
female,68,0,yes,no,3,8.841533,0,8.429005,NA,153
female,53,3,no,no,5,9.357544,7.700748,8.730482,7.700748,153
female,56,0,no,no,3,9.584527,8.218248,9.003046,8.218248,153
male,65,0,yes,no,3,8.582914,0,8.327188,NA,153
female,58,2,yes,no,4,8.948034,0,8.588476,NA,153
female,63,0,yes,no,3,9.154089,0,8.467771,NA,153
male,33,4,yes,no,7,9.610983,5.521461,9.179599,5.521461,153
female,58,3,yes,no,5,9.214157,6.620073,8.718813,6.620073,153
male,32,5,yes,no,7,9.278842,0,8.800324,NA,153
male,51,5,yes,no,9,9.567977,5.164786,8.999393,5.164786,153
male,36,2,yes,no,7,9.739909,3.258096,9.212465,3.258096,153
male,41,4,yes,no,4,10.243,8.086411,9.734041,8.086411,154
male,54,13,no,no,7,10.63188,9.709903,9.819562,9.709903,154
male,66,5,no,no,4,9.422492,6.504288,8.951587,6.504288,154
male,47,2,no,no,5,10.36539,8.520786,9.606713,8.520786,154
male,52,6,yes,no,10,9.746396,5.560682,9.185629,5.560682,154
female,48,5,no,no,4,9.529345,7.5632,8.980359,7.5632,154
male,64,5,no,no,5,10.14049,8.181721,9.526069,8.181721,154
male,46,5,no,no,8,10.64214,0,10.10898,NA,154
male,35,11,no,no,3,9.930466,7.513709,8.993475,7.513709,154
male,86,6,yes,no,2,9.871362,7.17012,8.563398,7.17012,154
male,32,8,no,no,4,9.800268,0,9.025393,NA,154
male,46,6,no,no,8,10.18328,7.093405,9.591142,7.093405,154
male,50,14,no,no,5,9.992422,5.273,9.473185,5.273,154
female,50,8,no,no,11,10.98499,4.867535,10.45015,4.867535,154
female,33,4,no,no,4,9.875395,7.17012,9.151003,7.17012,154
male,44,12,no,no,3,9.592475,7.06732,8.963429,7.06732,154
female,56,5,no,no,3,9.240155,5.823046,8.79893,5.823046,154
male,61,9,no,no,10,10.47684,8.086411,9.511956,8.086411,154
female,65,0,no,no,6,9.522174,5.480639,9.148539,5.480639,154
female,53,5,no,no,4,10.29693,8.024535,9.250998,8.024535,154
female,67,0,no,no,3,9.759424,5.966147,9.232214,5.966147,154
male,52,2,no,no,3,9.189333,5.337538,8.938716,5.337538,154
female,68,3,no,no,3,8.144808,7.887959,7.174908,7.887959,154
male,78,8,no,no,9,9.921695,8.437067,9.413651,8.437067,154
male,39,12,no,no,5,10.3504,8.982687,9.21262,8.982687,154
male,50,13,no,no,7,9.541624,5.247024,9.104864,5.247024,154
female,72,0,no,no,3,9.508698,5.273,8.185738,5.273,154
male,29,9,no,no,6,9.849975,7.863267,9.451662,7.863267,154
female,53,8,no,no,8,10.5763,7.352441,9.70912,7.352441,154
male,52,6,no,no,6,10.35312,6.659294,9.701436,6.659294,154
male,33,7,no,no,4,9.884766,7.36897,9.467733,7.36897,154
male,41,2,no,no,12,10.34438,8.515592,9.738551,8.515592,154
male,32,2,yes,no,4,9.436592,7.21891,8.861116,7.21891,155
male,66,0,yes,no,4,9.49783,5.129899,8.827253,5.129899,155
male,37,10,yes,no,6,9.636113,5.560682,9.300492,5.560682,155
male,69,3,no,no,1,8.102759,0,7.878125,NA,155
female,57,1,no,no,4,9.424116,0,8.860103,NA,155
male,66,3,yes,no,3,9.292381,7.958577,8.896971,7.958577,155
male,48,8,yes,no,6,9.9754,0,8.920694,NA,155
female,63,3,yes,no,1,8.102734,4.941642,7.677843,4.941642,155
female,54,5,no,no,3,9.498571,4.867535,8.836218,4.867535,155
male,39,9,yes,no,5,9.904112,8.070281,9.061231,8.070281,155
male,46,3,yes,no,5,10.34122,6.692084,9.278607,6.692084,155
male,20,13,yes,no,2,9.143692,6.55108,8.519076,6.55108,155
male,39,5,yes,no,5,9.78432,6.535241,9.30102,6.535241,155
male,76,0,yes,no,2,9.790218,6.590301,9.211706,6.590301,155
male,70,3,yes,no,2,9.415174,6.476973,8.503181,6.476973,155
male,35,5,yes,no,4,9.643155,7.21891,8.983963,7.21891,155
female,44,2,no,no,2,8.245244,0,7.927421,NA,155
female,65,0,yes,no,4,9.485507,3.951244,8.748078,3.951244,155
female,38,2,no,no,3,9.395525,3.258096,8.993423,3.258096,155
male,55,13,no,no,5,10.59314,6.476973,9.149618,6.476973,155
male,63,5,no,no,5,10.02272,7.309882,9.37826,7.309882,155
male,62,1,yes,no,5,10.5149,8.15191,9.375488,8.15191,155
male,33,13,yes,no,5,9.453122,4.804021,8.887775,4.804021,155
male,43,3,no,no,6,9.631765,5.337538,9.323569,5.337538,155
male,35,12.66667,yes,no,5,10.02308,2.890372,9.418382,2.890372,155
male,37,8,no,no,4,9.646198,3.555348,8.964041,3.555348,155
male,40,15,yes,no,5,10.1765,7.151485,9.275736,7.151485,155
male,34,9,yes,no,6,10.41008,5.560682,9.831897,5.560682,155
female,49,5,yes,no,3,9.652861,0,8.997281,NA,155
female,31,1,no,no,2,8.345305,6.708084,7.864595,6.708084,155
male,50,0,no,no,1,7.420051,5.560682,7.12129,5.560682,156
male,55,4,no,no,3,9.078799,0,8.808242,NA,156
female,28,6,no,no,2,8.481493,3.401197,8.242888,3.401197,156
male,62,2,yes,no,8,9.678268,8.925986,8.920417,8.925986,156
male,50,13,no,no,6,9.976316,8.053569,9.113959,8.053569,156
male,29,9,yes,no,3,9.072465,5.783825,8.710384,5.783825,156
female,52,0,yes,no,5,9.966792,7.447751,9.100039,7.447751,156
male,67,3,no,no,5,9.617622,6.739336,9.053876,6.739336,156
male,63,3,no,no,6,9.205266,5.135798,8.775618,5.135798,156
female,55,2,no,no,1,7.702431,5.049856,7.255766,5.049856,156
male,79,0,yes,no,3,9.714722,8.853665,9.096053,8.853665,156
male,59,0,yes,no,9,10.17229,5.736572,9.658473,5.736572,156
male,44,12,no,no,5,9.947467,5.897154,9.346902,5.897154,156
female,33,13,no,no,4,9.421616,6.625392,8.790368,6.625392,156
male,27,0,no,no,3,9.04864,9.274723,8.428314,9.274723,156
male,58,6,yes,no,11,10.51292,8.297792,9.768308,8.297792,156
male,46,4,yes,no,3,9.061427,4.867535,8.46955,4.867535,156
male,49,2,yes,no,6,10.10687,0,9.057359,NA,156
male,46,2,no,no,4,9.532984,5.560682,8.825359,5.560682,156
male,39,13,yes,no,6,10.33278,7.897296,9.539378,7.897296,156
male,38,8,no,no,5,9.566395,7.661057,9.025652,7.661057,156
male,60,5,yes,no,6,9.848001,5.655992,9.228601,5.655992,156
male,34,3,no,no,5,9.409841,0,9.120831,NA,156
male,33,8,yes,no,4,9.172385,5.866468,8.606398,5.866468,156
female,60,2,yes,no,4,8.891009,7.064759,8.449162,7.064759,156
female,25,7,no,no,3,9.946179,0,8.972294,NA,156
male,34,5,yes,no,4,9.145218,5.273,8.475796,5.273,156
female,46,0,yes,no,6,9.528386,5.398163,9.185303,5.398163,156
female,51,1,yes,no,3,9.275437,8.518192,8.324099,8.518192,156
female,59,3,no,no,3,8.821675,7.393263,8.516026,7.393263,156
male,41,0,no,no,7,9.726344,6.96979,9.118111,6.96979,156
male,38,9,no,no,6,9.681311,6.456769,8.989879,6.456769,156
male,59,15,yes,no,7,9.957098,7.153834,9.53746,7.153834,157
male,60,3,no,no,6,10.44028,7.119636,9.542705,7.119636,157
male,55,15,no,no,5,10.02485,0,9.149383,NA,157
male,48,7,yes,no,6,10.03789,7.574045,9.352928,7.574045,157
male,49,15,no,no,4,10.33648,0,9.248031,NA,157
male,36,16,no,no,4,10.25694,5.7301,9.602641,5.7301,157
female,51,13,yes,no,3,9.135546,6.356108,8.566597,6.356108,157
male,35,4,yes,no,5,9.812313,6.687109,9.237743,6.687109,157
male,29,7,no,no,4,9.564105,4.248495,8.902966,4.248495,157
male,59,5,yes,no,4,9.638116,7.17012,9.035514,7.17012,157
male,35,10,no,no,4,8.773122,5.356586,8.448665,5.356586,157
male,35,15,no,no,5,10.4679,6.621406,9.474181,6.621406,157
male,39,12,yes,no,4,9.48461,6.309918,8.864056,6.309918,157
male,41,11,yes,no,5,9.844244,8.281471,9.234723,8.281471,157
male,37,5,yes,no,6,10.6615,7.939159,9.641212,7.939159,157
male,44,15,yes,no,7,10.87639,9.448255,9.648688,9.448255,157
male,72,3,yes,no,5,9.45033,7.640123,8.926681,7.640123,158
male,61,3,yes,no,3,8.681458,4.762174,8.32602,4.762174,158
male,57,4,no,no,6,9.659648,4.990433,9.340276,4.990433,158
female,58,5,yes,no,4,9.708634,0,9.028923,NA,158
male,47,4,yes,no,6,9.619561,4.779123,9.165789,4.779123,158
male,45,10,yes,no,6,10.09548,4.962845,9.279823,4.962845,158
female,44,4,yes,no,5,9.607958,6.030685,9.266996,6.030685,158
male,64,1,yes,no,6,9.739463,5.860786,9.2496,5.860786,158
female,52,0,yes,no,5,9.512154,0,9.059164,NA,158
male,40,11,yes,no,5,9.728412,7.274479,8.960823,7.274479,158
male,58,5,yes,no,3,9.692003,8.479491,9.098744,8.479491,158
male,62,0,yes,no,5,9.912095,7.36074,9.322684,7.36074,158
male,46,6,no,no,6,9.391607,0,9.022031,NA,158
male,41,12,no,no,5,9.699497,8.341649,8.932019,8.341649,158
male,66,6,yes,no,3,9.043325,4.356709,8.679373,4.356709,158
male,39,6,yes,no,3,9.221818,4.356709,8.538544,4.356709,158
male,37,9,yes,no,6,9.64885,5.669881,9.159613,5.669881,158
male,52,14,no,no,6,9.746866,4.007333,9.20467,4.007333,158
male,53,2,yes,no,6,10.03511,7.987864,9.293209,7.987864,158
male,33,7,yes,no,4,9.078671,4.204693,8.773601,4.204693,158
male,59,2,yes,no,6,9.527403,5.455321,8.927854,5.455321,158
male,37,5,yes,no,4,9.225388,5.703783,8.705195,5.703783,158
male,45,6,yes,no,4,9.599068,0,8.630907,NA,158
male,54,9,no,no,7,9.704335,6.214608,9.208901,6.214608,158
male,54,1,yes,no,5,9.649014,0,9.059614,NA,158
male,30,5,yes,no,4,8.935032,7.394493,8.507482,7.394493,158
male,42,11,yes,no,4,9.891345,0,9.077745,NA,158
male,50,9,no,no,5,10.03777,7.539027,9.10701,7.539027,158
male,43,5,yes,no,6,9.660372,4.356709,9.377782,4.356709,158
male,24,9,yes,no,3,9.002258,6.20859,8.577859,6.20859,158
male,32,5,no,no,4,8.951168,6.599871,8.556263,6.599871,159
male,41,5,no,no,9,9.32158,8.254529,8.687029,8.254529,159
female,62,0,yes,no,4,9.401711,6.278522,8.906201,6.278522,159
male,61,7,yes,no,6,8.991107,6.966024,8.525161,6.966024,159
male,45,5,no,no,4,9.984062,3.555348,9.404982,3.555348,159
male,62,0,yes,no,7,9.53616,6.769642,8.808802,6.769642,159
male,35,11,no,no,5,10.69545,10.66779,10.28891,10.66779,159
male,76,0,yes,no,2,9.457102,6.754604,9.099895,6.754604,159
female,60,5,no,no,3,8.842099,7.595387,8.275581,7.595387,159
male,52,7,no,no,8,9.790807,5.886104,8.930408,5.886104,159
female,42,5,no,no,6,9.06433,7.129298,8.222059,7.129298,159
male,69,4,yes,no,3,9.110638,6.350886,8.22102,6.350886,159
female,62,8,no,no,2,8.212549,6.371612,7.643147,6.371612,159
male,29,3,no,no,4,9.800305,6.678342,9.699761,6.678342,159
male,46,5,no,no,7,9.705786,4.718499,8.994117,4.718499,159
male,42,5,no,no,5,8.650235,6.496775,7.954665,6.496775,159
male,40,5,no,no,4,8.785897,0,8.373209,NA,159
male,61,5,no,no,6,9.5762,6.910751,9.446003,6.910751,159
male,36,0,no,no,4,9.213778,6.253829,8.657485,6.253829,159
male,26,7,no,no,3,8.926546,7.249926,8.231349,7.249926,159
male,59,3,yes,no,5,9.197191,5.743003,8.756016,5.743003,159
male,48,12,no,no,6,9.907487,6.904751,9.204108,6.904751,159
male,26,5,yes,no,6,9.541389,7.444249,8.52597,7.444249,159
male,39,9,no,no,5,9.784878,6.098074,9.260399,6.098074,159
male,63,15,no,no,6,9.849014,7.088409,8.849353,7.088409,159
male,31,9,no,no,4,9.212149,6.035481,8.837488,6.035481,159
female,69,3,no,no,6,8.756587,7.042286,8.280941,7.042286,159
male,37,9,yes,no,7,9.496083,6.413459,8.989552,6.413459,159
male,46,15,no,no,7,9.264787,6.214608,8.743289,6.214608,159
female,72,0,yes,no,4,9.639816,8.231376,8.746869,8.231376,159
male,66,2,yes,no,7,10.53675,8.987197,9.391429,8.987197,160
male,30,4,yes,no,5,8.765695,5.509388,8.136135,5.509388,160
male,37,2,no,no,5,8.755101,7.707063,8.364076,7.707063,160
female,71,0,no,no,2,8.461991,6.345636,7.970969,6.345636,160
male,30,3,yes,no,5,8.915586,7.393263,8.195047,7.393263,160
male,46,2,yes,no,8,10.02443,6.39693,9.346828,6.39693,160
male,56,2,yes,no,6,9.636614,7.072422,9.096383,7.072422,160
male,43,4,yes,no,3,8.911612,8.670773,8.298399,8.670773,160
male,39,4,yes,no,7,9.813947,0,9.251623,NA,160
female,35,5,no,no,4,9.554254,5.641907,8.678497,5.641907,160
male,40,4,yes,no,6,9.616804,4.007333,8.968327,4.007333,160
male,61,5,yes,no,4,9.311608,6.516193,8.798595,6.516193,160
male,50,3,no,no,8,8.99965,0,8.846708,NA,160
male,41,7,yes,no,8,9.784551,0,9.237532,NA,160
male,36,6,yes,no,5,9.736821,5.278115,9.074581,5.278115,160
male,50,5,no,no,7,9.359097,0,9.027965,NA,160
male,65,4,yes,no,3,9.050724,5.560682,8.551122,5.560682,160
male,63,5,yes,no,5,9.746185,0,9.160144,NA,160
female,53,0,no,no,5,8.42687,6.436151,8.055291,6.436151,160
female,62,0,no,no,4,8.912546,6.813445,8.646103,6.813445,160
male,69,5,yes,no,2,8.813449,0,8.264715,NA,160
male,41,5,yes,no,7,9.36597,5.379897,8.928102,5.379897,160
female,53,0,yes,no,4,9.246226,5.609472,8.56103,5.609472,160
male,62,2,yes,no,4,9.155546,5.273,8.748745,5.273,160
male,58,6,yes,no,4,9.454522,5.509388,8.886998,5.509388,160
male,47,3,yes,no,6,9.93257,0,9.201815,NA,160
male,73,3,yes,no,6,9.611387,8.178078,8.861588,8.178078,160
female,58,0,yes,no,6,8.88625,6.771935,8.638829,6.771935,160
female,46,10,no,no,5,9.83255,6.659294,8.496349,6.659294,160
male,66,5,yes,no,5,9.599934,7.779885,8.780836,7.779885,160
female,74,4,no,no,4,9.835717,10.44068,8.695221,10.44068,160
male,38,2,yes,no,6,9.576241,6.175867,8.952361,6.175867,160
male,29,1,no,no,5,9.37105,7.477604,8.899216,7.477604,161
male,34,7,yes,no,4,9.290598,5.47227,8.854888,5.47227,161
male,68,3,no,no,5,9.808686,7.822044,9.163758,7.822044,161
male,67,3,no,no,2,8.904387,6.177944,7.79987,6.177944,161
male,45,5,no,no,5,9.586523,6.841616,9.094283,6.841616,161
male,39,15,no,no,7,12.03334,9.003808,10.58266,9.003808,161
female,56,4,no,no,5,10.02197,8.915969,9.652542,8.915969,161
male,46,15,yes,no,5,10.04997,5.105946,9.301124,5.105946,161
male,38,4,no,no,3,8.600437,7.309882,8.110826,7.309882,161
male,42,6,no,no,5,9.161683,0,8.730531,NA,161
male,41,9,no,no,4,9.084138,7.497762,8.41792,7.497762,161
male,54,4,no,no,7,9.1585,6.784457,8.630048,6.784457,161
male,30,3,yes,no,5,9.273251,8.070281,8.859969,8.070281,161
female,86,0,yes,no,1,8.130559,0,7.46755,NA,161
female,40,8,yes,no,3,9.722404,7.621195,9.001917,7.621195,161
male,37,16,yes,no,4,9.632876,7.297768,9.325934,7.297768,161
male,40,6,yes,no,5,9.615424,8.33327,8.994091,8.33327,161
male,25,4,yes,no,4,8.816907,7.912057,8.281113,7.912057,161
male,64,3,yes,no,8,10.18643,3.951244,9.241001,3.951244,161
male,51,3,yes,no,5,9.56543,7.774436,8.851063,7.774436,161
male,33,9,yes,no,7,10.18668,8.79936,9.533285,8.79936,161
male,32,7,yes,no,5,9.609496,6.739336,9.070506,6.739336,161
male,39,4,yes,no,4,8.801447,0,8.121873,NA,161
male,48,2,yes,no,7,10.26676,7.31854,9.469973,7.31854,161
female,49,3,no,no,2,9.363527,7.21891,8.890893,7.21891,161
