"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20","b.depth"
"110434",8225921,"2010-03-27 22:41:00.000",51.74,-10.72,0,185,"GERMANY","06NI",9.05,8.93,8.95,"9.23","2","","NH","NACKTHAI","20","0",9.05,8.93,8.95,"9.23",35.22,137
"1104501",8225894,"2010-02-19 02:14:00.000",40.8,-9.16,0,11.8,"PORTUGAL","68NA",13.8389,NA,NA,"","1","","CAL","CV","25","0",13.8389,NA,NA,"",NA,127
"110480",8225896,"2010-02-19 02:47:00.000",40.8,-9.22,0,13.2,"PORTUGAL","68NA",13.9492,NA,NA,"","1","","CAL","CV","25","0",13.9492,NA,NA,"",NA,144
"110495",8225897,"2010-02-19 04:23:00.000",40.8,-9.31,0,20,"PORTUGAL","68NA",14.0674,NA,NA,"","1","","CAL","CV","25","0",14.0674,NA,NA,"",NA,1064
"110510",8225898,"2010-02-20 14:40:00.000",40.2,-9.32,0,11.3,"PORTUGAL","68NA",13.9308,NA,NA,"","1","","CAL","CV","25","0",13.9308,NA,NA,"",NA,119
"110525",8225903,"2010-02-26 17:21:00.000",40,-9.57,0,15.3,"PORTUGAL","68NA",14.7702,NA,NA,"","1","","CAL","CV","25","0",14.7702,NA,NA,"",NA,168
"110540",8225878,"2010-02-17 06:40:00.000",41.6,-9.27,0,20,"PORTUGAL","68NA",13.8759,NA,NA,"","1","","CAL","CV","25","0",13.8759,NA,NA,"",NA,853
"110571",8225879,"2010-02-17 07:14:00.000",41.6,-9.22,0,13.6,"PORTUGAL","68NA",13.7986,NA,NA,"","1","","CAL","CV","25","0",13.7986,NA,NA,"",NA,177
"110586",8225880,"2010-02-17 09:26:00.000",41.6,-9.17,0,8.5,"PORTUGAL","68NA",13.4207,NA,NA,"","1","","CAL","CV","25","0",13.4207,NA,NA,"",NA,103
"110601",8225905,"2010-03-02 02:03:00.000",39.2,-9.79,0,13.4,"PORTUGAL","68NA",15.0254,NA,NA,"","1","","CAL","CV","25","0",15.0254,NA,NA,"",NA,141
"110617",8225885,"2010-02-17 23:08:00.000",41.2,-8.78,0,2.7,"PORTUGAL","68NA",12.445,NA,NA,"","1","","CAL","CV","25","0",12.445,NA,NA,"",NA,36
"1106321",8225886,"2010-02-18 03:08:00.000",41.2,-9.23,0,16.7,"PORTUGAL","68NA",13.8116,NA,NA,"","1","","CAL","CV","25","0",13.8116,NA,NA,"",NA,177
"110647",8225875,"2010-02-16 23:01:00.000",41.8,-9.05,0,9.3,"PORTUGAL","68NA",12.2995,NA,NA,"","1","","CAL","CV","25","0",12.2995,NA,NA,"",NA,106
"110662",8225888,"2010-02-18 04:36:00.000",41.2,-9.33,0,20,"PORTUGAL","68NA",13.6319,NA,NA,"","1","","CAL","CV","25","0",13.6319,NA,NA,"",NA,798
"110677",8225889,"2010-02-18 10:30:00.000",41,-9.27,0,14,"PORTUGAL","68NA",14.0475,NA,NA,"","1","","CAL","CV","25","0",14.0475,NA,NA,"",NA,152
"110693",8225867,"2010-02-16 06:22:00.000",42.2,-9.2,0,15.9,"PORTUGAL","68NA",13.6838,NA,NA,"","1","","CAL","CV","25","0",13.6838,NA,NA,"",NA,159
"110709",8225868,"2010-02-16 06:57:00.000",42.2,-9.25,0,18.7,"PORTUGAL","68NA",13.7474,NA,NA,"","1","","CAL","CV","25","0",13.7474,NA,NA,"",NA,219
"110724",8225869,"2010-02-16 10:19:00.000",42.2,-9.35,0,20,"PORTUGAL","68NA",13.7108,NA,NA,"","1","","CAL","CV","25","0",13.7108,NA,NA,"",NA,248
"1107391",8225861,"2010-02-15 22:09:00.000",42.4,-9.3,0,20,"PORTUGAL","68NA",13.1687,NA,NA,"","1","","CAL","CV","25","0",13.1687,NA,NA,"",NA,255
"110754",8225870,"2010-02-16 11:43:00.000",42.2,-9.45,0,20,"PORTUGAL","68NA",13.8654,NA,NA,"","1","","CAL","CV","25","0",13.8654,NA,NA,"",NA,719
"110769",8225852,"2010-02-15 15:15:00.000",42.6,-9.4,0,14.2,"PORTUGAL","68NA",13.4339,NA,NA,"","1","","CAL","CV","25","0",13.4339,NA,NA,"",NA,188
"110785",8225857,"2010-02-15 21:29:00.000",42.4,-9.35,0,20,"PORTUGAL","68NA",12.9719,NA,NA,"","1","","CAL","CV","25","0",12.9719,NA,NA,"",NA,328
"1110431",8225876,"2010-02-17 01:08:00.000",41.8,-9.2,0,11.9,"PORTUGAL","68NA",13.3224,NA,NA,"","1","","CAL","CV","25","0",13.3224,NA,NA,"",NA,120
"111145",8225850,"2010-02-15 14:48:00.000",42.6,-9.35,0,12.5,"PORTUGAL","68NA",13.2169,NA,NA,"","1","","CAL","CV","25","0",13.2169,NA,NA,"",NA,131
"111190",8225835,"2010-01-30 16:56:00.000",36.02,-6.4,0,12.5,"PORTUGAL","68NA",16.7202,NA,NA,"","1","","CAL","CV","25","0",16.7202,NA,NA,"",NA,184
"111205",8225836,"2010-02-06 01:22:00.000",37.02,-9.2,0,20,"PORTUGAL","68NA",16,NA,NA,"","1","","CAL","CV","25","0",16,NA,NA,"",NA,988
"1112201",8225838,"2010-02-15 02:19:00.000",43,-9.45,0,15.5,"PORTUGAL","68NA",13.1319,NA,NA,"","1","","CAL","CV","25","0",13.1319,NA,NA,"",NA,173
"111236",8225841,"2010-02-15 03:24:00.000",43,-9.55,0,20,"PORTUGAL","68NA",13.3177,NA,NA,"","1","","CAL","CV","25","0",13.3177,NA,NA,"",NA,564
"111251",8225842,"2010-02-15 06:42:00.000",42.8,-9.62,0,20,"PORTUGAL","68NA",13.5127,NA,NA,"","1","","CAL","CV","25","0",13.5127,NA,NA,"",NA,783
"111266",8225843,"2010-02-15 10:54:00.000",42.8,-9.32,0,11.5,"PORTUGAL","68NA",12.4949,NA,NA,"","1","","CAL","CV","25","0",12.4949,NA,NA,"",NA,128
"111410",8225844,"2010-02-15 11:42:00.000",42.8,-9.22,0,7.1,"PORTUGAL","68NA",12.5589,NA,NA,"","1","","CAL","CV","25","0",12.5589,NA,NA,"",NA,61
"111426",8225845,"2010-02-15 13:19:00.000",42.61,-9.16,0,7.1,"PORTUGAL","68NA",12.5589,NA,NA,"","1","","CAL","CV","25","0",12.5589,NA,NA,"",NA,61
"111623",8225846,"2010-02-15 13:55:00.000",42.6,-9.25,0,9.9,"PORTUGAL","68NA",12.8823,NA,NA,"","1","","CAL","CV","25","0",12.8823,NA,NA,"",NA,93
"111638",8225847,"2010-02-15 14:21:00.000",42.6,-9.3,0,11,"PORTUGAL","68NA",13.2902,NA,NA,"","1","","CAL","CV","25","0",13.2902,NA,NA,"",NA,116
"111653",8226591,"2010-04-10 00:49:00.000",47.75,-8.25,0,196.9631942,"SPAIN","29IN",NA,11.64,NA,"","2","","B","Bgn","40","0",NA,11.64,NA,"",NA,1428
"1116681",8226627,"2010-04-01 00:02:00.000",44.75,-3.25,0,194.4397185,"SPAIN","29CS",11.9339,11.9341,NA,"","2","","B","Bgn","40","0",11.9339,11.9341,NA,"",35.6377,3773
"111713",8226628,"2010-04-03 06:47:00.000",45.75,-1.75,0,51.15168277,"SPAIN","29CS",10.3165,10.3202,NA,"","2","","B","Bgn","40","0",10.3165,10.3202,NA,"",34.9846,53
"1117431",8226633,"2010-04-03 20:23:00.000",45.75,-2.74,0,111.274259,"SPAIN","29CS",11.292,11.2953,NA,"","2","","B","Bgn","40","0",11.292,11.2953,NA,"",35.6031,119
"1117581",8226642,"2010-04-04 14:02:00.000",45.75,-4.75,0,249.9888981,"SPAIN","29CS",11.7552,11.7401,NA,"","2","","B","Bgn","40","0",11.7552,11.7401,NA,"",35.6416,4261
"111773",8226661,"2010-03-18 02:51:00.000",44.63,-8.5,0,195.8469175,"SPAIN","29CS",12.5889,12.3597,NA,"","2","","B","Bgn","40","0",12.5889,12.3597,NA,"",35.7268,4911
"111788",8226662,"2010-03-18 05:13:00.000",44.38,-8.5,0,142.5844362,"SPAIN","29CS",12.6245,12.6227,NA,"","2","","B","Bgn","40","0",12.6245,12.6227,NA,"",35.755,4279
"1119791",8226681,"2010-03-18 18:32:00.000",43.62,-8.49,0,122.4614909,"SPAIN","29CS",12.8418,12.8424,NA,"","2","","B","Bgn","40","0",12.8418,12.8424,NA,"",35.6767,163
"112114",8226733,"2010-03-22 06:24:00.000",44.13,-6.49,0,264.4478675,"SPAIN","29CS",12.5138,12.2754,NA,"","2","","B","Bgn","40","0",12.5138,12.2754,NA,"",35.6997,3629
"112129",8226782,"2010-03-23 19:10:00.000",44.12,-5.5,0,152.505189,"SPAIN","29CS",12.1964,11.9703,NA,"","2","","B","Bgn","40","0",12.1964,11.9703,NA,"",35.6509,2862
"112144",8226829,"2010-03-25 03:40:00.000",44.13,-4.17,0,191.9419403,"SPAIN","29CS",12.0627,12.359,NA,"","2","","B","Bgn","40","0",12.0627,12.359,NA,"",35.6552,2261
"112159",8226900,"2010-03-29 03:02:00.000",43.87,-2.5,0,240.1033253,"SPAIN","29CS",12.1719,12.0254,NA,"","2","","B","Bgn","40","0",12.1719,12.0254,NA,"",35.6475,1091
"112189",8226934,"2010-04-12 03:43:00.000",50.25,-10.21,0,127.5,"GERMANY","06NI",11,10.73,10.52,"10.86","3","","NH","NACKTHAI","20","0",11,10.73,10.52,"10.86",35.65,118
"112204",8226945,"2010-04-12 11:47:00.000",50.25,-11.69,0,184.6,"GERMANY","06NI",11.6,11.52,11.24,"11.06","3","","NH","NACKTHAI","20","0",11.6,11.52,11.24,"11.06",35.69,1881
"112314",8226954,"2010-04-13 19:31:00.000",49.25,-10.29,0,44.1,"GERMANY","06NI",11.37,11.3,10.8,"10.6","3","","NH","NACKTHAI","20","0",11.37,11.3,10.8,"10.6",35.69,129
"112329",8226959,"2010-04-14 04:07:00.000",49.25,-8.29,0,31.7,"GERMANY","06NI",10.52,10.12,10.11,"10.08","3","","NH","NACKTHAI","20","0",10.52,10.12,10.11,"10.08",35.56,104
"112359",8226971,"2010-04-15 00:07:00.000",48.25,-6.23,0,160.3,"GERMANY","06NI",10.65,10.66,10.66,"10.66","3","","NH","NACKTHAI","20","0",10.65,10.66,10.66,"10.66",35.68,130
"112437",8226992,"2010-04-16 19:48:00.000",47.22,-9.29,0,240.7,"GERMANY","06NI",11.82,11.83,11.84,"11.83","3","","NH","NACKTHAI","20","0",11.82,11.83,11.84,"11.83",35.75,4496
"112452",8226993,"2010-04-17 04:22:00.000",47.24,-7.81,0,288.1,"GERMANY","06NI",11.68,11.69,11.69,"11.43","3","","NH","NACKTHAI","20","0",11.68,11.69,11.69,"11.43",35.74,4248
"1124671",8226994,"2010-04-17 06:47:00.000",47.25,-7.31,0,214,"GERMANY","06NI",11.56,11.56,11.56,"11.57","3","","NH","NACKTHAI","20","0",11.56,11.56,11.56,"11.57",35.73,3504
"112497",8226995,"2010-04-17 09:05:00.000",47.25,-6.81,0,247,"GERMANY","06NI",11.55,11.55,11.54,"11.41","3","","NH","NACKTHAI","20","0",11.55,11.55,11.54,"11.41",35.72,2986
"1125121",8227036,"2010-04-19 00:21:00.000",47.75,-9.69,0,259.7,"GERMANY","06NI",11.96,11.78,11.53,"11.53","3","","NH","NACKTHAI","20","0",11.96,11.78,11.53,"11.53",35.73,3967
"112527",8227055,"2010-04-20 05:30:00.000",48.75,-8.78,0,201.3,"GERMANY","06NI",11.3,10.82,10.68,"10.63","3","","NH","NACKTHAI","20","0",11.3,10.82,10.68,"10.63",35.65,166
"1125421",8227073,"2010-04-20 23:15:00.000",49.75,-7.22,0,62.5,"GERMANY","06NI",11.25,10.29,9.77,"9.77","3","","NH","NACKTHAI","20","0",11.25,10.29,9.77,"9.77",35.49,116
"1125571",8227075,"2010-04-21 01:07:00.000",49.75,-7.72,0,114.4,"GERMANY","06NI",11.26,10.27,9.55,"9.55","3","","NH","NACKTHAI","20","0",11.26,10.27,9.55,"9.55",35.5,125
"112587",8227079,"2010-04-21 09:03:00.000",49.75,-9.71,0,151,"GERMANY","06NI",11.08,10.8,9.93,"9.86","3","","NH","NACKTHAI","20","0",11.08,10.8,9.93,"9.86",35.54,131
"112602",8227094,"2010-04-22 13:27:00.000",50.75,-12.31,0,297.9,"GERMANY","06NI",11.63,11.57,11.24,"11.18","3","","NH","NACKTHAI","20","0",11.63,11.57,11.24,"11.18",35.71,2195
"112617",8227145,"2010-04-21 16:43:00.000",59.75,-6.21,0,130.2496802,"Scotland","748S",9.5132,9.4616,9.4856,"9.4797","3","","G7","Gulf7","20","0",9.5132,9.4616,9.4856,"9.4797",35.4079,283
"112633",8227151,"2010-04-21 22:29:00.000",59.75,-7.7,0,161.8303526,"Scotland","748S",9.4122,9.4167,9.4226,"9.4216","3","","G7","Gulf7","20","0",9.4122,9.4167,9.4226,"9.4216",35.4148,765
"112694",8227204,"2010-04-23 08:05:00.000",57.75,-7.73,0,77.60513988,"Scotland","748S",8.182,8.1985,8.1869,"","3","","G7","Gulf7","20","0",8.182,8.1985,8.1869,"",34.9423,75
"112742",8227310,"2010-04-25 16:53:00.000",56.75,-19.31,0,193.2126581,"Scotland","748S",NA,9.8766,NA,"","3","","G7","Gulf7","20","0",NA,9.8766,NA,"",35.26475,1364
"112776",8227331,"2010-04-26 02:55:00.000",56.75,-16.79,0,174.2821825,"Scotland","748S",10.1434,10.1149,9.8987,"9.8227","3","","G7","Gulf7","20","0",10.1434,10.1149,9.8987,"9.8227",35.3577,696
"112807",8227528,"2010-05-01 03:09:00.000",54.75,-15.3,0,182.5342586,"Scotland","748S",11.3632,11.3692,11.2444,"10.8846","3","","G7","Gulf7","20","0",11.3632,11.3692,11.2444,"10.8846",35.4751,2406
"1128381",8227571,"2010-05-02 02:01:00.000",54.75,-10.29,0,184.2183557,"Scotland","748S",9.7955,10.7853,10.3844,"9.7745","3","","G7","Gulf7","20","0",9.7955,10.7853,10.3844,"9.7745",35.4737,118
"112870",8227573,"2010-05-02 03:56:00.000",54.75,-9.79,0,184.3867654,"Scotland","748S",10.3427,10.3648,9.0383,"","3","","G7","Gulf7","20","0",10.3427,10.3648,9.0383,"",35.0963,97
"112930",8227575,"2010-05-02 16:20:00.000",53.75,-10.73,0,184.8919946,"Scotland","748S",10.656,10.7169,9.7043,"9.7867","3","","G7","Gulf7","20","0",10.656,10.7169,9.7043,"9.7867",35.2631,145
"112945",8227591,"2010-05-03 07:33:00.000",52.75,-11.26,0,185.7340432,"Scotland","748S",10.6126,10.6173,9.4675,"9.7906","3","","G7","Gulf7","20","0",10.6126,10.6173,9.4675,"9.7906",35.2157,129
"112960",8227592,"2010-05-03 09:32:00.000",52.75,-10.78,0,185.9024529,"Scotland","748S",10.6125,10.6142,8.7768,"8.901","3","","G7","Gulf7","20","0",10.6125,10.6142,8.7768,"8.901",35.0861,121
"1129751",8227593,"2010-05-05 04:05:00.000",52.27,-10.7,0,91.64883927,"Scotland","748S",10.3295,10.1831,9.9937,"9.7546","3","","G7","Gulf7","20","0",10.3295,10.1831,9.9937,"9.7546",35.2872,100
"112990",8227629,"2010-05-06 03:19:00.000",51.75,-15.21,0,172.2664653,"Scotland","748S",12.1001,12.0957,11.9524,"11.3357","3","","G7","Gulf7","20","0",12.1001,12.0957,11.9524,"11.3357",35.619,1929
"113020",8227697,"2010-05-07 22:10:00.000",53.75,-14.7,0,216.5997715,"Scotland","748S",11.4176,11.4286,11.2215,"10.7784","3","","G7","Gulf7","20","0",11.4176,11.4286,11.2215,"10.7784",35.4814,2829
"113035",8227706,"2010-05-08 02:17:00.000",53.75,-15.68,0,183.3817323,"Scotland","748S",11.1544,11.1612,10.5211,"10.317","3","","G7","Gulf7","20","0",11.1544,11.1612,10.5211,"10.317",35.3745,2991
"113050",8227738,"2010-04-30 10:02:00.000",44.13,-4.17,0,142.7673721,"SPAIN","29CS",15.0254,13.5386,NA,"","3","","B","Bgn","40","0",15.0254,13.5386,NA,"",35.6923,2261
"113065",8227739,"2010-05-01 10:02:00.000",46.75,-4.75,0,138.8835029,"SPAIN","29CS",13.2275,12.2397,NA,"","3","","B","Bgn","40","0",13.2275,12.2397,NA,"",35.6596,161
"1130801",8227740,"2010-04-17 10:02:00.000",43.25,-9.17,0,93.81795572,"SPAIN","29CS",14.1026,13.6748,NA,"","3","","B","Bgn","40","0",14.1026,13.6748,NA,"",35.6283,124
"1131251",8227754,"2010-05-05 10:02:00.000",45.74,-1.77,0,43.4156064,"SPAIN","29CS",12.1118,12.0862,NA,"","3","","B","Bgn","40","0",12.1118,12.0862,NA,"",34.3361,56
"113140",8227755,"2010-05-05 10:02:00.000",45.25,-2.25,0,80.81895518,"SPAIN","29CS",13.1429,13.1208,NA,"","3","","B","Bgn","40","0",13.1429,13.1208,NA,"",35.6372,111
"1132041",8227756,"2010-05-05 10:02:00.000",45.24,-2.75,0,93.50837195,"SPAIN","29CS",13.1766,13.1653,NA,"","3","","B","Bgn","40","0",13.1766,13.1653,NA,"",35.6563,135
"113280",8227763,"2010-05-08 10:02:00.000",43.87,-2.5,0,223.5828093,"SPAIN","29CS",13.8276,13.7691,NA,"","3","","B","Bgn","40","0",13.8276,13.7691,NA,"",35.5411,1091
"113295",8227768,"2010-05-08 10:02:00.000",43.63,-1.82,0,194.0738468,"SPAIN","29CS",13.319,12.6776,NA,"","3","","B","Bgn","40","0",13.319,12.6776,NA,"",35.5344,833
"113326",8227769,"2010-05-08 10:02:00.000",43.63,-2.16,0,172.2868886,"SPAIN","29CS",14.783,14.1945,NA,"","3","","B","Bgn","40","0",14.783,14.1945,NA,"",35.3992,1217
"113341",8227780,"2010-04-19 10:02:00.000",43.87,-8.5,0,195.9594934,"SPAIN","29CS",13.4472,13.2206,NA,"","3","","B","Bgn","40","0",13.4472,13.2206,NA,"",35.7086,262
"113455",8227781,"2010-04-19 10:02:00.000",44.13,-8.5,0,196.420351,"SPAIN","29CS",13.3719,13.1536,NA,"","3","","B","Bgn","40","0",13.3719,13.1536,NA,"",35.7551,374
"113486",8227798,"2010-04-24 10:02:00.000",43.87,-7.51,0,119.8792808,"SPAIN","29CS",13.7314,13.4436,NA,"","3","","B","Bgn","40","0",13.7314,13.4436,NA,"",35.7144,160
"113501",8227801,"2010-04-25 10:02:00.000",44.38,-7.25,0,168.976453,"SPAIN","29CS",13.9247,13.7706,NA,"","3","","B","Bgn","40","0",13.9247,13.7706,NA,"",35.6911,4715
"1135161",8227808,"2010-04-25 10:02:00.000",43.86,-6.82,0,113.6946413,"SPAIN","29CS",14.7928,13.5482,NA,"","3","","B","Bgn","40","0",14.7928,13.5482,NA,"",35.6357,166
"113561",8227809,"2010-04-26 10:02:00.000",43.88,-6.5,0,171.5058932,"SPAIN","29CS",14.135,13.3293,NA,"","3","","B","Bgn","40","0",14.135,13.3293,NA,"",35.6422,289
"113576",8227811,"2010-04-26 10:02:00.000",43.62,-6.16,0,55.04962394,"SPAIN","29CS",14.5243,13.2633,NA,"","3","","B","Bgn","40","0",14.5243,13.2633,NA,"",35.6552,72
"113621",8227821,"2010-04-17 10:02:00.000",42.75,-9.33,0,121.2512998,"SPAIN","29CS",NA,13.73,NA,"","3","","B","Bgn","40","0",NA,13.73,NA,"",35.235,120
"1136361",8227828,"2010-04-28 10:02:00.000",43.47,-4.81,0,48.34783881,"SPAIN","29CS",14.4756,12.8059,NA,"","3","","B","Bgn","40","0",14.4756,12.8059,NA,"",35.6456,41
"113681",8227829,"2010-04-28 10:02:00.000",43.44,-4.5,0,65.71619217,"SPAIN","29CS",14.1995,12.859,NA,"","3","","B","Bgn","40","0",14.1995,12.859,NA,"",35.6825,87
"113696",8227872,"2010-05-22 12:57:00.000",60.25,-11.25,0,320.0371852,"FAROE ISLANDS","26MH",10.1499,9.5779,9.5779,"9.2533","4","","B","Bgn","60","0",10.1499,9.5779,9.5779,"9.2533",35.3768,1206
"113713",8227903,"2010-05-23 06:27:00.000",60.75,-12.75,0,228.2586974,"FAROE ISLANDS","26MH",10.4267,10.0689,9.6488,"9.3398","4","","B","Bgn","60","0",10.4267,10.0689,9.6488,"9.3398",35.3381,645
"113744",8227935,"2010-05-24 11:32:00.000",60.75,-6.25,0,343.5331567,"FAROE ISLANDS","26MH",8.0818,8.0608,7.8906,"7.5738","4","","B","Bgn","60","0",8.0818,8.0608,7.8906,"7.5738",35.3066,174
"1137741",8227965,"2010-05-25 23:40:00.000",61.75,-1.75,0,301.5457709,"FAROE ISLANDS","26MH",9.1623,9.1476,9.1204,"8.0347","4","","B","Bgn","60","0",9.1623,9.1476,9.1204,"8.0347",35.322,1343
"1138041",8228015,"2010-05-28 10:35:00.000",62.75,-8.75,0,282.6302415,"FAROE ISLANDS","26MH",8.5627,8.4745,8.4448,"8.0528","4","","B","Bgn","60","0",8.5627,8.4745,8.4448,"8.0528",35.3182,498
"113819",8228030,"2010-05-29 12:15:00.000",62.75,-1.75,0,401.7217358,"FAROE ISLANDS","26MH",9.2345,9.2107,8.4338,"8.0441","4","","B","Bgn","60","0",9.2345,9.2107,8.4338,"8.0441",35.3682,1754
"113834",8228081,"2010-06-01 01:57:00.000",62.25,-9.75,0,289.4160816,"FAROE ISLANDS","26MH",9.0722,9.0742,8.854,"8.7514","4","","B","Bgn","60","0",9.0722,9.0742,8.854,"8.7514",35.3175,667
"113909",8228106,"2010-05-05 20:49:00.000",48.75,-12.33,0,187.0298219,"NETHERLANDS","64T2",12.89,12.7,NA,"","4","","G7","Gulf7","20","0",12.89,12.7,NA,"",35.68,1752
"1140761",8228141,"2010-05-07 19:40:00.000",46.75,-5.15,0,203.0249078,"NETHERLANDS","64T2",12.43,12.31,NA,"","4","","G7","Gulf7","20","0",12.43,12.31,NA,"",35.66,1239
"114091",8228142,"2010-05-07 21:36:00.000",46.73,-4.68,0,132.383116,"NETHERLANDS","64T2",12.67,12.53,NA,"","4","","G7","Gulf7","20","0",12.67,12.53,NA,"",35.66,155
"1141211",8228143,"2010-05-08 05:10:00.000",46.73,-2.73,0,46.93160143,"NETHERLANDS","64T2",11.7,10.94,NA,"","4","","G7","Gulf7","20","0",11.7,10.94,NA,"",34.42,68
"114136",8228146,"2010-05-10 12:31:00.000",46.25,-2.78,0,77.84470242,"NETHERLANDS","64T2",12.95,12.89,NA,"","4","","G7","Gulf7","20","0",12.95,12.89,NA,"",NA,106
"114166",8228149,"2010-05-11 00:35:00.000",46.8,-5.75,0,170.7444343,"NETHERLANDS","64T2",12.56,12.56,NA,"","4","","G7","Gulf7","20","0",12.56,12.56,NA,"",35.65,3377
"1141961",8228193,"2010-05-18 13:35:00.000",49.73,-13.15,0,152.2573784,"NETHERLANDS","64T2",12.63,12.59,NA,"","4","","G7","Gulf7","20","0",12.63,12.59,NA,"",35.66,2062
"1142411",8228210,"2010-05-18 22:18:00.000",49.73,-11.15,0,147.7784913,"NETHERLANDS","64T2",12.33,12.22,NA,"","4","","G7","Gulf7","20","0",12.33,12.22,NA,"",35.62,327
"114271",8228341,"2010-05-18 07:19:00.000",52.75,-14.25,0,82.8,"NORWAY","58JH",11.51,11.35,11.28,"10.76","4","","G7","Gulf7","20","0",11.51,11.35,11.28,"10.76",35.51,331
"114287",8228350,"2010-05-19 12:58:00.000",51.75,-14.75,0,80.5,"NORWAY","58JH",11.95,11.89,11.5,"11.11","4","","G7","Gulf7","20","0",11.95,11.89,11.5,"11.11",35.52,484
"114317",8228384,"2010-05-20 17:43:00.000",50.75,-11.75,0,52.7,"NORWAY","58JH",12.73,12.43,11.75,"11.3","4","","G7","Gulf7","20","0",12.73,12.43,11.75,"11.3",35.61,1863
"114332",8228393,"2010-05-21 15:21:00.000",50.25,-13.25,0,104.3,"NORWAY","58JH",12.65,12.61,12.15,"11.38","4","","G7","Gulf7","20","0",12.65,12.61,12.15,"11.38",35.61,2671
"1144001",8228394,"2010-05-21 17:46:00.000",50.25,-12.75,0,59.1,"NORWAY","58JH",13.08,12.93,12.04,"11.71","4","","G7","Gulf7","20","0",13.08,12.93,12.04,"11.71",35.67,2469
"114494",8228411,"2010-05-22 17:58:00.000",50.25,-7.75,0,53.5,"NORWAY","58JH",12.89,11.72,9.81,"","4","","G7","Gulf7","20","0",12.89,11.72,9.81,"",35.35,89
"114593",8228455,"2010-05-28 05:00:00.000",53.25,-15.25,0,122.8,"NORWAY","58JH",12.44,12.37,11.55,"10.9","4","","G7","Gulf7","20","0",12.44,12.37,11.55,"10.9",35.51,2771
"114609",8228487,"2010-05-29 03:22:00.000",54.25,-18.25,0,107.1,"NORWAY","58JH",12.25,11.72,10.92,"10.56","4","","G7","Gulf7","20","0",12.25,11.72,10.92,"10.56",35.48,1960
"114641",8228497,"2010-05-29 12:42:00.000",55.25,-17.75,0,80.4,"NORWAY","58JH",11.94,11.87,10.86,"10.7","4","","G7","Gulf7","20","0",11.94,11.87,10.86,"10.7",35.44,769
"114707",8228566,"2010-06-01 00:20:00.000",59.25,-19.25,0,89.7,"NORWAY","58JH",10.78,10.78,9.64,"9.77","4","","G7","Gulf7","20","0",10.78,10.78,9.64,"9.77",35.21,2788
"114722",8228587,"2010-06-01 13:27:00.000",59.25,-16.25,0,100.7,"NORWAY","58JH",11.18,10.66,9.76,"9.59","4","","G7","Gulf7","20","0",11.18,10.66,9.76,"9.59",35.36,605
"114753",8228588,"2010-06-01 15:34:00.000",59.25,-15.75,0,87.7,"NORWAY","58JH",11.15,10.55,9.78,"9.95","4","","G7","Gulf7","20","0",11.15,10.55,9.78,"9.95",35.29,509
"1147681",8228655,"2010-05-31 09:05:00.000",59.25,-12.71,0,144.3673469,"Scotland","74RY",10.5213,10.4627,9.9445,"9.8105","4","","G7","Gulf7","20","0",10.5213,10.4627,9.9445,"9.8105",35.4142,1457
"114783",8228836,"2010-05-25 11:14:00.000",57.25,-8.19,0,126.8270118,"Scotland","74RY",10.8644,9.5569,9.8477,"9.4263","4","","G7","Gulf7","20","0",10.8644,9.5569,9.8477,"9.4263",34.9529,125
"114798",8228881,"2010-05-26 12:27:00.000",57.25,-13.7,0,142.3466949,"Scotland","74RY",11.5252,10.5474,9.9604,"9.2757","4","","G7","Gulf7","20","0",11.5252,10.5474,9.9604,"9.2757",35.3554,175
"1148131",8228902,"2010-05-27 07:02:00.000",57.73,-16.76,0,190.9398448,"Scotland","74RY",10.8401,10.1547,9.9837,"9.7796","4","","G7","Gulf7","20","0",10.8401,10.1547,9.9837,"9.7796",35.3121,1151
"114843",8228926,"2010-05-28 02:38:00.000",58.25,-13.31,0,195.1896021,"Scotland","74RY",10.7932,9.9949,9.7755,"9.794","4","","G7","Gulf7","20","0",10.7932,9.9949,9.7755,"9.794",35.3258,1283
"1148581",8228939,"2010-05-28 11:05:00.000",58.25,-11.26,0,193.9691417,"Scotland","74RY",10.9969,10.9817,10.3839,"10.2646","4","","G7","Gulf7","20","0",10.9969,10.9817,10.3839,"10.2646",35.4471,1875
"114873",8228973,"2010-05-29 03:15:00.000",58.25,-7.28,0,97.12914331,"Scotland","74RY",9.8307,9.3942,8.8025,"8.8905","4","","G7","Gulf7","20","0",9.8307,9.3942,8.8025,"8.8905",34.7884,99
"114888",8229016,"2010-05-13 09:05:00.000",45.26,-1.76,0,54.5068838,"SPAIN","29IN",12.48,12.31,11.37,"","4","","B","Bgn","40","0",12.48,12.31,11.37,"",34.81,71
"114903",8229017,"2010-05-13 12:23:00.000",45.26,-2.25,0,91.69630361,"SPAIN","29IN",13.6,12.95,11.9,"","4","","B","Bgn","40","0",13.6,12.95,11.9,"",35.4,110
"114989",8229042,"2010-06-11 14:19:00.000",62.75,-7.75,0,303.0765431,"ICELAND","46FR",9.4544,9.4541,8.69,"8.48","5","","B","BGN60","60","0",9.4544,9.4541,8.69,"8.48",35.309,524
