"","la","lo","t","eggs","stage","a.0","a.1"
"1034",50.449,-5.16,140.5,0,4,4.8,6.4
"1154",50.564,-5.127,140.5,0,4,4.8,6.4
"1234",50.619,-4.871,140.5,0,4,4.8,6.4
"1334",50.685,-4.883,140.5,0,4,4.8,6.4
"1434",50.715,-4.702,140.5,0,4,4.8,6.4
"1534",50.818,-4.626,140.5,0,4,4.8,6.4
"1634",50.925,-4.626,140.5,0,4,4.8,6.4
"1734",51.125,-4.647,140.5,0,4,4.8,6.4
"1834",51.121,-4.379,140.5,0,4,4.8,6.4
"1934",51.224,-4.132,140.5,0,4,4.8,6.4
"2034",51.247,-3.891,140.5,0,4,4.8,6.4
"2154",51.366,-3.877,140.5,0,4,4.8,6.4
"2234",51.53,-3.87,140.5,0,4,4.8,6.4
"2334",51.375,-4.117,140.5,0,4,4.8,6.4
"2434",51.375,-4.354,140.5,0,4,4.8,6.4
"2534",51.596,-4.407,140.5,0,4,4.8,6.4
"2634",51.631,-4.624,140.5,0,4,4.8,6.4
"2734",51.583,-4.833,140.5,0,4,4.8,6.4
"2834",51.605,-5.142,140.5,0,4,4.8,6.4
"2934",51.625,-5.356,140.5,0,4,4.8,6.4
"3034",51.625,-5.614,140.5,0,4,4.8,6.4
"3154",51.625,-5.861,140.5,0,4,4.8,6.4
"3234",51.626,-6.107,140.5,0,4,4.8,6.4
"3334",51.636,-6.365,140.5,0,4,4.8,6.4
"3434",51.377,-6.648,140.5,0,4,4.8,6.4
"3534",51.376,-6.4,140.5,0,4,4.8,6.4
"3634",51.375,-6.144,140.5,0,4,4.8,6.4
"3734",51.374,-5.905,140.5,0,4,4.8,6.4
"3834",51.376,-5.644,140.5,0,4,4.8,6.4
"3934",51.376,-5.396,140.5,0,4,4.8,6.4
"4034",51.376,-5.145,140.5,0,4,4.8,6.4
"4154",51.376,-4.891,140.5,0,4,4.8,6.4
"4234",51.382,-4.618,140.5,0,4,4.8,6.4
"4334",51.2,-4.875,140.5,0,4,4.8,6.4
"4434",51.066,-4.869,140.5,0,4,4.8,6.4
"4534",51.067,-5.113,140.5,0,4,4.8,6.4
"4634",51.188,-5.114,140.5,0.189,4,4.8,6.4
"4734",51.125,-5.363,140.5,0,4,4.8,6.4
"4834",51.124,-5.604,140.5,0,4,4.8,6.4
"4934",51.126,-5.849,140.5,0,4,4.8,6.4
"5034",51.125,-6.12,140.5,0,4,4.8,6.4
"5154",51.125,-6.357,140.5,0,4,4.8,6.4
"5234",51.134,-6.625,140.5,0,4,4.8,6.4
"5334",50.876,-6.648,140.5,0,4,4.8,6.4
"5434",50.874,-6.399,140.5,0,4,4.8,6.4
"5534",50.874,-6.153,140.5,0,4,4.8,6.4
"5634",50.876,-5.908,140.5,0,4,4.8,6.4
"5734",50.794,-5.623,140.5,0,4,4.8,6.4
"5834",50.936,-5.653,140.5,0,4,4.8,6.4
"5934",50.942,-5.371,140.5,0,4,4.8,6.4
"6034",50.812,-5.39,140.5,0,4,4.8,6.4
"6153",50.808,-5.125,140.5,0,4,4.8,6.4
"6234",50.935,-5.14,140.5,0,4,4.8,6.4
"6334",50.946,-4.875,140.5,0,4,4.8,6.4
"6434",50.824,-4.865,140.5,0,4,4.8,6.4
"6534",50.681,-5.105,140.5,0,4,4.8,6.4
"6634",50.691,-5.374,140.5,0,4,4.8,6.4
"6734",50.567,-5.362,140.5,0,4,4.8,6.4
"6833",50.557,-5.632,140.5,0,4,4.8,6.4
"6933",50.688,-5.604,140.5,0,4,4.8,6.4
"7033",50.691,-5.88,140.5,0,4,4.8,6.4
"7153",50.555,-5.861,140.5,0,4,4.8,6.4
"7233",50.627,-6.107,140.5,0,4,4.8,6.4
"7333",50.627,-6.357,140.5,0,4,4.8,6.4
"7433",50.636,-6.636,140.5,0,4,4.8,6.4
"7533",50.437,-6.398,140.5,0,4,4.8,6.4
"7633",50.432,-6.154,140.5,0,4,4.8,6.4
"7733",50.434,-5.902,140.5,0,4,4.8,6.4
"7833",50.432,-5.651,140.5,0,4,4.8,6.4
"7933",50.435,-5.363,140.5,0,4,4.8,6.4
"8033",50.32,-5.609,140.5,0,4,4.8,6.4
"8133",50.323,-5.854,140.5,0,4,4.8,6.4
"8232",50.317,-6.107,140.5,0,4,4.8,6.4
"8332",50.313,-6.358,140.5,0,4,4.8,6.4
"8432",50.386,-6.62,140.5,0,4,4.8,6.4
