"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20"
"1184",8228985,"2010-05-29 12:08:00.000",58.75,-5.28,0,85.21704685,"Scotland","74RY",9.7427,8.2836,8.4657,"","4","","G7","Gulf7","20","0",9.7427,8.2836,8.4657,"",34.5644
"1185",8228987,"2010-05-29 16:01:00.000",58.75,-4.27,0,93.63586975,"Scotland","74RY",9.1896,8.6783,8.5966,"","4","","G7","Gulf7","20","0",9.1896,8.6783,8.5966,"",34.7377
"1186",8228988,"2010-05-29 17:50:00.000",58.75,-3.77,0,74.04798547,"Scotland","74RY",9.2244,9.0486,8.681,"","4","","G7","Gulf7","20","0",9.2244,9.0486,8.681,"",34.6164
"1187",8228991,"2010-05-29 20:54:00.000",59.24,-3.73,0,165.9893318,"Scotland","74RY",10.3731,9.2558,8.5194,"8.6224","4","","G7","Gulf7","20","0",10.3731,9.2558,8.5194,"8.6224",35.1645
"1188",8228996,"2010-05-29 22:42:00.000",59.25,-4.22,0,125.3140444,"Scotland","74RY",10.235,9.8279,8.5396,"","4","","G7","Gulf7","20","0",10.235,9.8279,8.5396,"",35.2087
"1189",8229001,"2010-05-30 00:30:00.000",59.25,-4.71,0,114.7938779,"Scotland","74RY",10.2857,9.1584,8.5061,"8.696","4","","G7","Gulf7","20","0",10.2857,9.1584,8.5061,"8.696",35.2778
"1190",8229024,"2010-05-16 15:58:00.000",45.75,-2.26,0,68.07554812,"SPAIN","29IN",13.46,13.48,11.6,"","4","","B","Bgn","40","0",13.46,13.48,11.6,"",35.31
"1191",8229030,"2010-05-23 02:20:00.000",44.25,-3.25,0,163.0230231,"SPAIN","29IN",15.5,14,12.2,"12","4","","B","Bgn","40","0",15.5,14,12.2,"12",35.7
"1192",8229031,"2010-05-24 08:04:00.000",45.75,-4.25,0,154.0988894,"SPAIN","29IN",15.5,13.1,12.9,"11.8","4","","B","Bgn","40","0",15.5,13.1,12.9,"11.8",35.8
"1193",8229032,"2010-05-25 10:35:00.000",43.55,-3.25,0,173.2644895,"SPAIN","29IN",16.58,14.28,12.8,"12.17","4","","B","Bgn","40","0",16.58,14.28,12.8,"12.17",35.8
"1194",8229038,"2010-06-10 19:44:00.000",62.75,-13.25,0,436.5915492,"ICELAND","46FR",10.4452,10.3102,NA,"","5","","B","BGN60","60","0",10.4452,10.3102,NA,"",35.2951
"1195",8229041,"2010-06-11 04:18:00.000",62.75,-10.25,0,545.2352892,"ICELAND","46FR",9.7853,9.7794,NA,"","5","","B","BGN60","60","0",9.7853,9.7794,NA,"",35.3009
"1196",8229042,"2010-06-11 14:19:00.000",62.75,-7.75,0,303.0765431,"ICELAND","46FR",9.4544,9.4541,8.69,"8.48","5","","B","BGN60","60","0",9.4544,9.4541,8.69,"8.48",35.309
"1197",8229044,"2010-06-11 16:37:00.000",62.75,-7.25,0,323.4945081,"ICELAND","46FR",9.2948,9.3004,8.58,"8.36","5","","B","BGN60","60","0",9.2948,9.3004,8.58,"8.36",35.3007
"1198",8229045,"2010-06-12 05:08:00.000",62.75,-4.25,0,397.2680609,"ICELAND","46FR",9.1578,8.1284,7.24,"5.98","5","","B","BGN60","60","0",9.1578,8.1284,7.24,"5.98",35.2427
"1199",8229047,"2010-06-12 07:06:00.000",62.75,-3.75,0,386.2608452,"ICELAND","46FR",9.7349,9.3249,7.96,"7.3","5","","B","BGN60","60","0",9.7349,9.3249,7.96,"7.3",35.3049
"1200",8229049,"2010-06-12 08:59:00.000",62.75,-3.25,0,334.1656257,"ICELAND","46FR",9.5131,9.4711,7.96,"7.27","5","","B","BGN60","60","0",9.5131,9.4711,7.96,"7.27",35.3213
"1201",8229050,"2010-06-12 10:53:00.000",62.75,-2.75,0,357.1883517,"ICELAND","46FR",9.652,9.65,8.3,"7.79","5","","B","BGN60","60","0",9.652,9.65,8.3,"7.79",35.3211
"1202",8229051,"2010-06-12 12:47:00.000",62.75,-2.25,0,543.7228473,"ICELAND","46FR",10.0564,10.0619,8.14,"7.84","5","","B","BGN60","60","0",10.0564,10.0619,8.14,"7.84",35.3668
"1203",8229052,"2010-06-12 20:40:00.000",61.75,-3.75,0,540.613939,"ICELAND","46FR",9.3833,9.385,8.67,"8.26","5","","B","BGN60","60","0",9.3833,9.385,8.67,"8.26",35.2967
"1204",8229055,"2010-06-12 22:26:00.000",61.75,-4.25,0,489.4429896,"ICELAND","46FR",9.4928,9.4934,8.57,"8.31","5","","B","BGN60","60","0",9.4928,9.4934,8.57,"8.31",35.3093
"1205",8229056,"2010-06-13 01:57:00.000",61.75,-5.25,0,375.0015558,"ICELAND","46FR",9.4804,9.4822,NA,"","5","","B","BGN60","60","0",9.4804,9.4822,NA,"",35.3028
"1206",8229057,"2010-06-13 03:34:00.000",61.75,-5.75,0,314.3358324,"ICELAND","46FR",9.1023,9.056,8.14,"7.78","5","","B","BGN60","60","0",9.1023,9.056,8.14,"7.78",35.2977
"1207",8229058,"2010-06-13 10:09:00.000",60.75,-4.75,0,363.9943401,"ICELAND","46FR",10.0406,10.0411,9.52,"9.38","5","","B","BGN60","60","0",10.0406,10.0411,9.52,"9.38",35.3602
"1208",8229059,"2010-06-13 11:48:00.000",60.75,-5.25,0,340.6355158,"ICELAND","46FR",10.2387,9.761,8.85,"8.48","5","","B","BGN60","60","0",10.2387,9.761,8.85,"8.48",35.3433
"1209",8229061,"2010-06-13 13:55:00.000",60.75,-5.75,0,491.4595787,"ICELAND","46FR",10.3607,10.1967,9,"8.78","5","","B","BGN60","60","0",10.3607,10.1967,9,"8.78",35.3257
"1210",8229065,"2010-06-13 16:43:00.000",60.75,-6.75,0,225.269812,"ICELAND","46FR",9.1638,9.0498,8.19,"7.97","5","","B","BGN60","60","0",9.1638,9.0498,8.19,"7.97",35.3119
"1211",8229067,"2010-06-13 18:16:00.000",60.75,-7.25,0,498.7697144,"ICELAND","46FR",10.5949,10.4993,10.03,"9.68","5","","B","BGN60","60","0",10.5949,10.4993,10.03,"9.68",35.3858
"1212",8229070,"2010-06-13 20:24:00.000",60.75,-7.75,0,447.9348631,"ICELAND","46FR",10.8898,10.864,9.82,"9.33","5","","B","BGN60","60","0",10.8898,10.864,9.82,"9.33",35.3391
"1213",8229075,"2010-06-13 21:44:00.000",60.75,-8.25,0,485.1577377,"ICELAND","46FR",10.5713,10.2732,9.64,"9.02","5","","B","BGN60","60","0",10.5713,10.2732,9.64,"9.02",35.3481
"1214",8229077,"2010-06-13 23:33:00.000",60.75,-8.75,0,348.3657742,"ICELAND","46FR",9.9899,9.8955,9.71,"8.92","5","","B","BGN60","60","0",9.9899,9.8955,9.71,"8.92",35.3457
"1215",8229078,"2010-06-14 01:16:00.000",60.75,-9.25,0,361.8937264,"ICELAND","46FR",10.1359,10.0391,8.98,"8.95","5","","B","BGN60","60","0",10.1359,10.0391,8.98,"8.95",35.3458
"1216",8229079,"2010-06-14 02:56:00.000",60.75,-9.75,0,461.6308643,"ICELAND","46FR",10.4849,10.4598,9.48,"9.22","5","","B","BGN60","60","0",10.4849,10.4598,9.48,"9.22",35.3173
"1217",8229082,"2010-06-14 04:46:00.000",60.75,-10.25,0,321.9820663,"ICELAND","46FR",10.0812,10.0187,9.07,"8.98","5","","B","BGN60","60","0",10.0812,10.0187,9.07,"8.98",35.3201
"1218",8229085,"2010-06-14 06:29:00.000",60.75,-10.75,0,431.2139781,"ICELAND","46FR",10.1256,9.8806,9.24,"8.88","5","","B","BGN60","60","0",10.1256,9.8806,9.24,"8.88",35.3194
"1219",8229087,"2010-06-14 08:20:00.000",60.75,-11.25,0,477.1754056,"ICELAND","46FR",11.4411,10.5812,9.72,"9.35","5","","B","BGN60","60","0",11.4411,10.5812,9.72,"9.35",35.3244
"1220",8229088,"2010-06-14 10:21:00.000",60.75,-11.75,0,460.6225698,"ICELAND","46FR",11.1087,11.0375,9.65,"9.35","5","","B","BGN60","60","0",11.1087,11.0375,9.65,"9.35",35.3029
"1221",8229093,"2010-06-14 12:17:00.000",60.75,-12.25,0,425.8364071,"ICELAND","46FR",11.8525,10.6695,9.47,"9.35","5","","B","BGN60","60","0",11.8525,10.6695,9.47,"9.35",35.3031
"1222",8229098,"2010-06-14 14:16:00.000",60.75,-12.75,0,426.2565298,"ICELAND","46FR",11.6624,11.402,9.8,"9.29","5","","B","BGN60","60","0",11.6624,11.402,9.8,"9.29",35.2979
"1223",8229103,"2010-06-14 15:57:00.000",60.75,-13.17,0,436.3394755,"ICELAND","46FR",11.794,10.8799,9.62,"9.58","5","","B","BGN60","60","0",11.794,10.8799,9.62,"9.58",35.3047
"1224",8229108,"2010-06-14 17:47:00.000",60.75,-13.58,0,387.6052379,"ICELAND","46FR",11.8024,11.4352,9.68,"9.58","5","","B","BGN60","60","0",11.8024,11.4352,9.68,"9.58",35.3356
"1225",8229113,"2010-06-14 20:15:00.000",60.75,-14.25,0,329.0401283,"ICELAND","46FR",11.5702,11.2042,9.47,"9.22","5","","B","BGN60","60","0",11.5702,11.2042,9.47,"9.22",35.1944
"1226",8229116,"2010-06-14 22:15:00.000",60.75,-14.75,0,416.0895596,"ICELAND","46FR",11.2142,11.1873,9.67,"9.22","5","","B","BGN60","60","0",11.2142,11.1873,9.67,"9.22",35.2464
"1227",8229121,"2010-06-15 00:19:00.000",60.75,-15.25,0,474.318571,"ICELAND","46FR",11.367,11.2703,9.56,"9.48","5","","B","BGN60","60","0",11.367,11.2703,9.56,"9.48",35.2897
"1228",8229125,"2010-06-15 06:45:00.000",61.75,-15.25,0,520.1119494,"ICELAND","46FR",11.5719,11.4718,9.26,"9","5","","B","BGN60","60","0",11.5719,11.4718,9.26,"9",35.1393
"1229",8229127,"2010-06-15 08:37:00.000",61.75,-14.75,0,518.0953603,"ICELAND","46FR",11.23,11.2063,9.37,"8.97","5","","B","BGN60","60","0",11.23,11.2063,9.37,"8.97",35.2187
"1230",8229132,"2010-06-15 10:28:00.000",61.75,-14.25,0,548.5122465,"ICELAND","46FR",10.9621,10.9559,9.33,"9.12","5","","B","BGN60","60","0",10.9621,10.9559,9.33,"9.12",35.2805
"1231",8229137,"2010-06-15 12:21:00.000",61.75,-13.75,0,493.7282415,"ICELAND","46FR",11.2877,11.2823,9.44,"9.15","5","","B","BGN60","60","0",11.2877,11.2823,9.44,"9.15",35.2842
"1232",8229142,"2010-06-15 14:14:00.000",61.75,-13.25,0,480.0322403,"ICELAND","46FR",11.617,10.0632,9.4,"9.32","5","","B","BGN60","60","0",11.617,10.0632,9.4,"9.32",35.297
"1233",8229147,"2010-06-15 16:05:00.000",61.75,-12.75,0,399.8489118,"ICELAND","46FR",11.5934,11.5104,9.83,"9.44","5","","B","BGN60","60","0",11.5934,11.5104,9.83,"9.44",35.2926
"1234",8229152,"2010-06-15 17:58:00.000",61.75,-12.25,0,225.8579839,"ICELAND","46FR",10.9114,10.8854,9.27,"9.29","5","","B","BGN60","60","0",10.9114,10.8854,9.27,"9.29",35.3019
"1235",8229153,"2010-06-15 19:45:00.000",61.75,-11.75,0,484.4015167,"ICELAND","46FR",11.009,10.9886,9.49,"9.22","5","","B","BGN60","60","0",11.009,10.9886,9.49,"9.22",35.3274
"1236",8229156,"2010-06-15 21:27:00.000",61.75,-11.25,0,513.2219365,"ICELAND","46FR",10.878,10.4703,9.2,"9.02","5","","B","BGN60","60","0",10.878,10.4703,9.2,"9.02",35.3014
"1237",8229159,"2010-06-15 23:10:00.000",61.75,-10.75,0,520.1119494,"ICELAND","46FR",10.8325,10.7727,9.2,"9.05","5","","B","BGN60","60","0",10.8325,10.7727,9.2,"9.05",35.3072
"1238",8229161,"2010-06-16 00:58:00.000",61.75,-10.25,0,539.5216199,"ICELAND","46FR",10.6242,10.4414,9.52,"9.18","5","","B","BGN60","60","0",10.6242,10.4414,9.52,"9.18",35.3189
"1239",8229166,"2010-06-16 02:44:00.000",61.75,-9.75,0,543.0506509,"ICELAND","46FR",10.1187,10.1068,10,"8.99","5","","B","BGN60","60","0",10.1187,10.1068,10,"8.99",35.304
"1240",8229167,"2010-06-16 06:21:00.000",61.75,-8.75,0,675.2212643,"ICELAND","46FR",10.0467,9.831,9.35,"8.99","5","","B","BGN60","60","0",10.0467,9.831,9.35,"8.99",35.3157
"1241",8229168,"2010-06-16 08:10:00.000",61.75,-8.25,0,392.8147599,"ICELAND","46FR",9.8582,9.5555,8.74,"8.28","5","","B","BGN60","60","0",9.8582,9.5555,8.74,"8.28",35.3302
"1242",8229170,"2010-06-16 09:49:00.000",61.75,-7.75,0,300.2197085,"ICELAND","46FR",9.6709,9.3963,8.6,"8.45","5","","B","BGN60","60","0",9.6709,9.3963,8.6,"8.45",35.3332
"1243",8229172,"2010-06-17 03:49:00.000",60.75,-3.75,0,388.697557,"ICELAND","46FR",11.121,10.6875,8.72,"8","5","","B","BGN60","60","0",11.121,10.6875,8.72,"8",35.3543
"1244",8229176,"2010-06-17 05:40:00.000",60.75,-3.25,0,582.7942619,"ICELAND","46FR",11.024,10.4149,9.59,"8.59","5","","B","BGN60","60","0",11.024,10.4149,9.59,"8.59",35.3414
"1245",8229181,"2010-06-17 10:48:00.000",60.25,-3.25,0,279.8857679,"ICELAND","46FR",11.5491,11.4814,10.02,"9.42","5","","B","BGN60","60","0",11.5491,11.4814,10.02,"9.42",35.4011
"1246",8229185,"2010-06-17 12:58:00.000",60.25,-3.75,0,318.2849862,"ICELAND","46FR",11.4092,11.1883,10.01,"9.32","5","","B","BGN60","60","0",11.4092,11.1883,10.01,"9.32",35.3861
"1247",8229190,"2010-06-17 16:45:00.000",60.25,-4.75,0,455.2449987,"ICELAND","46FR",11.4043,11.2134,9.94,"9.72","5","","B","BGN60","60","0",11.4043,11.2134,9.94,"9.72",35.4178
"1248",8229194,"2010-06-17 18:09:00.000",60.25,-5.25,0,256.3588946,"ICELAND","46FR",10.42,10.1943,8.92,"8.55","5","","B","BGN60","60","0",10.42,10.1943,8.92,"8.55",35.3355
"1249",8229196,"2010-06-17 20:20:00.000",60.25,-5.75,0,616.2360319,"ICELAND","46FR",9.7988,9.5996,9.4,"9.06","5","","B","BGN60","60","0",9.7988,9.5996,9.4,"9.06",35.3342
"1250",8229198,"2010-06-17 22:12:00.000",60.25,-6.25,0,374.8335067,"ICELAND","46FR",11.4316,11.1692,9.96,"9.62","5","","B","BGN60","60","0",11.4316,11.1692,9.96,"9.62",35.4095
"1251",8229203,"2010-06-17 23:42:00.000",60.25,-6.75,0,505.15558,"ICELAND","46FR",10.5312,10.1271,9.8,"9.42","5","","B","BGN60","60","0",10.5312,10.1271,9.8,"9.42",35.363
"1252",8229206,"2010-06-18 01:39:00.000",60.25,-7.25,0,470.0333191,"ICELAND","46FR",10.351,10.1322,9.14,"8.79","5","","B","BGN60","60","0",10.351,10.1322,9.14,"8.79",35.353
"1253",8229207,"2010-06-18 03:35:00.000",60.25,-7.75,0,436.5075246,"ICELAND","46FR",10.7385,10.6237,9.85,"9.38","5","","B","BGN60","60","0",10.7385,10.6237,9.85,"9.38",35.3488
"1254",8229209,"2010-06-18 05:21:00.000",60.25,-8.25,0,263.0808584,"ICELAND","46FR",10.8417,10.8091,10.47,"9.58","5","","B","BGN60","60","0",10.8417,10.8091,10.47,"9.58",35.3684
"1255",8229213,"2010-06-18 07:10:00.000",60.25,-8.75,0,445.3301021,"ICELAND","46FR",10.834,10.6887,9.91,"9.38","5","","B","BGN60","60","0",10.834,10.6887,9.91,"9.38",35.336
"1256",8229217,"2010-06-18 09:01:00.000",60.25,-9.25,0,436.0033773,"ICELAND","46FR",11.1928,10.7543,9.92,"9.55","5","","B","BGN60","60","0",11.1928,10.7543,9.92,"9.55",35.3332
"1257",8229222,"2010-06-18 10:53:00.000",60.25,-9.75,0,295.2622602,"ICELAND","46FR",11.6559,10.7777,9.55,"9.35","5","","B","BGN60","60","0",11.6559,10.7777,9.55,"9.35",35.3522
"1258",8229224,"2010-06-18 12:42:00.000",60.25,-10.25,0,217.9596764,"ICELAND","46FR",12.2818,11.4927,10,"9.29","5","","B","BGN60","60","0",12.2818,11.4927,10,"9.29",35.3377
"1259",8229229,"2010-06-18 14:51:00.000",60.25,-10.75,0,236.4450769,"ICELAND","46FR",11.579,11.2232,9.81,"9.44","5","","B","BGN60","60","0",11.579,11.2232,9.81,"9.44",35.3219
"1260",8229234,"2010-06-18 16:21:00.000",60.25,-11.25,0,381.3874214,"ICELAND","46FR",13.0834,12.1826,10.27,"10.08","5","","B","BGN60","60","0",13.0834,12.1826,10.27,"10.08",35.407
"1261",8229238,"2010-06-18 18:09:00.000",60.25,-11.75,0,223.7573702,"ICELAND","46FR",12.4175,11.6589,10.18,"9.55","5","","B","BGN60","60","0",12.4175,11.6589,10.18,"9.55",35.3168
"1262",8229240,"2010-06-18 19:48:00.000",60.25,-12.25,0,324.3801412,"ICELAND","46FR",11.8648,10.8573,9.48,"9.35","5","","B","BGN60","60","0",11.8648,10.8573,9.48,"9.35",35.2917
"1263",8229241,"2010-06-18 23:16:00.000",60.25,-13.25,0,294.0859165,"ICELAND","46FR",12.3198,12.0239,10.56,"9.4","5","","B","BGN60","60","0",12.3198,12.0239,10.56,"9.4",35.2988
"1264",8229246,"2010-06-19 01:04:00.000",60.25,-13.75,0,333.0733066,"ICELAND","46FR",12.3092,12.0116,10.39,"9.73","5","","B","BGN60","60","0",12.3092,12.0116,10.39,"9.73",35.3833
"1265",8229250,"2010-06-19 02:57:00.000",60.25,-14.25,0,389.3697534,"ICELAND","46FR",12.538,11.4647,9.52,"9.08","5","","B","BGN60","60","0",12.538,11.4647,9.52,"9.08",35.281
"1266",8229251,"2010-06-19 04:51:00.000",60.25,-14.75,0,285.3473635,"ICELAND","46FR",12.3834,11.4948,9.52,"9.35","5","","B","BGN60","60","0",12.3834,11.4948,9.52,"9.35",35.2511
"1267",8229252,"2010-06-19 06:39:00.000",60.25,-15.25,0,378.0264395,"ICELAND","46FR",12.4011,11.8217,9.69,"9.2","5","","B","BGN60","60","0",12.4011,11.8217,9.69,"9.2",35.1962
"1268",8229253,"2010-06-19 12:31:00.000",60.25,-16.75,0,328.2839073,"ICELAND","46FR",12.101,11.5782,9.38,"9.26","5","","B","BGN60","60","0",12.101,11.5782,9.38,"9.26",35.1423
"1269",8229254,"2010-06-19 16:42:00.000",60.25,-17.75,0,439.4483838,"ICELAND","46FR",12.6633,11.5536,9.7,"9.47","5","","B","BGN60","60","0",12.6633,11.5536,9.7,"9.47",35.1558
"1270",8229255,"2010-06-19 20:43:00.000",60.25,-18.75,0,464.5717235,"ICELAND","46FR",12.8079,12.0041,9.66,"9.91","5","","B","BGN60","60","0",12.8079,12.0041,9.66,"9.91",35.1778
"1271",8229256,"2010-06-19 22:42:00.000",60.25,-19.25,0,267.5341595,"ICELAND","46FR",12.8122,11.9314,9.75,"9.5","5","","B","BGN60","60","0",12.8122,11.9314,9.75,"9.5",35.1596
"1272",8229257,"2010-06-20 02:19:00.000",60.75,-19.25,0,547.8400501,"ICELAND","46FR",12.0329,11.4149,9.31,"8.87","5","","B","BGN60","60","0",12.0329,11.4149,9.31,"8.87",35.1428
"1273",8229258,"2010-06-20 09:53:00.000",60.75,-17.25,0,345.7610132,"ICELAND","46FR",12.3863,11.2833,9.55,"9.05","5","","B","BGN60","60","0",12.3863,11.2833,9.55,"9.05",35.2363
"1274",8229259,"2010-06-20 13:44:00.000",60.75,-16.25,0,339.9633195,"ICELAND","46FR",12.4852,11.6927,9.52,"9.29","5","","B","BGN60","60","0",12.4852,11.6927,9.52,"9.29",35.2789
"1275",8229261,"2010-06-20 21:20:00.000",61.75,-15.75,0,447.0946176,"ICELAND","46FR",11.9936,11.9669,9.33,"9.02","5","","B","BGN60","60","0",11.9936,11.9669,9.33,"9.02",35.156
"1276",8229262,"2010-06-21 00:48:00.000",61.75,-16.75,0,314.419857,"ICELAND","46FR",11.827,11.6203,9.1,"8.88","5","","B","BGN60","60","0",11.827,11.6203,9.1,"8.88",35.228
"1277",8229264,"2010-06-21 05:56:00.000",62.25,-15.25,0,457.5976861,"ICELAND","46FR",11.1833,11.05,9,"8.85","5","","B","BGN60","60","0",11.1833,11.05,9,"8.85",35.2858
"1278",8229268,"2010-06-21 10:19:00.000",62.75,-14.25,0,306.1014268,"ICELAND","46FR",NA,11.15,9.27,"8.95","5","","B","BGN60","60","0",NA,11.15,9.27,"8.95",NA
"1279",8229273,"2010-06-21 13:40:00.000",62.75,-15.25,0,504.23131,"ICELAND","46FR",11.444,11.2488,9.22,"8.92","5","","B","BGN60","60","0",11.444,11.2488,9.22,"8.92",35.2577
"1280",8229275,"2010-06-21 16:19:00.000",62.75,-16.25,0,402.4775828,"ICELAND","46FR",11.3475,11.0144,9.02,"8.75","5","","B","BGN60","60","0",11.3475,11.0144,9.02,"8.75",35.1722
"1281",8229277,"2010-06-01 05:51:00.000",48.75,-5.78,0,86.59707395,"NETHERLANDS","64T2",13.27,10.94,NA,"","5","","G7","Gulf7","20","0",13.27,10.94,NA,"",35.53
"1282",8229278,"2010-06-01 07:39:00.000",48.73,-6.28,0,99.72958544,"NETHERLANDS","64T2",13.97,10.73,NA,"","5","","G7","Gulf7","20","0",13.97,10.73,NA,"",35.55
"1283",8229280,"2010-06-01 11:01:00.000",48.73,-7.27,0,57.00217416,"NETHERLANDS","64T2",13.66,10.86,NA,"","5","","G7","Gulf7","20","0",13.66,10.86,NA,"",35.62
"1284",8229284,"2010-06-01 14:24:00.000",48.75,-8.27,0,34.02872766,"NETHERLANDS","64T2",13.98,12.9,NA,"","5","","G7","Gulf7","20","0",13.98,12.9,NA,"",35.62
"1285",8229285,"2010-06-01 15:55:00.000",48.75,-8.8,0,107.0314331,"NETHERLANDS","64T2",14.14,13.67,NA,"","5","","G7","Gulf7","20","0",14.14,13.67,NA,"",35.63
"1286",8229286,"2010-06-01 18:59:00.000",48.73,-9.32,0,135.8783497,"NETHERLANDS","64T2",14.81,13.72,NA,"","5","","G7","Gulf7","20","0",14.81,13.72,NA,"",35.67
"1287",8229288,"2010-06-01 20:51:00.000",48.73,-9.83,0,161.0619512,"NETHERLANDS","64T2",13.27,12.45,NA,"","5","","G7","Gulf7","20","0",13.27,12.45,NA,"",35.63
"1288",8229289,"2010-06-01 22:45:00.000",48.73,-10.32,0,99.2834991,"NETHERLANDS","64T2",13.4,13.15,NA,"","5","","G7","Gulf7","20","0",13.4,13.15,NA,"",35.61
"1289",8229302,"2010-06-02 04:19:00.000",48.75,-11.82,0,122.6579727,"NETHERLANDS","64T2",14.07,13.91,NA,"","5","","G7","Gulf7","20","0",14.07,13.91,NA,"",35.65
"1290",8229316,"2010-06-02 21:25:00.000",47.25,-13.17,0,131.6878417,"NETHERLANDS","64T2",14.81,14.03,NA,"","5","","G7","Gulf7","20","0",14.81,14.03,NA,"",35.71
"1291",8229317,"2010-06-03 10:54:00.000",47.23,-9.67,0,134.5986677,"NETHERLANDS","64T2",14.69,14.49,NA,"","5","","G7","Gulf7","20","0",14.69,14.49,NA,"",35.69
"1292",8229329,"2010-06-03 16:34:00.000",47.25,-8.18,0,114.488735,"NETHERLANDS","64T2",14.91,13.99,NA,"","5","","G7","Gulf7","20","0",14.91,13.99,NA,"",35.7
"1293",8229340,"2010-06-04 00:09:00.000",47.25,-6.15,0,153.8389573,"NETHERLANDS","64T2",15.08,13.52,NA,"","5","","G7","Gulf7","20","0",15.08,13.52,NA,"",35.68
"1294",8229341,"2010-06-04 10:45:00.000",47.22,-3.75,0,65.87884173,"NETHERLANDS","64T2",16.22,12.69,NA,"","5","","G7","Gulf7","20","0",16.22,12.69,NA,"",35.34
"1295",8229345,"2010-06-08 15:46:00.000",46.87,-4.83,0,86.54976176,"NETHERLANDS","64T2",16.2,14.5,NA,"","5","","G7","Gulf7","20","0",16.2,14.5,NA,"",35.7
"1296",8229346,"2010-06-08 19:39:00.000",47.67,-4.87,0,44.90377191,"NETHERLANDS","64T2",15.82,12.12,NA,"","5","","G7","Gulf7","20","0",15.82,12.12,NA,"",35.27
"1297",8229347,"2010-06-08 21:02:00.000",47.75,-5.3,0,98.4972156,"NETHERLANDS","64T2",15.4,15.32,NA,"","5","","G7","Gulf7","20","0",15.4,15.32,NA,"",35.55
"1298",8229370,"2010-06-09 15:29:00.000",47.73,-10.33,0,154.6342526,"NETHERLANDS","64T2",15.21,15.18,NA,"","5","","G7","Gulf7","20","0",15.21,15.18,NA,"",35.64
"1299",8229375,"2010-06-09 17:29:00.000",47.73,-10.83,0,166.0567665,"NETHERLANDS","64T2",15.19,15.19,NA,"","5","","G7","Gulf7","20","0",15.19,15.19,NA,"",35.662
"1300",8229376,"2010-06-10 09:23:00.000",48.23,-11.15,0,150.9506609,"NETHERLANDS","64T2",14.57,14.56,NA,"","5","","G7","Gulf7","20","0",14.57,14.56,NA,"",35.64
"1301",8229403,"2010-06-10 23:53:00.000",48.23,-8.17,0,131.5616758,"NETHERLANDS","64T2",14.84,14.43,NA,"","5","","G7","Gulf7","20","0",14.84,14.43,NA,"",35.61
"1302",8229406,"2010-06-11 01:52:00.000",48.25,-7.7,0,43.88993932,"NETHERLANDS","64T2",15.12,14.96,NA,"","5","","G7","Gulf7","20","0",15.12,14.96,NA,"",35.6
"1303",8229408,"2010-06-14 02:47:00.000",49.25,-6.77,0,36.45066107,"NETHERLANDS","64T2",15,12.73,NA,"","5","","G7","Gulf7","20","0",15,12.73,NA,"",35.32
"1304",8229414,"2010-06-14 06:15:00.000",49.23,-7.77,0,44.62891063,"NETHERLANDS","64T2",14.98,14.76,NA,"","5","","G7","Gulf7","20","0",14.98,14.76,NA,"",35.41
"1305",8229429,"2010-06-14 13:17:00.000",49.27,-9.2,0,44.01610515,"NETHERLANDS","64T2",14.91,14.9,NA,"","5","","G7","Gulf7","20","0",14.91,14.9,NA,"",35.39
"1306",8229439,"2010-06-14 19:48:00.000",49.23,-10.32,0,124.4040177,"NETHERLANDS","64T2",15.19,15.19,NA,"","5","","G7","Gulf7","20","0",15.19,15.19,NA,"",35.56
"1307",8229444,"2010-06-14 21:33:00.000",49.23,-10.82,0,129.2005724,"NETHERLANDS","64T2",14.95,13.86,NA,"","5","","G7","Gulf7","20","0",14.95,13.86,NA,"",35.62
"1308",8229445,"2010-06-14 23:36:00.000",49.25,-11.35,0,129.7863423,"NETHERLANDS","64T2",14.28,14.19,NA,"","5","","G7","Gulf7","20","0",14.28,14.19,NA,"",35.6
"1309",8229456,"2010-06-15 09:04:00.000",49.78,-12.75,0,112.4655757,"NETHERLANDS","64T2",14.42,14.42,NA,"","5","","G7","Gulf7","20","0",14.42,14.42,NA,"",35.66
"1310",8229474,"2010-06-15 20:28:00.000",50.25,-10.18,0,89.67011318,"NETHERLANDS","64T2",15.26,14.62,NA,"","5","","G7","Gulf7","20","0",15.26,14.62,NA,"",35.5
"1311",8229476,"2010-06-15 22:11:00.000",50.23,-9.72,0,46.73768242,"NETHERLANDS","64T2",14.92,14.76,NA,"","5","","G7","Gulf7","20","0",14.92,14.76,NA,"",35.45
"1312",8229479,"2010-06-15 23:42:00.000",50.23,-9.22,0,43.05409067,"NETHERLANDS","64T2",15.62,15.13,NA,"","5","","G7","Gulf7","20","0",15.62,15.13,NA,"",35.39
"1313",8229481,"2010-06-16 01:12:00.000",50.25,-8.72,0,45.65175507,"NETHERLANDS","64T2",15.21,14.9,NA,"","5","","G7","Gulf7","20","0",15.21,14.9,NA,"",35.27
"1314",8229483,"2010-06-16 04:13:00.000",50.25,-7.72,0,43.23207462,"NETHERLANDS","64T2",14.73,12.28,NA,"","5","","G7","Gulf7","20","0",14.73,12.28,NA,"",35.32
