"","death","pm10median","pm25median","o3median","so2median","time","tmpd"
"4434",145,-24.57967033,-6.082043492,2.2558801706,-3.910132146,1876.5,25
"4435",124,-31.55494505,NA,13.940632918,-4.745158936,1877.5,28
"4436",136,-11.49450549,NA,5.8589754002,-3.316544693,1878.5,26
"4437",133,5.95,2.0307389937,-6.001368058,-0.644840305,1879.5,29
"4438",130,22.574175824,21.963013699,-15.48584294,2.1313441344,1880.5,27
"4439",155,-2.423076923,NA,-12.16107125,1.2785795427,1881.5,33
"4440",149,12.524725275,26.291525424,-13.73666685,2.0586222761,1882.5,36
"4441",140,1.4423076923,NA,-16.06842186,-1.247199642,1883.5,43
"4442",114,-29.52197802,NA,-6.572188983,-4.158958814,1884.5,37
"4443",138,-8.372881356,-6.833898305,1.7124039909,-0.567440265,1885.5,38
"4444",137,-1.535714286,NA,-16.98574161,-1.75971938,1886.5,37
"4445",158,-26.6043956,NA,-0.943536015,-3.115170457,1887.5,31
"4446",142,-13.77747253,1.3916666667,-5.094811576,2.2755342433,1888.5,30
"4447",130,-1.881868132,NA,-7.250934754,-0.275986618,1889.5,35
"4448",112,-29.97802198,NA,14.274660303,-5.391938145,1890.5,25
"4449",109,-13.13559322,-6.608333333,14.595708575,-3.885317141,1891.5,21
"4450",126,11.101648352,NA,4.55038894,-2.850782695,1892.5,24
"4451",152,-19.90934066,NA,5.3184254697,-3.525113639,1893.5,29
"4452",123,-29.97802198,NA,15.39068694,-3.207143442,1894.5,29
"4453",124,-19.03296703,NA,0.62955694,-3.563272622,1895.5,28
"4454",117,-20.02472527,NA,8.6153791117,-2.724737342,1896.5,27
"4455",132,-9.43045977,-7.319379845,12.031145065,1.1570145019,1897.5,28
"4456",124,-28.92307692,NA,18.142964665,-4.070582798,1898.5,32
"4457",155,4.228021978,NA,-7.223874353,6.7555900578,1899.5,31
"4458",132,12.302197802,3.5775862069,-8.690266327,5.7897472943,1900.5,43
"4459",130,-2.722527473,NA,7.8243964901,-0.147264745,1901.5,50
"4460",114,-18.73351648,NA,5.2496641038,-3.479815092,1902.5,38
"4461",135,-10.41666667,-7.608403955,-0.544093797,-3.361180833,1903.5,36
"4462",141,-0.75,NA,-3.611483148,-0.452320147,1904.5,39
"4463",137,-26.70879121,NA,9.4813205977,-3.641273425,1905.5,38
"4464",142,-8.604395604,NA,1.2622883116,1.9479334142,1906.5,36
"4465",120,8.4038461538,NA,-8.285444013,4.5164009983,1907.5,38
"4466",121,-12.63736264,NA,9.7226334354,-2.221755885,1908.5,35
"4467",147,-9.316666667,-7.679365079,7.2262483181,-4.10932334,1909.5,32
"4468",143,-14.59615385,-4.86779661,7.6101428915,-3.302287879,1910.5,35
"4469",103,3.5,NA,0.3150477916,0.8317437972,1911.5,41
"4470",113,22.478021978,NA,-3.992241825,0.3196556066,1912.5,43
"4471",115,-7.510989011,NA,-5.317945175,-2.087697487,1913.5,48
"4472",116,65.543956044,NA,1.9163114482,2.6667081162,1914.5,55
"4473",122,30.933333333,9.6916666667,8.2015904406,-0.426470785,1915.5,60
"4474",113,13.68956044,NA,-8.013949366,-2.795939784,1916.5,58
"4475",115,13.651098901,NA,-9.849654601,0.5834408684,1917.5,64
"4476",117,8.6565934066,NA,-8.319291577,-3.160796773,1918.5,63
"4477",97,-17.35714286,NA,-1.18117938,-1.812851568,1919.5,56
"4478",108,-15.37912088,NA,-3.786625693,-1.495075919,1920.5,50
"4479",108,-13.8954023,-7.331711057,0.563058169,-3.951071551,1921.5,53
"4480",127,26.593406593,NA,6.0014545947,-0.174449588,1922.5,55
"4481",122,3.5494505495,-0.944067797,7.8865779356,-0.419862455,1923.5,55
"4482",126,-25.6043956,-6.930188679,7.7326606365,-3.50955262,1924.5,45
"4483",108,-19.68681319,NA,9.3285860212,-0.588693151,1925.5,47
"4484",114,-22.5989011,NA,0.1258197389,-3.273168037,1926.5,46
"4485",113,-6.211309524,-6.435920309,1.2524695002,0.797694452,1927.5,45
"4486",120,4.3049450549,1.414,-3.679416145,1.3865988851,1928.5,50
"4487",101,30.285714286,NA,4.36022492,1.1726727412,1929.5,49
"4488",119,-4.741758242,-2.891956586,11.08544369,-0.232297666,1930.5,49
"4489",121,-25.82417582,NA,1.2429843707,-3.274420954,1931.5,44
"4490",120,-24.83791209,NA,-5.244564135,-2.64302826,1932.5,44
"4491",108,-3.32112069,1.4661016949,-13.13736161,-0.473051091,1933.5,42
"4492",106,13.274725275,NA,-12.61933678,3.4010852996,1934.5,42
"4493",117,11.214285714,7.1468085106,-1.844272394,-1.556938618,1935.5,45
"4494",111,0.2005494505,NA,2.1166646658,-1.87676448,1936.5,54
"4495",100,-0.978021978,NA,-10.68473507,-2.620314222,1937.5,48
"4496",116,-32.98626374,NA,4.6506422581,-3.275541383,1938.5,43
"4497",119,-15.54872881,-10.67659828,8.6625685076,-1.633825084,1939.5,44
"4498",90,-12.73901099,NA,8.2047527138,1.80642578,1940.5,48
"4499",103,1.1950549451,NA,14.659255054,1.5893688197,1941.5,51
"4500",113,-2.71978022,NA,2.976666079,-2.242483834,1942.5,50
"4501",113,-19.6043956,NA,5.9802287643,-2.732509087,1943.5,51
"4502",109,-16.79945055,NA,10.392772252,-2.346558951,1944.5,52
"4503",104,-4.164285714,-8.35505618,7.7200824048,0.1059524644,1945.5,51
"4504",106,-4.090659341,NA,7.4230300719,-1.440052102,1946.5,56
"4505",94,-1.184065934,NA,19.473871162,1.7171436909,1947.5,58
"4506",114,18.664835165,NA,16.989773813,2.9816112835,1948.5,64
"4507",144,42.64010989,NA,18.383982192,2.4360713074,1949.5,67
"4508",102,41.576923077,NA,11.959686162,-1.960127593,1950.5,70
"4509",89,-9.327586207,-5.756115819,-4.089270388,-3.407237348,1951.5,58
"4510",103,-0.818681319,NA,-4.077614616,-1.421317752,1952.5,56
"4511",116,-23.85164835,NA,-11.14096594,-4.830644293,1953.5,53
"4512",97,-24.90659341,NA,-5.60729541,-3.962317298,1954.5,51
"4513",102,-0.049450549,NA,8.4018855597,-0.298046009,1955.5,58
"4514",132,30.934065934,NA,9.7923408799,1.1623960614,1956.5,67
"4515",100,13.234804208,3.5361507937,3.8836073714,-1.08999581,1957.5,62
"4516",102,-16.07417582,NA,6.0339885124,-2.902047609,1958.5,51
"4517",101,-17.18131868,NA,3.250472475,-2.752924802,1959.5,53
"4518",107,16.708791209,27.880701754,-2.68968829,-0.253198641,1960.5,60
"4519",96,11.747252747,NA,14.508607371,-1.941752134,1961.5,69
"4520",116,-1.266483516,NA,5.7734961357,-1.673270938,1962.5,69
"4521",93,-15.62711864,-8.682043492,-1.708702646,-3.762517504,1963.5,61
"4522",104,-7.241758242,NA,-2.98229541,4.5339177937,1964.5,61
"4523",95,18.642857143,NA,13.400965808,-0.674758005,1965.5,64
"4524",118,32.489010989,16.824561404,22.146280365,-0.898081477,1966.5,66
"4525",91,-23.55494505,NA,11.089146517,-3.860234255,1967.5,59
"4526",88,-13.60164835,NA,-6.44220344,-2.425627774,1968.5,60
"4527",114,-17.69138418,-11.53629271,-5.505823948,-3.912072241,1969.5,51
"4528",114,1.4148351648,NA,4.0756551791,-2.269720643,1970.5,56
"4529",95,-12.54120879,NA,0.1716576877,-1.832194098,1971.5,60
"4530",96,24.519230769,NA,1.1403744112,3.2014292119,1972.5,64
"4531",108,10.508241758,NA,5.1796841469,1.7736796117,1973.5,75
"4532",94,13.645604396,NA,23.83160748,3.2204794005,1974.5,76
"4533",109,18.333757062,14.701384181,26.295977945,-0.399005573,1975.5,70
"4534",102,2.8598901099,NA,4.5421391416,-2.014898386,1976.5,73
"4535",110,-0.107142857,NA,-6.289072906,-2.89084059,1977.5,65
"4536",124,-21.06318681,NA,-9.410853483,-3.422751966,1978.5,64
"4537",85,-18.23351648,NA,-1.400536773,-3.602162568,1979.5,58
"4538",114,-1.28021978,NA,8.6392672663,-1.991586729,1980.5,64
"4539",108,-3.122316384,-0.106656643,6.4314784233,-3.615892285,1981.5,75
"4540",107,16.813186813,NA,8.750472475,-2.466291457,1982.5,80
"4541",98,-1.192307692,NA,13.274818823,-0.843022759,1983.5,81
"4542",120,3.7225274725,NA,14.89270459,3.5527060334,1984.5,80
"4543",107,15.642857143,NA,2.2956699564,0.3422037503,1985.5,79
"4544",111,24.563186813,NA,3.741132696,-0.562592922,1986.5,79
"4545",94,14.066666667,15.513707291,7.5629470314,-1.772481207,1987.5,78
"4546",88,6.5796703297,17.412727273,17.016129893,-2.033310406,1988.5,75
"4547",114,-15.38736264,NA,3.854613698,-3.770166392,1989.5,65
"4548",99,-22.4478022,NA,2.239358436,-3.150721948,1990.5,66
"4549",102,-27.32692308,NA,3.0364459632,-3.306971948,1991.5,58
"4550",102,-15.2967033,NA,2.000472475,-3.318083059,1992.5,61
"4551",85,-16.55946328,-11.40625929,3.0577965599,-3.298490115,1993.5,57
"4552",101,-0.28021978,NA,3.3347928954,-0.592325732,1994.5,59
"4553",97,-7.203296703,NA,13.880813184,-0.485744065,1995.5,68
"4554",101,1.7527472527,10.669811321,30.083805808,-0.879741308,1996.5,67
"4555",123,29.744505495,NA,25.373765196,1.0522257303,1997.5,72
"4556",97,46.736263736,NA,8.1879470314,-1.781026267,1998.5,74
"4557",111,26.357142857,31.580701754,21.165219759,-1.941236168,1999.5,76
"4558",89,-6.288461538,NA,3.4868647334,-2.670263917,2000.5,76
"4559",105,10.695054945,NA,7.6843712565,1.5226190476,2001.5,75
"4560",95,7.6236263736,9.5698113208,10.825655179,-1.016612934,2002.5,76
"4561",106,8.6730769231,NA,15.887465482,1.0998254217,2003.5,78
"4562",94,18.703296703,NA,4.3927045899,-2.577466133,2004.5,77
"4563",94,-9.423728814,-9.827401838,-0.168689867,0.5087665561,2005.5,66
"4564",98,-2.244505495,NA,5.1576083078,-1.749800051,2006.5,68
"4565",114,-4.18956044,NA,2.5474798506,-2.445987099,2007.5,74
"4566",98,-2.200549451,NA,4.5777860069,-1.722202975,2008.5,77
"4567",111,30.793956044,NA,5.5148720249,-2.445952252,2009.5,84
"4568",90,8.7589041096,NA,5.7226005997,0.6649609316,2010.5,86
"4569",104,1,6.4416666667,10.187947031,1.8121666096,2011.5,87
"4570",113,-7.205479452,NA,3.4379470314,4.0196214438,2012.5,79
"4571",116,-9.18630137,NA,3.6589545947,0.2762976716,2013.5,75
"4572",89,38.756164384,3.0661016949,15.053726321,2.9273320287,2014.5,76
"4573",105,-2.221917808,NA,10.000472475,3.365973532,2015.5,76
"4574",89,-25.23287671,NA,-0.541194192,-3.584228701,2016.5,64
"4575",83,-6.268939394,-8.507408405,-2.145386302,0.1753913894,2017.5,67
"4576",99,11.761643836,NA,0.8419407048,2.946752041,2018.5,68
"4577",103,39.816438356,NA,8.0421391416,1.7454020311,2019.5,70
"4578",133,62.868493151,NA,22.104613698,3.2362835235,2020.5,74
"4579",93,51.84109589,NA,26.833805808,0.1114875437,2021.5,78
"4580",115,76.81369863,NA,21.576463864,-1.392616933,2022.5,82
"4581",122,-1.025,1.8952939514,1.7260379232,-2.681658579,2023.5,75
"4582",89,-4.147945205,NA,7.7921391416,0.7607276285,2024.5,77
"4583",96,2.8794520548,NA,2.125472475,0.8166637016,2025.5,79
"4584",115,-4.169863014,5.9901639344,4.0577965599,-2.055025796,2026.5,76
"4585",98,3.802739726,NA,5.4641465172,-1.774212549,2027.5,83
"4586",88,-1.082191781,NA,4.5643269352,1.6618837031,2028.5,82
"4587",95,1.0909090909,1.1126984127,0.3419407048,-1.450309553,2029.5,83
"4588",110,-15.09863014,NA,8.2141465172,-0.002250193,2030.5,82
"4589",102,-13.1369863,NA,13.920583592,6.99744248,2031.5,85
"4590",99,16.78630137,2.9885245902,-1.707860858,2.4925338042,2032.5,80
"4591",121,-6.235616438,NA,1.6879470314,0.9953411182,2033.5,79
"4592",98,1.7780821918,NA,8.4947836551,1.9748104675,2034.5,82
"4593",105,10.456214689,5.6913372582,4.6138770741,-0.947470562,2035.5,83
"4594",139,30.75890411,NA,9.1518772471,-1.387769226,2036.5,90
"4595",139,-3.24109589,NA,11.819750025,-0.562629896,2037.5,83
"4596",116,-24.24383562,NA,1.492713441,-1.616044101,2038.5,74
"4597",117,-21.26027397,NA,-5.278296757,-1.507826508,2039.5,71
"4598",87,-4.271232877,NA,-1.528882021,2.7831419403,2040.5,71
"4599",93,1.0166666667,-3.652014652,-1.235732734,0.5383330038,2041.5,76
"4600",102,-13.30410959,-7.184090909,-2.398170284,-0.945645212,2042.5,73
"4601",107,13.701369863,NA,4.1010379232,0.5524290381,2043.5,76
"4602",108,6.7506849315,NA,-3.541194192,-4.045908634,2044.5,72
"4603",109,-28.29041096,NA,0.805933933,-5.803164569,2045.5,66
"4604",105,-3.268493151,NA,-1.983870107,-2.077253583,2046.5,66
"4605",107,-0.358333333,-1.325842697,6.5891465172,-0.938447031,2047.5,78
"4606",104,5.6164383562,NA,-6.666194192,-2.462419634,2048.5,75
"4607",105,-2.383561644,NA,-10.10371964,-4.144378141,2049.5,70
"4608",102,-2.252054795,NA,-2.341011488,-3.637108385,2050.5,72
"4609",100,-28.27671233,NA,-2.164681513,-5.107085554,2051.5,64
"4610",73,-19.32054795,NA,-5.869186816,0.072970136,2052.5,66
"4611",95,2.7981638418,3.2315151515,4.1752928602,3.0679932842,2053.5,73
"4612",128,0.8082191781,NA,3.3635278485,-1.062056045,2054.5,75
"4613",87,3.8328767123,NA,-17.6453863,-0.59636345,2055.5,67
"4614",81,-18.23561644,-6.1890625,-0.530573381,-2.711973046,2056.5,68
"4615",90,-16.2,NA,0.0502740381,-2.410236935,2057.5,67
"4616",99,-5.2,NA,-5.562052969,-0.877370817,2058.5,65
"4617",124,-0.921845574,1.7402985075,-1.228719635,-3.369071679,2059.5,67
"4618",98,6.6246575342,NA,-2.182987451,-2.887896108,2060.5,72
"4619",99,-0.476712329,NA,5.125472475,-3.771601687,2061.5,71
"4620",89,-11.62465753,12.566666667,9.4796406863,-3.36970941,2062.5,70
"4621",103,-1.569863014,NA,1.125472475,-2.77265263,2063.5,72
"4622",87,27.342465753,13.26122449,-0.276447029,-0.248268529,2064.5,74
"4623",105,26.144067797,20.323529412,7.492713441,-1.40494897,2065.5,80
"4624",104,-20.55068493,NA,7.1128016131,-3.621550333,2066.5,69
"4625",98,-16.61643836,NA,0.220555727,-1.540346401,2067.5,62
"4626",109,-1.712328767,NA,-2.108870107,1.6791966384,2068.5,65
"4627",85,45.328767123,NA,14.258607371,3.4974920197,2069.5,70
"4628",100,65.323287671,NA,17.0976006,4.8131476255,2070.5,74
"4629",115,44.091666667,27.366990291,25.365716542,5.5883712575,2071.5,76
"4630",110,30.287671233,NA,32.391641584,5.572181055,2072.5,79
"4631",100,23.238356164,NA,31.599463227,8.8451472712,2073.5,77
"4632",100,-21.89863014,NA,2.1879470314,-2.0685118,2074.5,66
"4633",98,-7.917808219,NA,-10.78459474,0.7123659594,2075.5,65
"4634",100,2.8684931507,NA,-4.416194192,-0.550930646,2076.5,71
"4635",90,5.5083333333,-9.792957746,-11.02553994,-1.714230032,2077.5,62
"4636",97,15.843835616,NA,-9.48229541,0.3640013083,2078.5,62
"4637",93,7.8712328767,NA,-3.562052969,3.4496947266,2079.5,64
"4638",106,-5.128767123,NA,0.7558131839,1.6487080213,2080.5,68
"4639",111,-21.24383562,NA,-16.17589909,-3.100305273,2081.5,59
"4640",105,-15.2630137,NA,-13.81822438,-0.2581125,2082.5,59
"4641",104,-6.063418079,-8.284789021,-13.19220344,-0.04893541,2083.5,55
"4642",111,-13.16164384,-9.75480226,-9.349812136,-2.639238506,2084.5,59
"4643",99,-11.14794521,NA,-9.76024039,-2.675854667,2085.5,59
"4644",103,17.846575342,NA,-4.108870107,-0.18529634,2086.5,62
"4645",109,16.873972603,NA,5.7226005997,1.8533216379,2087.5,64
"4646",100,-23.15068493,NA,-10.90053677,-3.013758447,2088.5,58
"4647",107,-18.48275862,-12.18031311,-5.641903202,-4.269237899,2089.5,51
"4648",102,-9.243835616,NA,-9.284504915,-1.063720997,2090.5,57
"4649",103,15.621917808,NA,-1.365469554,1.0925674683,2091.5,66
"4650",114,-27.44109589,-16.42638889,-2.944870534,-4.140376366,2092.5,57
"4651",93,3.5643835616,NA,4.6610319131,0.6969939807,2093.5,62
"4652",121,58.583561644,NA,20.767773816,-3.174158758,2094.5,72
"4653",96,-7.065804598,-6.928125,16.150472475,-4.606140708,2095.5,66
"4654",116,-24.25205479,-10.25886243,-5.999527525,-5.539730346,2096.5,58
"4655",96,-29.03835616,NA,-10.70681233,-2.013233581,2097.5,56
"4656",89,-3.808219178,-9.09137931,-9.333623369,0.931205827,2098.5,56
"4657",89,-8.854794521,NA,-15.29214455,0.9650872993,2099.5,51
"4658",119,-16.87123288,NA,-13.57218471,-3.58722858,2100.5,46
"4659",101,-13.70909091,-10.65050505,-9.218489125,-5.705449937,2101.5,44
"4660",111,-17.91232877,NA,-5.588230974,-4.279393637,2102.5,47
"4661",106,7.104109589,NA,-13.61546083,1.2233163096,2103.5,51
"4662",110,-8.063013699,-10.99733639,-5.1634284,-2.121236688,2104.5,52
"4663",115,-3.090410959,NA,-9.706907566,4.5146316063,2105.5,59
"4664",107,29.942465753,NA,-8.798478496,-0.912590805,2106.5,61
"4665",124,15.876201244,14.753947368,-18.53018666,-2.138458169,2107.5,59
"4666",108,-9.131506849,NA,-0.00530667,-1.502642288,2108.5,66
"4667",97,-4.167123288,NA,-8.967054971,-1.173911891,2109.5,55
"4668",105,48.84109589,NA,-3.434007928,1.3648955044,2110.5,62
"4669",113,-5.120547945,NA,-8.663936419,-0.992184135,2111.5,56
"4670",103,-1.073972603,NA,-12.17577395,-2.005220866,2112.5,48
"4671",98,11.588822653,-1.711904762,-0.021041198,1.9065946334,2113.5,64
"4672",100,20.583561644,NA,-1.273929264,-2.405965819,2114.5,58
"4673",98,-31.44383562,NA,-8.391609112,-2.677217213,2115.5,45
"4674",97,-12.42739726,-3.364615385,-18.56066045,-1.178245053,2116.5,44
"4675",106,14.605479452,NA,-13.95994812,2.1372634405,2117.5,50
"4676",90,-2.416438356,NA,-15.5713311,-0.02800066,2118.5,44
"4677",103,4.4462382445,-6.523781291,-12.77750369,4.2470000082,2119.5,52
"4678",108,-10.30410959,NA,-4.731222211,-2.958878987,2120.5,51
"4679",101,-26.33972603,NA,-3.212451137,-3.289372088,2121.5,43
"4680",134,-27.38356164,NA,-8.85033546,2.0003546327,2122.5,40
"4681",111,26.635616438,NA,-10.86353191,3.8877380076,2123.5,50
"4682",113,18.690410959,NA,-11.93378824,0.4814682579,2124.5,53
"4683",119,8.8340870548,-2.703704305,-13.26534607,0.0214785095,2125.5,48
"4684",103,50.473972603,NA,-9.583441077,6.1261228142,2126.5,64
"4685",127,60.342465753,NA,0.6658872364,0.8468647423,2127.5,62
"4686",108,55.364383562,NA,14.103904537,-0.002831109,2128.5,66
"4687",106,9.3808219178,NA,-7.64599263,3.9067504918,2129.5,58
"4688",106,26.334246575,NA,-7.31941835,4.750196,2130.5,59
"4689",106,-11.31925287,-13.29137931,-3.795366865,-4.847562406,2131.5,42
"4690",108,-6.564383562,NA,-6.941127519,-2.214610325,2132.5,37
"4691",100,87.424657534,NA,-8.974854044,4.6139722377,2133.5,46
"4692",123,18.271232877,2.7944240196,-7.053898199,2.4007623002,2134.5,55
"4693",114,-2.915068493,NA,-7.462413751,-2.029824658,2135.5,45
"4694",102,9.0136986301,NA,-2.124616132,0.1769016963,2136.5,44
"4695",97,10.362068966,-0.089345992,-12.22332116,7.3233997828,2137.5,55
"4696",145,22.816438356,NA,0.1386099358,2.9067976387,2138.5,67
"4697",99,17.947945205,NA,0.3496993031,-0.295974159,2139.5,58
"4698",115,-18.09863014,NA,-0.582886423,-3.13579995,2140.5,44
"4699",115,34.756164384,NA,-15.8573841,5.7018049007,2141.5,47
"4700",109,49.756164384,NA,-7.155630381,5.0499609214,2142.5,54
"4701",101,-7.85,-10.49571429,-0.106801806,-2.944998752,2143.5,45
"4702",130,-18.11780822,NA,-12.42798191,-0.240090076,2144.5,41
"4703",100,-20.15068493,NA,-5.06953442,-4.292796359,2145.5,38
"4704",122,-5.252054795,-2.479710145,-10.18945203,-0.348337111,2146.5,40
"4705",113,52.764383562,NA,-4.941847308,1.8857961797,2147.5,58
"4706",118,41.906849315,NA,-6.128741289,-2.524364508,2148.5,49
"4707",119,4.6823063878,8.7670731707,-17.34203281,-2.234268159,2149.5,39
"4708",131,12.994520548,NA,-16.91625075,-3.079625576,2150.5,42
"4709",101,19.857534247,NA,-12.87473325,1.2588426473,2151.5,54
"4710",116,-0.230136986,NA,-11.02827837,-2.322238487,2152.5,52
"4711",93,-19.30684932,NA,-12.06064185,-3.65435988,2153.5,40
"4712",99,-8.4,NA,-12.45108931,0.1717857981,2154.5,36
"4713",131,-2.951102318,4.9996463872,-10.73310841,1.385370273,2155.5,37
"4714",131,-23.38356164,NA,-12.21773707,-3.672375654,2156.5,41
"4715",123,-27.26849315,NA,-11.52726088,-1.91072027,2157.5,34
"4716",123,-21.16712329,-7.21625,-10.92469677,-1.4474171,2158.5,32
"4717",100,-13.17534247,2.4086206897,-13.42911627,2.2414154735,2159.5,30
"4718",112,12.767123288,NA,-13.0632041,5.7981308447,2160.5,36
"4719",116,-1.204781421,-2.194594595,-11.89653743,2.6288977153,2161.5,50
"4720",107,24.619178082,-1.538181818,-8.814674815,-3.193223587,2162.5,53
"4721",129,16.684931507,NA,-15.39246859,-3.444196388,2163.5,49
"4722",122,-34.21369863,NA,-7.810791391,-5.535132165,2164.5,39
"4723",122,-22.09315068,NA,-11.63584666,-3.597101863,2165.5,29
"4724",113,-3.128767123,NA,-13.72724839,-2.925522989,2166.5,33
"4725",122,-4.384195402,7.3682926829,-14.94637493,1.9259914297,2167.5,38
"4726",127,22.695890411,NA,-13.6411678,2.2023423522,2168.5,43
"4727",120,-20.38082192,NA,-11.37308172,-3.279502537,2169.5,31
"4728",124,-11.47671233,-3.505333333,-13.82441255,-1.72479367,2170.5,31
"4729",127,-18.44109589,4.2350877193,-16.81527819,1.1506489639,2171.5,35
"4730",127,5.5808219178,NA,-10.17857921,-0.911793958,2172.5,35
"4731",129,-16.30384398,-4.505114778,-7.398085704,-3.951282651,2173.5,38
"4732",122,-15.57534247,NA,-15.94967154,-4.101217226,2174.5,36
"4733",132,-23.58082192,NA,-14.30994551,-5.254141496,2175.5,27
"4734",135,-23.62739726,-2.522368421,-8.754967346,-2.074836975,2176.5,23
"4735",112,-11.55068493,NA,-11.04499672,1.4232223854,2177.5,19
"4736",114,-2.501369863,NA,-14.94137294,2.3506196457,2178.5,32
"4737",142,-10.80327869,-5.1,-6.090618262,-2.233191526,2179.5,21
"4738",124,-12.44109589,-3.63109526,-11.05491591,-4.378272472,2180.5,8
"4739",127,-10.25753425,NA,-14.27306659,-0.86610658,2181.5,13
"4740",121,2.901369863,3.4991630592,-12.05971043,0.0561081517,2182.5,10
"4741",123,-5.175342466,NA,-9.890621385,-0.478762805,2183.5,14
"4742",140,9.8630136986,NA,-11.54273544,4.3467894289,2184.5,19
"4743",150,-11.25862069,-10.65913978,3.2269679699,-0.714475791,2185.5,28
"4744",153,-12.00273973,NA,-6.306412773,-4.574775621,2186.5,19
"4745",164,-19.90684932,NA,-9.526839389,0.9857351802,2187.5,21
"4746",123,-10.96703297,-2.857894737,-14.23688505,0.3741361329,2188.5,36
"4747",131,-26.97796143,NA,-8.383720694,-2.426327998,2189.5,34
"4748",127,-9.994475138,NA,-12.61195454,-0.048923228,2190.5,34
"4749",160,-0.833333333,7.3803005938,-13.50058052,7.3890415471,2191.5,42
"4750",147,11.075,12.548598278,-2.294333025,-1.050088952,2192.5,48
"4751",160,-27.90529248,-5.570733889,-7.504970023,-4.434609539,2193.5,35
"4752",131,-22.91340782,-5.945664191,-6.021543578,-4.838050117,2194.5,28
"4753",126,-10.93837535,1.757591623,-14.06138889,-2.013356809,2195.5,20
"4754",127,0.0420168067,1.068627451,-14.25095593,4.5463860936,2196.5,34
"4755",139,-5.423656735,-1.394634146,-9.816863213,0.8526853234,2197.5,25
"4756",139,-7.887955182,-1.274742268,-11.91607315,1.6248014047,2198.5,37
"4757",124,-7.022408964,8.1897435897,-16.22040203,-3.582784537,2199.5,39
"4758",139,-24.03081232,-2.960913706,-10.56530655,-1.502595856,2200.5,42
"4759",135,-23.95238095,-7.743434343,-6.654233491,-2.371525731,2201.5,33
"4760",122,-20.82352941,-6.730150754,-3.875352212,-2.655679208,2202.5,31
"4761",137,-11.56504702,-5.348015873,-9.256052088,-4.007069826,2203.5,25
"4762",122,-2.492997199,3.6311832796,-14.53198532,1.392344121,2204.5,20
"4763",140,9.7647058824,2.1299961052,-14.49792021,1.75936853,2205.5,34
"4764",124,-26.18207283,-5.456663861,2.0278112056,-1.239052349,2206.5,31
"4765",108,-11.17927171,-6.141434845,2.1173006112,-3.94280042,2207.5,22
"4766",139,-14.12885154,2.7302752294,-14.20902305,-3.463289118,2208.5,25
"4767",137,2.7018361582,5.457445307,-14.44233101,0.7872071347,2209.5,21
"4768",129,-20.08963585,-1.114351852,-5.594012161,-3.57568751,2210.5,10
"4769",128,12.955182073,14.512745098,-10.61378779,1.4949827605,2211.5,5
"4770",119,-2.957983193,10.207865169,-13.17130218,3.0596254677,2212.5,17
"4771",125,-13.92156863,1.9287804878,-4.038539626,-0.664127985,2213.5,16
"4772",123,1.0476190476,8.4244292237,-11.82596625,4.406937107,2214.5,6
"4773",133,-8.558551618,-1.979772727,-8.749694438,-0.252980541,2215.5,17
"4774",119,-6.098039216,-4.297115385,-9.422509546,-1.749099263,2216.5,15
"4775",117,-6.179271709,-1.567942584,-6.455682181,1.8076944277,2217.5,20
"4776",124,16.901960784,13.291818182,-12.17170701,5.4391437131,2218.5,21
"4777",129,-5.969187675,-1.186255924,3.9360126486,3.2429368301,2219.5,24
"4778",112,-8.932773109,14.978251121,-9.565788472,2.477998728,2220.5,28
"4779",129,3.4491525424,14.875240077,-7.568607382,2.1060386903,2221.5,20
"4780",110,-7.025210084,3.9773333333,-9.135935804,-0.103841953,2222.5,25
"4781",113,5.9691876751,13.426976744,-10.24181176,3.7790033255,2223.5,21
"4782",117,-13.9719888,7.3712198156,-8.981205799,2.2783318519,2224.5,33
"4783",109,-18.99439776,-1.461751152,-6.717823961,0.0499085984,2225.5,25
"4784",127,-11.97478992,3.5212719298,-7.372171853,-1.701084565,2226.5,21
"4785",113,4.3898305085,17.691818182,-10.45377372,0.465214813,2227.5,23
"4786",114,-17.00280112,7.9065217391,-3.992923226,-1.361497516,2228.5,26
"4787",116,10.99719888,14.472552448,-6.465596497,2.0086223947,2229.5,22
"4788",129,3.9607843137,20.414912389,-6.811183716,5.094774338,2230.5,41
"4789",103,15.980392157,23.3625,-9.431673745,0.8933543811,2231.5,35
"4790",114,-24.00560224,-7.05063701,0.9656630216,-0.888819811,2232.5,24
"4791",102,-2.771929825,2.3302752294,5.3119221327,-0.368778103,2233.5,24
"4792",97,3.9355742297,11.221322188,-4.93344834,0.1365226544,2234.5,30
"4793",116,-18.20448179,-2.128429849,-3.890229882,-0.056646466,2235.5,26
"4794",123,-4.168067227,9.8964410058,-11.92056413,4.614811224,2236.5,31
"4795",91,-13.1232493,-0.913716814,-1.806314251,-0.294241425,2237.5,28
"4796",106,2.918767507,7.1604347826,-2.211719136,3.1372860447,2238.5,27
"4797",122,-10.63798701,-2.545555556,5.57706548,-2.696047289,2239.5,30
"4798",133,-25.04761905,4.1573275862,2.4563346914,-2.719382285,2240.5,29
"4799",111,-12.99159664,8.3969957082,3.0074292,-0.946882517,2241.5,27
"4800",134,16.028011204,8.3824786325,-7.366742952,2.305982225,2242.5,35
"4801",120,23,3.1404255319,-10.17777952,0.8726598009,2243.5,49
