"","QUADRICULA","TET","crestlark","linnet","x","y"
"16907","PC61","B",NA,NA,661000,4213000
"16912","PC61","G",0,1,663000,4213000
"16917","PC61","L",NA,NA,665000,4213000
"16922","PC61","R",NA,NA,667000,4213000
"16927","PC61","W",0,1,669000,4213000
"17032","PC71","B",NA,NA,671000,4213000
"17037","PC71","G",0,1,673000,4213000
"17042","PC71","L",NA,NA,675000,4213000
"17047","PC71","R",NA,NA,677000,4213000
"17052","PC71","W",NA,NA,679000,4213000
"3731","NC11","A",NA,NA,511000,4211000
"3736","NC11","F",0,0,513000,4211000
"3741","NC11","K",NA,NA,515000,4211000
"3746","NC11","Q",NA,NA,517000,4211000
"3751","NC11","V",NA,NA,519000,4211000
"3981","NC21","A",0,0,521000,4211000
"3986","NC21","F",NA,NA,523000,4211000
"3991","NC21","K",NA,NA,525000,4211000
"3996","NC21","Q",NA,NA,527000,4211000
"4001","NC21","V",NA,NA,529000,4211000
"4231","NC31","A",NA,NA,531000,4211000
"4236","NC31","F",NA,NA,533000,4211000
"4241","NC31","K",0,1,535000,4211000
"4246","NC31","Q",NA,NA,537000,4211000
"4251","NC31","V",NA,NA,539000,4211000
"4481","NC41","A",NA,NA,541000,4211000
"4486","NC41","F",NA,NA,543000,4211000
"4491","NC41","K",NA,NA,545000,4211000
"4496","NC41","Q",NA,NA,547000,4211000
"4501","NC41","V",NA,NA,549000,4211000
"4731","NC51","A",NA,NA,551000,4211000
"4736","NC51","F",NA,NA,553000,4211000
"4741","NC51","K",NA,NA,555000,4211000
"4746","NC51","Q",NA,NA,557000,4211000
"4751","NC51","V",NA,NA,559000,4211000
"4981","NC61","A",NA,NA,561000,4211000
"4986","NC61","F",NA,NA,563000,4211000
"4991","NC61","K",NA,NA,565000,4211000
"4996","NC61","Q",NA,NA,567000,4211000
"5001","NC61","V",0,0,569000,4211000
"5231","NC71","A",NA,NA,571000,4211000
"5236","NC71","F",NA,NA,573000,4211000
"5241","NC71","K",NA,NA,575000,4211000
"5246","NC71","Q",NA,NA,577000,4211000
"5251","NC71","V",NA,NA,579000,4211000
"5481","NC81","A",NA,NA,581000,4211000
"5486","NC81","F",NA,NA,583000,4211000
"5491","NC81","K",NA,NA,585000,4211000
"5496","NC81","Q",NA,NA,587000,4211000
"5501","NC81","V",0,0,589000,4211000
"5731","NC91","A",NA,NA,591000,4211000
"5736","NC91","F",NA,NA,593000,4211000
"5741","NC91","K",NA,NA,595000,4211000
"5746","NC91","Q",NA,NA,597000,4211000
"5751","NC91","V",NA,NA,599000,4211000
"15431","PC01","A",NA,NA,601000,4211000
"15436","PC01","F",NA,NA,603000,4211000
"15441","PC01","K",NA,NA,605000,4211000
"15446","PC01","Q",NA,NA,607000,4211000
"15451","PC01","V",NA,NA,609000,4211000
"15681","PC11","A",NA,NA,611000,4211000
"15686","PC11","F",NA,NA,613000,4211000
"15691","PC11","K",NA,NA,615000,4211000
"15696","PC11","Q",NA,NA,617000,4211000
"15701","PC11","V",NA,NA,619000,4211000
"15931","PC21","A",NA,NA,621000,4211000
"15936","PC21","F",NA,NA,623000,4211000
"15941","PC21","K",0,1,625000,4211000
"15946","PC21","Q",NA,NA,627000,4211000
"15951","PC21","V",NA,NA,629000,4211000
"16181","PC31","A",0,1,631000,4211000
"16186","PC31","F",NA,NA,633000,4211000
"16191","PC31","K",NA,NA,635000,4211000
"16196","PC31","Q",NA,NA,637000,4211000
"16201","PC31","V",0,1,639000,4211000
"16431","PC41","A",NA,NA,641000,4211000
"16436","PC41","F",NA,NA,643000,4211000
"16441","PC41","K",NA,NA,645000,4211000
"16446","PC41","Q",NA,NA,647000,4211000
"16451","PC41","V",1,1,649000,4211000
"16681","PC51","A",NA,NA,651000,4211000
"16686","PC51","F",NA,NA,653000,4211000
"16691","PC51","K",NA,NA,655000,4211000
"16696","PC51","Q",NA,NA,657000,4211000
"16701","PC51","V",NA,NA,659000,4211000
"16906","PC61","A",0,0,661000,4211000
"16911","PC61","F",NA,NA,663000,4211000
"16916","PC61","K",NA,NA,665000,4211000
"16921","PC61","Q",NA,NA,667000,4211000
"16926","PC61","V",NA,NA,669000,4211000
"17031","PC71","A",NA,NA,671000,4211000
"17036","PC71","F",0,0,673000,4211000
"17041","PC71","K",NA,NA,675000,4211000
"17046","PC71","Q",NA,NA,677000,4211000
"17051","PC71","V",NA,NA,679000,4211000
"3710","NC10","E",NA,NA,511000,4209000
"3715","NC10","J",NA,NA,513000,4209000
"3720","NC10","P",0,0,515000,4209000
"3725","NC10","U",NA,NA,517000,4209000
"3730","NC10","Z",0,0,519000,4209000
"3960","NC20","E",NA,NA,521000,4209000
"3965","NC20","J",0,0,523000,4209000
"3970","NC20","P",NA,NA,525000,4209000
"3975","NC20","U",NA,NA,527000,4209000
"3980","NC20","Z",NA,NA,529000,4209000
"4210","NC30","E",0,1,531000,4209000
"4215","NC30","J",NA,NA,533000,4209000
"4220","NC30","P",0,1,535000,4209000
"4225","NC30","U",NA,NA,537000,4209000
"4230","NC30","Z",NA,NA,539000,4209000
"4460","NC40","E",0,0,541000,4209000
"4465","NC40","J",NA,NA,543000,4209000
"4470","NC40","P",0,1,545000,4209000
"4475","NC40","U",NA,NA,547000,4209000
"4480","NC40","Z",0,1,549000,4209000
"4710","NC50","E",0,0,551000,4209000
"4715","NC50","J",NA,NA,553000,4209000
"4720","NC50","P",1,1,555000,4209000
"4725","NC50","U",NA,NA,557000,4209000
"4730","NC50","Z",1,0,559000,4209000
"4960","NC60","E",0,0,561000,4209000
"4965","NC60","J",NA,NA,563000,4209000
"4970","NC60","P",0,0,565000,4209000
"4975","NC60","U",NA,NA,567000,4209000
"4980","NC60","Z",NA,NA,569000,4209000
"5210","NC70","E",NA,NA,571000,4209000
"5215","NC70","J",NA,NA,573000,4209000
"5220","NC70","P",0,0,575000,4209000
"5225","NC70","U",NA,NA,577000,4209000
"5230","NC70","Z",NA,NA,579000,4209000
"5460","NC80","E",NA,NA,581000,4209000
"5465","NC80","J",NA,NA,583000,4209000
"5470","NC80","P",0,0,585000,4209000
"5475","NC80","U",NA,NA,587000,4209000
"5480","NC80","Z",NA,NA,589000,4209000
"5710","NC90","E",NA,NA,591000,4209000
"5715","NC90","J",NA,NA,593000,4209000
"5720","NC90","P",NA,NA,595000,4209000
"5725","NC90","U",NA,NA,597000,4209000
"5730","NC90","Z",NA,NA,599000,4209000
"15410","PC00","E",NA,NA,601000,4209000
"15415","PC00","J",NA,NA,603000,4209000
"15420","PC00","P",NA,NA,605000,4209000
"15425","PC00","U",NA,NA,607000,4209000
"15430","PC00","Z",NA,NA,609000,4209000
"15660","PC10","E",NA,NA,611000,4209000
"15665","PC10","J",NA,NA,613000,4209000
"15670","PC10","P",NA,NA,615000,4209000
"15675","PC10","U",NA,NA,617000,4209000
"15680","PC10","Z",NA,NA,619000,4209000
"15910","PC20","E",NA,NA,621000,4209000
"15915","PC20","J",NA,NA,623000,4209000
"15920","PC20","P",NA,NA,625000,4209000
"15925","PC20","U",NA,NA,627000,4209000
"15930","PC20","Z",NA,NA,629000,4209000
"16160","PC30","E",NA,NA,631000,4209000
"16165","PC30","J",NA,NA,633000,4209000
"16170","PC30","P",NA,NA,635000,4209000
"16175","PC30","U",0,0,637000,4209000
"16180","PC30","Z",NA,NA,639000,4209000
"16410","PC40","E",NA,NA,641000,4209000
"16415","PC40","J",0,1,643000,4209000
"16420","PC40","P",NA,NA,645000,4209000
"16425","PC40","U",NA,NA,647000,4209000
"16430","PC40","Z",0,1,649000,4209000
"16660","PC50","E",0,1,651000,4209000
"16665","PC50","J",NA,NA,653000,4209000
"16670","PC50","P",0,0,655000,4209000
"16675","PC50","U",NA,NA,657000,4209000
"16680","PC50","Z",0,1,659000,4209000
"16885","PC60","E",NA,NA,661000,4209000
"16890","PC60","J",NA,NA,663000,4209000
"16895","PC60","P",NA,NA,665000,4209000
"16900","PC60","U",NA,NA,667000,4209000
"16905","PC60","Z",NA,NA,669000,4209000
"17010","PC70","E",NA,NA,671000,4209000
"17015","PC70","J",NA,NA,673000,4209000
"17020","PC70","P",NA,NA,675000,4209000
"17025","PC70","U",NA,NA,677000,4209000
"17030","PC70","Z",NA,NA,679000,4209000
"3709","NC10","D",NA,NA,511000,4207000
"3714","NC10","I",NA,NA,513000,4207000
"3719","NC10","N",NA,NA,515000,4207000
"3724","NC10","T",0,0,517000,4207000
"3729","NC10","Y",NA,NA,519000,4207000
"3959","NC20","D",0,1,521000,4207000
"3964","NC20","I",NA,NA,523000,4207000
"3969","NC20","N",0,0,525000,4207000
"3974","NC20","T",NA,NA,527000,4207000
"3979","NC20","Y",NA,NA,529000,4207000
"4209","NC30","D",NA,NA,531000,4207000
"4214","NC30","I",1,0,533000,4207000
"4219","NC30","N",NA,NA,535000,4207000
"4224","NC30","T",NA,NA,537000,4207000
"4229","NC30","Y",0,0,539000,4207000
"4459","NC40","D",1,0,541000,4207000
"4464","NC40","I",0,0,543000,4207000
"4469","NC40","N",NA,NA,545000,4207000
"4474","NC40","T",NA,NA,547000,4207000
"4479","NC40","Y",1,0,549000,4207000
"4709","NC50","D",NA,NA,551000,4207000
"4714","NC50","I",1,1,553000,4207000
"4719","NC50","N",NA,NA,555000,4207000
"4724","NC50","T",1,1,557000,4207000
"4729","NC50","Y",NA,NA,559000,4207000
"4959","NC60","D",NA,NA,561000,4207000
"4964","NC60","I",NA,NA,563000,4207000
"4969","NC60","N",NA,NA,565000,4207000
"4974","NC60","T",NA,NA,567000,4207000
"4979","NC60","Y",1,0,569000,4207000
"5209","NC70","D",NA,NA,571000,4207000
"5214","NC70","I",1,0,573000,4207000
"5219","NC70","N",NA,NA,575000,4207000
"5224","NC70","T",NA,NA,577000,4207000
"5229","NC70","Y",0,0,579000,4207000
"5459","NC80","D",NA,NA,581000,4207000
"5464","NC80","I",NA,NA,583000,4207000
"5469","NC80","N",NA,NA,585000,4207000
"5474","NC80","T",0,0,587000,4207000
"5479","NC80","Y",NA,NA,589000,4207000
"5709","NC90","D",NA,NA,591000,4207000
"5714","NC90","I",NA,NA,593000,4207000
"5719","NC90","N",NA,NA,595000,4207000
"5724","NC90","T",NA,NA,597000,4207000
"5729","NC90","Y",NA,NA,599000,4207000
"15409","PC00","D",NA,NA,601000,4207000
"15414","PC00","I",NA,NA,603000,4207000
"15419","PC00","N",NA,NA,605000,4207000
"15424","PC00","T",NA,NA,607000,4207000
"15429","PC00","Y",NA,NA,609000,4207000
"15659","PC10","D",NA,NA,611000,4207000
"15664","PC10","I",NA,NA,613000,4207000
"15669","PC10","N",NA,NA,615000,4207000
"15674","PC10","T",NA,NA,617000,4207000
"15679","PC10","Y",NA,NA,619000,4207000
"15909","PC20","D",NA,NA,621000,4207000
"15914","PC20","I",0,0,623000,4207000
"15919","PC20","N",NA,NA,625000,4207000
"15924","PC20","T",NA,NA,627000,4207000
"15929","PC20","Y",0,1,629000,4207000
"16159","PC30","D",0,0,631000,4207000
"16164","PC30","I",NA,NA,633000,4207000
"16169","PC30","N",0,1,635000,4207000
"16174","PC30","T",NA,NA,637000,4207000
"16179","PC30","Y",0,0,639000,4207000
"16409","PC40","D",NA,NA,641000,4207000
"16414","PC40","I",NA,NA,643000,4207000
"16419","PC40","N",0,1,645000,4207000
"16424","PC40","T",NA,NA,647000,4207000
"16429","PC40","Y",NA,NA,649000,4207000
"16659","PC50","D",NA,NA,651000,4207000
"16664","PC50","I",0,1,653000,4207000
"16669","PC50","N",NA,NA,655000,4207000
"16674","PC50","T",NA,NA,657000,4207000
"16679","PC50","Y",NA,NA,659000,4207000
"16884","PC60","D",NA,NA,661000,4207000
"16889","PC60","I",NA,NA,663000,4207000
"16894","PC60","N",NA,NA,665000,4207000
"16899","PC60","T",NA,NA,667000,4207000
"16904","PC60","Y",NA,NA,669000,4207000
"17009","PC70","D",NA,NA,671000,4207000
"17014","PC70","I",NA,NA,673000,4207000
"17019","PC70","N",NA,NA,675000,4207000
"17024","PC70","T",NA,NA,677000,4207000
"17029","PC70","Y",NA,NA,679000,4207000
"3708","NC10","C",NA,NA,511000,4205000
"3713","NC10","H",0,1,513000,4205000
"3718","NC10","M",NA,NA,515000,4205000
"3723","NC10","S",NA,NA,517000,4205000
"3728","NC10","X",0,0,519000,4205000
"3958","NC20","C",NA,NA,521000,4205000
"3963","NC20","H",0,0,523000,4205000
"3968","NC20","M",NA,NA,525000,4205000
"3973","NC20","S",NA,NA,527000,4205000
"3978","NC20","X",0,0,529000,4205000
"4208","NC30","C",NA,NA,531000,4205000
"4213","NC30","H",0,0,533000,4205000
"4218","NC30","M",NA,NA,535000,4205000
"4223","NC30","S",1,0,537000,4205000
"4228","NC30","X",NA,NA,539000,4205000
"4458","NC40","C",NA,NA,541000,4205000
"4463","NC40","H",NA,NA,543000,4205000
"4468","NC40","M",0,1,545000,4205000
"4473","NC40","S",NA,NA,547000,4205000
"4478","NC40","X",NA,NA,549000,4205000
"4708","NC50","C",NA,NA,551000,4205000
"4713","NC50","H",NA,NA,553000,4205000
"4718","NC50","M",1,0,555000,4205000
"4723","NC50","S",1,1,557000,4205000
"4728","NC50","X",NA,NA,559000,4205000
"4958","NC60","C",NA,NA,561000,4205000
"4963","NC60","H",NA,NA,563000,4205000
"4968","NC60","M",NA,NA,565000,4205000
"4973","NC60","S",NA,NA,567000,4205000
"4978","NC60","X",NA,NA,569000,4205000
"5208","NC70","C",0,0,571000,4205000
"5213","NC70","H",NA,NA,573000,4205000
"5218","NC70","M",NA,NA,575000,4205000
"5223","NC70","S",0,1,577000,4205000
"5228","NC70","X",NA,NA,579000,4205000
"5458","NC80","C",0,1,581000,4205000
"5463","NC80","H",NA,NA,583000,4205000
"5468","NC80","M",NA,NA,585000,4205000
"5473","NC80","S",NA,NA,587000,4205000
"5478","NC80","X",NA,NA,589000,4205000
"5708","NC90","C",NA,NA,591000,4205000
"5713","NC90","H",NA,NA,593000,4205000
"5718","NC90","M",NA,NA,595000,4205000
"5723","NC90","S",NA,NA,597000,4205000
"5728","NC90","X",NA,NA,599000,4205000
"15408","PC00","C",NA,NA,601000,4205000
"15413","PC00","H",NA,NA,603000,4205000
"15418","PC00","M",NA,NA,605000,4205000
"15423","PC00","S",NA,NA,607000,4205000
"15428","PC00","X",NA,NA,609000,4205000
"15658","PC10","C",NA,NA,611000,4205000
"15663","PC10","H",NA,NA,613000,4205000
"15668","PC10","M",NA,NA,615000,4205000
"15673","PC10","S",NA,NA,617000,4205000
"15678","PC10","X",NA,NA,619000,4205000
"15908","PC20","C",NA,NA,621000,4205000
"15913","PC20","H",NA,NA,623000,4205000
"15918","PC20","M",NA,NA,625000,4205000
"15923","PC20","S",0,0,627000,4205000
"15928","PC20","X",NA,NA,629000,4205000
"16158","PC30","C",NA,NA,631000,4205000
"16163","PC30","H",NA,NA,633000,4205000
"16168","PC30","M",NA,NA,635000,4205000
"16173","PC30","S",NA,NA,637000,4205000
"16178","PC30","X",NA,NA,639000,4205000
"16408","PC40","C",0,1,641000,4205000
"16413","PC40","H",NA,NA,643000,4205000
"16418","PC40","M",NA,NA,645000,4205000
"16423","PC40","S",0,1,647000,4205000
"16428","PC40","X",NA,NA,649000,4205000
"16658","PC50","C",0,1,651000,4205000
"16663","PC50","H",NA,NA,653000,4205000
"16668","PC50","M",NA,NA,655000,4205000
"16673","PC50","S",NA,NA,657000,4205000
"16678","PC50","X",NA,NA,659000,4205000
"16883","PC60","C",NA,NA,661000,4205000
"16888","PC60","H",NA,NA,663000,4205000
"16893","PC60","M",NA,NA,665000,4205000
"16898","PC60","S",NA,NA,667000,4205000
"16903","PC60","X",NA,NA,669000,4205000
"17008","PC70","C",NA,NA,671000,4205000
"17013","PC70","H",NA,NA,673000,4205000
"17018","PC70","M",NA,NA,675000,4205000
"17023","PC70","S",NA,NA,677000,4205000
"17028","PC70","X",NA,NA,679000,4205000
"3707","NC10","B",0,1,511000,4203000
"3712","NC10","G",1,1,513000,4203000
"3717","NC10","L",NA,NA,515000,4203000
"3722","NC10","R",NA,NA,517000,4203000
"3727","NC10","W",NA,NA,519000,4203000
"3957","NC20","B",0,1,521000,4203000
"3962","NC20","G",NA,NA,523000,4203000
"3967","NC20","L",NA,NA,525000,4203000
"3972","NC20","R",0,1,527000,4203000
"3977","NC20","W",NA,NA,529000,4203000
"4207","NC30","B",NA,NA,531000,4203000
"4212","NC30","G",0,0,533000,4203000
"4217","NC30","L",NA,NA,535000,4203000
"4222","NC30","R",NA,NA,537000,4203000
"4227","NC30","W",NA,NA,539000,4203000
"4457","NC40","B",NA,NA,541000,4203000
"4462","NC40","G",1,1,543000,4203000
"4467","NC40","L",NA,NA,545000,4203000
"4472","NC40","R",NA,NA,547000,4203000
"4477","NC40","W",0,0,549000,4203000
"4707","NC50","B",NA,NA,551000,4203000
"4712","NC50","G",NA,NA,553000,4203000
"4717","NC50","L",NA,NA,555000,4203000
"4722","NC50","R",1,1,557000,4203000
"4727","NC50","W",NA,NA,559000,4203000
"4957","NC60","B",1,0,561000,4203000
"4962","NC60","G",NA,NA,563000,4203000
"4967","NC60","L",NA,NA,565000,4203000
"4972","NC60","R",1,0,567000,4203000
"4977","NC60","W",NA,NA,569000,4203000
"5207","NC70","B",1,1,571000,4203000
"5212","NC70","G",0,0,573000,4203000
"5217","NC70","L",NA,NA,575000,4203000
"5222","NC70","R",NA,NA,577000,4203000
"5227","NC70","W",0,0,579000,4203000
"5457","NC80","B",NA,NA,581000,4203000
"5462","NC80","G",NA,NA,583000,4203000
"5467","NC80","L",0,1,585000,4203000
"5472","NC80","R",NA,NA,587000,4203000
"5477","NC80","W",0,1,589000,4203000
"5707","NC90","B",NA,NA,591000,4203000
"5712","NC90","G",NA,NA,593000,4203000
"5717","NC90","L",NA,NA,595000,4203000
"5722","NC90","R",NA,NA,597000,4203000
"5727","NC90","W",NA,NA,599000,4203000
"15407","PC00","B",NA,NA,601000,4203000
"15412","PC00","G",NA,NA,603000,4203000
"15417","PC00","L",NA,NA,605000,4203000
"15422","PC00","R",NA,NA,607000,4203000
"15427","PC00","W",NA,NA,609000,4203000
"15657","PC10","B",NA,NA,611000,4203000
"15662","PC10","G",NA,NA,613000,4203000
"15667","PC10","L",NA,NA,615000,4203000
"15672","PC10","R",NA,NA,617000,4203000
"15677","PC10","W",NA,NA,619000,4203000
"15907","PC20","B",NA,NA,621000,4203000
"15912","PC20","G",0,0,623000,4203000
"15917","PC20","L",NA,NA,625000,4203000
"15922","PC20","R",NA,NA,627000,4203000
"15927","PC20","W",NA,NA,629000,4203000
"16157","PC30","B",NA,NA,631000,4203000
"16162","PC30","G",0,0,633000,4203000
"16167","PC30","L",NA,NA,635000,4203000
"16172","PC30","R",NA,NA,637000,4203000
"16177","PC30","W",0,1,639000,4203000
"16407","PC40","B",NA,NA,641000,4203000
"16412","PC40","G",NA,NA,643000,4203000
"16417","PC40","L",NA,NA,645000,4203000
"16422","PC40","R",NA,NA,647000,4203000
"16427","PC40","W",0,1,649000,4203000
"16657","PC50","B",NA,NA,651000,4203000
"16662","PC50","G",NA,NA,653000,4203000
"16667","PC50","L",NA,NA,655000,4203000
"16672","PC50","R",NA,NA,657000,4203000
"16677","PC50","W",NA,NA,659000,4203000
"16882","PC60","B",NA,NA,661000,4203000
"16887","PC60","G",NA,NA,663000,4203000
"16892","PC60","L",NA,NA,665000,4203000
"16897","PC60","R",NA,NA,667000,4203000
"16902","PC60","W",NA,NA,669000,4203000
"17007","PC70","B",NA,NA,671000,4203000
"17012","PC70","G",NA,NA,673000,4203000
"17017","PC70","L",NA,NA,675000,4203000
"17022","PC70","R",NA,NA,677000,4203000
"17027","PC70","W",NA,NA,679000,4203000
"3706","NC10","A",NA,NA,511000,4201000
"3711","NC10","F",NA,NA,513000,4201000
"3716","NC10","K",1,0,515000,4201000
"3721","NC10","Q",NA,NA,517000,4201000
"3726","NC10","V",0,1,519000,4201000
"3956","NC20","A",NA,NA,521000,4201000
"3961","NC20","F",0,1,523000,4201000
"3966","NC20","K",NA,NA,525000,4201000
"3971","NC20","Q",0,0,527000,4201000
"3976","NC20","V",NA,NA,529000,4201000
"4206","NC30","A",NA,NA,531000,4201000
"4211","NC30","F",NA,NA,533000,4201000
"4216","NC30","K",1,0,535000,4201000
"4221","NC30","Q",NA,NA,537000,4201000
"4226","NC30","V",1,0,539000,4201000
"4456","NC40","A",NA,NA,541000,4201000
"4461","NC40","F",NA,NA,543000,4201000
"4466","NC40","K",NA,NA,545000,4201000
"4471","NC40","Q",NA,NA,547000,4201000
"4476","NC40","V",NA,NA,549000,4201000
"4706","NC50","A",NA,NA,551000,4201000
"4711","NC50","F",NA,NA,553000,4201000
"4716","NC50","K",NA,NA,555000,4201000
"4721","NC50","Q",NA,NA,557000,4201000
"4726","NC50","V",1,1,559000,4201000
"4956","NC60","A",NA,NA,561000,4201000
"4961","NC60","F",1,1,563000,4201000
"4966","NC60","K",NA,NA,565000,4201000
"4971","NC60","Q",NA,NA,567000,4201000
"4976","NC60","V",NA,NA,569000,4201000
"5206","NC70","A",1,0,571000,4201000
"5211","NC70","F",NA,NA,573000,4201000
"5216","NC70","K",NA,NA,575000,4201000
"5221","NC70","Q",NA,NA,577000,4201000
"5226","NC70","V",NA,NA,579000,4201000
"5456","NC80","A",NA,NA,581000,4201000
"5461","NC80","F",NA,NA,583000,4201000
"5466","NC80","K",NA,NA,585000,4201000
"5471","NC80","Q",0,1,587000,4201000
"5476","NC80","V",NA,NA,589000,4201000
"5706","NC90","A",NA,NA,591000,4201000
"5711","NC90","F",NA,NA,593000,4201000
"5716","NC90","K",NA,NA,595000,4201000
"5721","NC90","Q",NA,NA,597000,4201000
"5726","NC90","V",NA,NA,599000,4201000
"15406","PC00","A",NA,NA,601000,4201000
"15411","PC00","F",NA,NA,603000,4201000
"15416","PC00","K",NA,NA,605000,4201000
"15421","PC00","Q",NA,NA,607000,4201000
"15426","PC00","V",NA,NA,609000,4201000
"15656","PC10","A",NA,NA,611000,4201000
"15661","PC10","F",NA,NA,613000,4201000
"15666","PC10","K",NA,NA,615000,4201000
"15671","PC10","Q",NA,NA,617000,4201000
"15676","PC10","V",NA,NA,619000,4201000
"15906","PC20","A",NA,NA,621000,4201000
"15911","PC20","F",NA,NA,623000,4201000
"15916","PC20","K",0,0,625000,4201000
"15921","PC20","Q",NA,NA,627000,4201000
"15926","PC20","V",0,0,629000,4201000
"16156","PC30","A",NA,NA,631000,4201000
"16161","PC30","F",NA,NA,633000,4201000
"16166","PC30","K",NA,NA,635000,4201000
"16171","PC30","Q",NA,NA,637000,4201000
"16176","PC30","V",NA,NA,639000,4201000
"16406","PC40","A",NA,NA,641000,4201000
"16411","PC40","F",NA,NA,643000,4201000
"16416","PC40","K",NA,NA,645000,4201000
"16421","PC40","Q",NA,NA,647000,4201000
"16426","PC40","V",NA,NA,649000,4201000
"16656","PC50","A",NA,NA,651000,4201000
"16661","PC50","F",0,0,653000,4201000
"16666","PC50","K",NA,NA,655000,4201000
"16671","PC50","Q",NA,NA,657000,4201000
"16676","PC50","V",NA,NA,659000,4201000
"16881","PC60","A",NA,NA,661000,4201000
"16886","PC60","F",NA,NA,663000,4201000
"16891","PC60","K",NA,NA,665000,4201000
"16896","PC60","Q",NA,NA,667000,4201000
"16901","PC60","V",NA,NA,669000,4201000
"17006","PC70","A",NA,NA,671000,4201000
"17011","PC70","F",NA,NA,673000,4201000
"17016","PC70","K",NA,NA,675000,4201000
"17021","PC70","Q",NA,NA,677000,4201000
"17026","PC70","V",NA,NA,679000,4201000
"1580","NB19","E",NA,NA,511000,4199000
"1585","NB19","J",1,0,513000,4199000
"1590","NB19","P",NA,NA,515000,4199000
"1595","NB19","U",NA,NA,517000,4199000
"1600","NB19","Z",NA,NA,519000,4199000
"1830","NB29","E",NA,NA,521000,4199000
"1835","NB29","J",0,1,523000,4199000
"1840","NB29","P",NA,NA,525000,4199000
"1845","NB29","U",NA,NA,527000,4199000
"1850","NB29","Z",NA,NA,529000,4199000
"2080","NB39","E",0,0,531000,4199000
"2085","NB39","J",NA,NA,533000,4199000
"2090","NB39","P",NA,NA,535000,4199000
"2095","NB39","U",NA,NA,537000,4199000
"2100","NB39","Z",NA,NA,539000,4199000
"2330","NB49","E",NA,NA,541000,4199000
"2335","NB49","J",NA,NA,543000,4199000
"2340","NB49","P",NA,NA,545000,4199000
"2345","NB49","U",NA,NA,547000,4199000
"2350","NB49","Z",NA,NA,549000,4199000
"2580","NB59","E",0,1,551000,4199000
"2585","NB59","J",NA,NA,553000,4199000
"2590","NB59","P",NA,NA,555000,4199000
"2595","NB59","U",NA,NA,557000,4199000
"2600","NB59","Z",NA,NA,559000,4199000
"2830","NB69","E",NA,NA,561000,4199000
"2835","NB69","J",NA,NA,563000,4199000
"2840","NB69","P",NA,NA,565000,4199000
"2845","NB69","U",NA,NA,567000,4199000
"2850","NB69","Z",0,0,569000,4199000
"3080","NB79","E",1,0,571000,4199000
"3085","NB79","J",NA,NA,573000,4199000
"3090","NB79","P",NA,NA,575000,4199000
"3095","NB79","U",NA,NA,577000,4199000
"3100","NB79","Z",0,0,579000,4199000
"3330","NB89","E",1,1,581000,4199000
"3335","NB89","J",NA,NA,583000,4199000
"3340","NB89","P",NA,NA,585000,4199000
"3345","NB89","U",NA,NA,587000,4199000
"3350","NB89","Z",NA,NA,589000,4199000
"3580","NB99","E",NA,NA,591000,4199000
"3585","NB99","J",NA,NA,593000,4199000
"3590","NB99","P",NA,NA,595000,4199000
"3595","NB99","U",NA,NA,597000,4199000
"3600","NB99","Z",0,1,599000,4199000
"14555","PB09","E",0,0,601000,4199000
"14560","PB09","J",NA,NA,603000,4199000
"14565","PB09","P",NA,NA,605000,4199000
"14570","PB09","U",NA,NA,607000,4199000
"14575","PB09","Z",NA,NA,609000,4199000
"14805","PB19","E",NA,NA,611000,4199000
"14810","PB19","J",NA,NA,613000,4199000
"14815","PB19","P",NA,NA,615000,4199000
"14820","PB19","U",NA,NA,617000,4199000
"14825","PB19","Z",0,1,619000,4199000
"15055","PB29","E",NA,NA,621000,4199000
"15060","PB29","J",NA,NA,623000,4199000
"15065","PB29","P",NA,NA,625000,4199000
"15070","PB29","U",NA,NA,627000,4199000
"15075","PB29","Z",NA,NA,629000,4199000
"15280","PB39","E",NA,NA,631000,4199000
"15285","PB39","J",NA,NA,633000,4199000
"15290","PB39","P",NA,NA,635000,4199000
"15295","PB39","U",NA,NA,637000,4199000
"15300","PB39","Z",NA,NA,639000,4199000
"15380","PB49","E",0,1,641000,4199000
"15385","PB49","J",NA,NA,643000,4199000
"15390","PB49","P",NA,NA,645000,4199000
"15395","PB49","U",NA,NA,647000,4199000
"15400","PB49","Z",0,0,649000,4199000
"15401","PB59","E",0,0,651000,4199000
"15402","PB59","J",NA,NA,653000,4199000
"15403","PB59","P",NA,NA,655000,4199000
"15404","PB59","U",NA,NA,657000,4199000
"15405","PB59","Z",NA,NA,659000,4199000
"1579","NB19","D",NA,NA,511000,4197000
"1584","NB19","I",NA,NA,513000,4197000
"1589","NB19","N",NA,NA,515000,4197000
"1594","NB19","T",1,1,517000,4197000
"1599","NB19","Y",1,1,519000,4197000
"1829","NB29","D",NA,NA,521000,4197000
"1834","NB29","I",NA,NA,523000,4197000
"1839","NB29","N",NA,NA,525000,4197000
"1844","NB29","T",0,1,527000,4197000
"1849","NB29","Y",NA,NA,529000,4197000
"2079","NB39","D",NA,NA,531000,4197000
"2084","NB39","I",NA,NA,533000,4197000
"2089","NB39","N",NA,NA,535000,4197000
"2094","NB39","T",NA,NA,537000,4197000
"2099","NB39","Y",0,0,539000,4197000
"2329","NB49","D",1,0,541000,4197000
"2334","NB49","I",NA,NA,543000,4197000
"2339","NB49","N",0,0,545000,4197000
"2344","NB49","T",NA,NA,547000,4197000
