"","year","exra","nao","location","code","elevation","climate.region","N","E"
"2526",2005,27.1,-1.35,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"2626",2006,44.6,-0.2,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"2725",2007,45.9,1.35,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"2824",2008,40.8,1.72,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"2923",2009,52.3,0.72,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3022",2010,36.7,-5.96,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3124",2011,39.8,2.95,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3222",2012,41.3,-0.25,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3320",2013,30.6,0.9,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3418",2014,35.4,2.97,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"3516",2015,107.8,4.09,"Guettingen","GUT",440,"North-eastern plateau",47.6,9.28
"1132",1981,35,-0.55,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2132",1982,40.8,2.63,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"372",1983,50.2,0.38,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"427",1984,33.2,2.17,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"527",1985,32.2,-3.09,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"627",1986,33.2,3.14,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"727",1987,33.3,-3.01,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"827",1988,30.9,-0.13,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"927",1989,32.7,2.38,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1027",1990,37.4,3.88,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1133",1991,37.4,1.14,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1229",1992,38.7,2.54,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1327",1993,65.6,1.71,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1427",1994,41.8,2.86,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1527",1995,34.5,-1.11,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1627",1996,47.4,-1.98,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1727",1997,64.7,-0.93,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1827",1998,49.4,1.03,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1927",1999,50,2.25,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2027",2000,50,1.18,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2133",2001,52.1,-1.91,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2229",2002,46.9,1,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2327",2003,30,-0.09,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2427",2004,48.6,0.7,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2527",2005,34.4,-1.35,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2627",2006,39.5,-0.2,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2726",2007,45.4,1.35,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2825",2008,53.3,1.72,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"2924",2009,30.7,0.72,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3023",2010,36.2,-5.96,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3125",2011,37.2,2.95,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3223",2012,40.3,-0.25,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3321",2013,82.7,0.9,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3419",2014,70,2.97,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"3517",2015,51.6,4.09,"Geneve-Cointrin","GVE",412,"Western plateau",46.25,6.13
"1134",1981,54,-0.55,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2134",1982,44.5,2.63,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"373",1983,41.4,0.38,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"428",1984,62.6,2.17,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"528",1985,37.2,-3.09,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"628",1986,45.3,3.14,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"728",1987,39.5,-3.01,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"828",1988,29.7,-0.13,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"928",1989,44.3,2.38,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1028",1990,59.4,3.88,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1135",1991,61.9,1.14,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1230",1992,39.2,2.54,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1328",1993,47.6,1.71,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1428",1994,31.9,2.86,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1528",1995,44.4,-1.11,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1628",1996,41.2,-1.98,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1728",1997,40.1,-0.93,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1828",1998,35.7,1.03,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1928",1999,40.9,2.25,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2028",2000,45.2,1.18,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2135",2001,35.4,-1.91,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2230",2002,45.5,1,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2328",2003,31.8,-0.09,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2428",2004,51.8,0.7,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2528",2005,61.4,-1.35,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2628",2006,37.6,-0.2,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2727",2007,61.3,1.35,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2826",2008,41.2,1.72,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"2925",2009,40.3,0.72,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3024",2010,43.2,-5.96,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3126",2011,38.7,2.95,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3224",2012,37.6,-0.25,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3322",2013,36.8,0.9,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3420",2014,40.1,2.97,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"3518",2015,44.1,4.09,"Interlaken","INT",577,"Western Alpine north slope",46.67,7.87
"1136",1981,46.5,-0.55,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2136",1982,28.4,2.63,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"374",1983,44.2,0.38,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"429",1984,41,2.17,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"529",1985,35.4,-3.09,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"629",1986,49.9,3.14,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"729",1987,62.1,-3.01,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"829",1988,32.2,-0.13,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"929",1989,36.2,2.38,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1029",1990,50.9,3.88,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1137",1991,30.6,1.14,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1231",1992,44.3,2.54,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1329",1993,56.5,1.71,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1429",1994,57.9,2.86,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1529",1995,63.6,-1.11,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1629",1996,36.6,-1.98,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1729",1997,33.2,-0.93,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1829",1998,30.1,1.03,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1929",1999,45,2.25,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2029",2000,48.4,1.18,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2137",2001,39.6,-1.91,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2231",2002,45,1,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2329",2003,40.8,-0.09,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2429",2004,47,0.7,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2529",2005,42.9,-1.35,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2629",2006,39.3,-0.2,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2728",2007,72.6,1.35,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2827",2008,47,1.72,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"2926",2009,35.9,0.72,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3025",2010,72.4,-5.96,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3127",2011,45.5,2.95,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3225",2012,49.6,-0.25,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3323",2013,42.5,0.9,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3421",2014,33.2,2.97,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"3519",2015,39.6,4.09,"Zuerich.Kloten","KLO",426,"North-eastern plateau",47.48,8.54
"1138",1989,23.4,2.38,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2138",1990,42.3,3.88,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"375",1991,26.4,1.14,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"430",1992,38.1,2.54,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"530",1993,35.7,1.71,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"630",1994,48.6,2.86,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"730",1995,70.4,-1.11,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"830",1996,36.7,-1.98,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"930",1997,37.1,-0.93,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1030",1998,31.9,1.03,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1139",1999,32.3,2.25,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1232",2000,31.4,1.18,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1330",2001,51.3,-1.91,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1430",2002,47.1,1,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1530",2003,28,-0.09,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1630",2004,37.1,0.7,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1730",2005,31.7,-1.35,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1830",2006,41,-0.2,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1930",2007,43.6,1.35,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2030",2008,41.3,1.72,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2139",2009,63.6,0.72,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2232",2010,32,-5.96,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2330",2011,27.7,2.95,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2430",2012,28.3,-0.25,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2530",2013,64.5,0.9,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2630",2014,32.9,2.97,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"2729",2015,63.3,4.09,"Leibstadt","LEI",341,"Eastern Jura",47.6,8.19
"1140",1981,75.3,-0.55,"Lugano","LUG",273,"Alpine south side",46,8.96
"2140",1982,99,2.63,"Lugano","LUG",273,"Alpine south side",46,8.96
"376",1983,78.1,0.38,"Lugano","LUG",273,"Alpine south side",46,8.96
"431",1984,85.2,2.17,"Lugano","LUG",273,"Alpine south side",46,8.96
"531",1985,69.2,-3.09,"Lugano","LUG",273,"Alpine south side",46,8.96
"631",1986,91,3.14,"Lugano","LUG",273,"Alpine south side",46,8.96
"731",1987,85.7,-3.01,"Lugano","LUG",273,"Alpine south side",46,8.96
"831",1988,42.2,-0.13,"Lugano","LUG",273,"Alpine south side",46,8.96
"931",1989,65.9,2.38,"Lugano","LUG",273,"Alpine south side",46,8.96
"1031",1990,77.6,3.88,"Lugano","LUG",273,"Alpine south side",46,8.96
"1141",1991,108,1.14,"Lugano","LUG",273,"Alpine south side",46,8.96
"1233",1992,71,2.54,"Lugano","LUG",273,"Alpine south side",46,8.96
"1331",1993,67.2,1.71,"Lugano","LUG",273,"Alpine south side",46,8.96
"1431",1994,171.8,2.86,"Lugano","LUG",273,"Alpine south side",46,8.96
"1531",1995,161.5,-1.11,"Lugano","LUG",273,"Alpine south side",46,8.96
"1631",1996,90.4,-1.98,"Lugano","LUG",273,"Alpine south side",46,8.96
"1731",1997,82.9,-0.93,"Lugano","LUG",273,"Alpine south side",46,8.96
"1831",1998,127.8,1.03,"Lugano","LUG",273,"Alpine south side",46,8.96
"1931",1999,64.2,2.25,"Lugano","LUG",273,"Alpine south side",46,8.96
"2031",2000,128,1.18,"Lugano","LUG",273,"Alpine south side",46,8.96
"2141",2001,93.5,-1.91,"Lugano","LUG",273,"Alpine south side",46,8.96
"2233",2002,106.8,1,"Lugano","LUG",273,"Alpine south side",46,8.96
"2331",2003,77.6,-0.09,"Lugano","LUG",273,"Alpine south side",46,8.96
"2431",2004,62,0.7,"Lugano","LUG",273,"Alpine south side",46,8.96
"2531",2005,46.5,-1.35,"Lugano","LUG",273,"Alpine south side",46,8.96
"2631",2006,76.3,-0.2,"Lugano","LUG",273,"Alpine south side",46,8.96
"2730",2007,77.6,1.35,"Lugano","LUG",273,"Alpine south side",46,8.96
"2828",2008,117.7,1.72,"Lugano","LUG",273,"Alpine south side",46,8.96
"2927",2009,127.8,0.72,"Lugano","LUG",273,"Alpine south side",46,8.96
"3026",2010,64.7,-5.96,"Lugano","LUG",273,"Alpine south side",46,8.96
"3128",2011,99.8,2.95,"Lugano","LUG",273,"Alpine south side",46,8.96
"3226",2012,52.6,-0.25,"Lugano","LUG",273,"Alpine south side",46,8.96
"3324",2013,62,0.9,"Lugano","LUG",273,"Alpine south side",46,8.96
"3422",2014,113.6,2.97,"Lugano","LUG",273,"Alpine south side",46,8.96
"3520",2015,90.4,4.09,"Lugano","LUG",273,"Alpine south side",46,8.96
"1142",1981,58.2,-0.55,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2142",1982,32.3,2.63,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"377",1983,35.8,0.38,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"432",1984,56.8,2.17,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"532",1985,42.7,-3.09,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"632",1986,40.5,3.14,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"732",1987,54.9,-3.01,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"832",1988,57.4,-0.13,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"932",1989,37.7,2.38,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1032",1990,50.6,3.88,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1143",1991,38.6,1.14,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1234",1992,45.6,2.54,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1332",1993,94.4,1.71,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1432",1994,52.6,2.86,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1532",1995,42.2,-1.11,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1632",1996,63.1,-1.98,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1732",1997,53.2,-0.93,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1832",1998,46.9,1.03,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1932",1999,35,2.25,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2032",2000,40.3,1.18,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2143",2001,43.8,-1.91,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2234",2002,111.7,1,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2332",2003,33.2,-0.09,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2432",2004,41.8,0.7,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2532",2005,74.4,-1.35,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2632",2006,52.7,-0.2,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2731",2007,52.9,1.35,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2829",2008,46,1.72,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"2928",2009,44,0.72,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3027",2010,57.9,-5.96,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3129",2011,40.4,2.95,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3227",2012,44.8,-0.25,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3325",2013,44.2,0.9,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3423",2014,54.7,2.97,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"3521",2015,39.6,4.09,"Luzern","LUZ",454,"Central plateau",47.04,8.3
"1144",1981,140.1,-0.55,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2144",1982,96.9,2.63,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"378",1983,204.4,0.38,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"433",1984,182.8,2.17,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"533",1985,92.2,-3.09,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"633",1986,83.9,3.14,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"733",1987,138.9,-3.01,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"833",1988,122.9,-0.13,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"933",1989,81,2.38,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1033",1990,93.3,3.88,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1145",1991,236,1.14,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1235",1992,78.1,2.54,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1333",1993,101.7,1.71,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1433",1994,108.8,2.86,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1533",1995,89.2,-1.11,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1633",1996,84.8,-1.98,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1733",1997,118.8,-0.93,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1833",1998,194.8,1.03,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1933",1999,102.5,2.25,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2033",2000,90.3,1.18,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2145",2001,146.6,-1.91,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2235",2002,226.6,1,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2333",2003,120.8,-0.09,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2433",2004,95.4,0.7,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2533",2005,68.9,-1.35,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2633",2006,97.4,-0.2,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2732",2007,68.4,1.35,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2830",2008,100.3,1.72,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"2929",2009,84.4,0.72,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3028",2010,63.5,-5.96,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3130",2011,86.2,2.95,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3228",2012,106.5,-0.25,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3326",2013,86.4,0.9,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3424",2014,106.5,2.97,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"3522",2015,73.5,4.09,"Magadino.Cadenazzo","MAG",203,"Alpine south side",46.16,8.93
"1146",1983,39.3,0.38,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2146",1984,49.5,2.17,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"379",1985,41.7,-3.09,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"434",1986,51.4,3.14,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"534",1987,54.8,-3.01,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"634",1988,45.5,-0.13,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"734",1989,38.9,2.38,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"834",1990,84.2,3.88,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"934",1991,47.3,1.14,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1034",1992,42.9,2.54,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1147",1993,34.9,1.71,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1236",1994,34.8,2.86,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1334",1995,31.3,-1.11,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1434",1996,32,-1.98,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1534",1997,35.5,-0.93,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1634",1998,24.6,1.03,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1734",1999,34.6,2.25,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1834",2000,23,1.18,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1934",2001,28.4,-1.91,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2034",2002,45.7,1,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2147",2003,37.2,-0.09,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2236",2004,31,0.7,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2334",2005,61.1,-1.35,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2434",2006,49.1,-0.2,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2534",2007,49.5,1.35,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2634",2008,30.2,1.72,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2733",2009,32.1,0.72,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2831",2010,40.2,-5.96,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"2930",2011,34.4,2.95,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"3029",2012,39.5,-0.25,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"3131",2013,54.6,0.9,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"3229",2014,82.8,2.97,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"3327",2015,43,4.09,"Le Moleson","MLS",1974,"Western Alpine north slope",46.55,7.02
"1148",1989,36.9,2.38,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2148",1990,58.8,3.88,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"380",1991,45,1.14,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"435",1992,35.6,2.54,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"535",1993,35.3,1.71,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"635",1994,35.6,2.86,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"735",1995,40.2,-1.11,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"835",1996,37.7,-1.98,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"935",1997,46.6,-0.93,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1035",1998,32.9,1.03,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1149",1999,43,2.25,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1237",2000,39.9,1.18,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1335",2001,34.5,-1.91,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1435",2002,31,1,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1535",2003,43.5,-0.09,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1635",2004,36.6,0.7,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1735",2005,56.4,-1.35,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1835",2006,41.4,-0.2,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1935",2007,71,1.35,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
