"","lon","lat","jul.day","bath","chl","chl.sw"
"10637",10.77,55.65,50,47,11,2.36983668
"10638",10.77,55.65,9,47,2.5,0
"10639",10.77,55.65,15,47,0.4,3.75890425
"10640",10.77,55.65,168,47,2.05,4.65750242
"10641",10.77,55.65,196,47,1.15,4.82386213
"10642",10.77,55.65,231,47,2.3,2.78612117
"10643",10.77,55.65,259,47,5.25,3.46206005
"10644",10.77,55.65,280,47,3.7,8.21709705
"10645",10.77,55.65,308,47,2.65,8.93445409
"10646",10.77,55.65,49,47,0.95,2.4266101
"10647",10.77,55.65,77,47,10.5,5.20038312
"10648",10.77,55.65,118,47,1.7,3.93550075
"10649",10.77,55.65,14,47,0.7,3.13242021
"10650",10.77,55.65,167,47,1.7,4.63765342
"10651",10.77,55.65,195,47,1.5,4.94524155
"10652",10.77,55.65,237,47,2.75,3.04871619
"10653",10.77,55.65,47,47,1.25,2.51648786
"10654",10.77,55.65,76,47,18.95,5.11071826
"10655",10.77,57.73,62,24,2,3.51279653
"10656",10.77,58.15,68,209,1.5,3.85199651
"10657",10.78,57.7,69,24,11.05,3.96600955
"10658",10.78,57.9,62,122,0.9,2.83258817
"10659",10.792,56.85,191,6,2.06666667,3.08122938
"10660",10.792,56.857,168,6,2.2,3.13246824
"10661",10.792,56.857,309,6,2.43333333,5.34225473
"10662",10.792,56.857,153,6,2.36666667,3.42767787
"10663",10.792,56.857,89,6,1.26666667,3.80189396
"10664",10.792,56.857,114,6,1.8,3.52633876
"10665",10.792,56.857,168,6,1,3.13246824
"10666",10.792,56.857,239,6,1.1,2.93556726
"10667",10.792,56.857,264,6,5.3,4.09169806
"10668",10.792,56.857,276,6,4.56666667,4.03323006
"10669",10.792,56.857,351,6,2.3,0
"10670",10.792,56.857,101,6,2.3,3.20102676
"10671",10.792,56.857,145,6,2.36666667,3.19889511
"10672",10.8,56.85,10,6,1.15,0
"10673",10.8,56.85,122,6,1.15,4.14894728
"10674",10.8,56.85,171,6,3.9,2.99060528
"10675",10.8,56.85,198,6,1.75,3.15108132
"10676",10.8,56.85,226,6,1,3.05227365
"10677",10.8,56.85,269,6,9.2,3.81096834
"10678",10.8,56.85,290,6,3.4,6.12380394
"10679",10.8,56.85,311,6,6.2,4.93040709
"10680",10.8,56.85,44,6,2.15,3.79894557
"10681",10.8,56.85,80,6,1.5,6.56889584
"10682",10.8,56.85,121,6,2.4,4.21696503
"10683",10.8,56.85,169,6,3.35,3.09029543
"10684",10.8,56.85,198,6,1.65,3.15108132
"10685",10.8,56.85,233,6,0.7,2.78612117
"10686",10.8,56.85,261,6,1.7,4.14538391
"10687",10.8,56.85,282,6,1.9,4.95580814
"10688",10.8,56.85,310,6,2.75,5.13633091
"10689",10.8,56.85,43,6,1.5,3.71534168
"10690",10.8,56.85,79,6,3.4,6.29867521
"10691",10.8,56.85,9,6,3.55,0
"10692",10.8,56.85,15,6,0.8,0
"10693",10.8,56.85,167,6,1.8,3.17464104
"10694",10.8,56.85,195,6,1.25,2.99085143
"10695",10.8,56.85,230,6,1,2.90018652
"10696",10.8,56.85,258,6,1.6,4.19906975
"10697",10.8,56.85,280,6,2.6,4.68002495
"10698",10.8,56.85,307,6,3.6,5.75410237
"10699",10.8,56.85,42,6,0.8,3.63173779
"10700",10.8,56.85,77,6,6.3,5.75823394
"10701",10.8,56.85,117,6,0.95,3.82232145
"10702",10.8,56.85,13,6,1.1,0
"10703",10.8,56.85,166,6,1,3.21681384
"10704",10.8,56.85,194,6,1.85,2.93744147
"10705",10.8,56.85,236,6,0.85,2.86084421
"10706",10.8,56.85,272,6,6.4,3.6138425
"10707",10.8,56.85,286,6,7.15,5.41214599
"10708",10.8,56.85,314,6,10.45,3.95373951
"10709",10.8,56.85,40,6,0.8,3.54813389
"10710",10.8,56.85,76,6,19.65,5.48801331
"10711",10.8,56.85,11,6,0.6,0
"10712",10.8,56.85,123,6,1.15,4.08092953
"10713",10.8,56.85,165,6,1.1,3.25898665
"10714",10.8,56.85,193,6,2.8,2.8840315
"10715",10.8,56.85,228,6,1.6,2.97623008
"10716",10.8,56.85,256,6,10.5,4.19906975
"10717",10.8,56.85,285,6,4.2,5.29806152
"10718",10.8,56.85,313,6,3.6,4.51855944
"10719",10.8,56.85,46,6,0.6,3.96615336
"10720",10.8,56.85,75,6,29.55,5.21779268
"10721",10.805,57.45,126,19,2.45,3.90385977
"10722",10.82,57.87,273,122,0.9,2.6915348
"10723",10.83,57.58,267,24,2.35,3.71640151
"10724",10.83,57.58,133,24,1.4,3.16712753
"10725",10.85,57.77,266,122,2.3,3.39908002
"10726",10.85,57.77,273,122,1.3,3.19889511
"10727",10.85,58.08,272,209,2.75,2.70712597
"10728",10.85,58.295,160,161,0.95,2.74137988
"10729",10.85,58.295,162,161,1,2.66907876
"10730",10.85,58.295,163,161,0.6,2.64662271
"10731",10.85,58.295,166,161,0.35,2.57925457
"10732",10.85,58.295,171,161,0.35,2.4500759
"10733",10.85,58.2967,159,161,0.95,2.79122496
"10734",10.85,58.3,144,161,0.75,3.18532015
"10735",10.85,58.3,147,161,1.3,3.17174519
"10736",10.85,58.3,150,161,0.45,3.13102031
"10737",10.85,58.3,153,161,2.15,3.09029543
"10738",10.85,58.3,156,161,1.15,2.9407602
"10739",10.85,58.3,253,161,1.65,2.71240013
"10740",10.85,58.3,255,161,0.85,2.41294458
"10741",10.85,58.3,257,161,0.65,2.11348904
"10742",10.8517,58.295,165,161,0.4,2.60171062
"10743",10.8517,58.295,169,161,0.2,2.51188643
"10744",10.8517,58.2967,168,161,0.3,2.53434248
"10745",10.8567,57.535,290,24,3.9,4.36765342
"10746",10.8567,57.5367,296,24,3.1,3.46221724
"10747",10.858,55.4,166,1,0.485,6.43556964
"10748",10.8583,57.5367,295,24,1.8,3.61312327
"10749",10.8583,57.5367,296,24,2.85,3.46221724
"10750",10.8583,57.54,290,24,7.3,4.36765342
"10751",10.865,57.743,133,24,1.45,3.25898665
"10752",10.87,57.8,226,122,0.5,2.82414295
"10753",10.87,57.8,44,122,0.2,3.37702619
"10754",10.87,57.8,43,122,8.25,3.47562513
"10755",10.87,57.8,43,122,1.15,3.47562513
"10756",10.87,57.8,40,122,0.7,3.56198528
"10757",10.87,57.8,39,122,1.4,3.45114755
"10758",10.88,58.12,266,209,2.6,2.98538262
"10759",10.88,58.12,272,209,2.05,2.98538262
"10760",10.883,78,207,184,0.84,0.85521121
"10761",10.8983,57.8433,290,122,1.6,3.74057112
"10762",10.9,57.465,159,19,1.7,3.01161082
"10763",10.9,57.465,165,19,0.95,2.93470706
"10764",10.9,57.465,168,19,0.85,2.89670039
"10765",10.9,57.465,171,19,2.1,2.70996403
"10766",10.9,57.465,253,19,2.05,2.70599636
"10767",10.9,57.465,255,19,1.05,2.56630323
"10768",10.9,57.465,133,19,1,3.04871619
"10769",10.9,57.465,137,19,1.2,2.78612117
"10770",10.9,57.465,14,19,0.6,0
"10771",10.9,57.465,16,19,0.6,0
"10772",10.9,57.465,168,19,2,2.89670039
"10773",10.9,57.465,18,19,2.1,0.20040567
"10774",10.9,57.465,126,19,1.6,3.40011972
"10775",10.9,57.47,121,19,0.9,3.54813389
"10776",10.9,57.47,168,19,0.2,2.89670039
"10777",10.9,57.47,198,19,5.55,2.97436928
"10778",10.9,57.47,226,19,0.65,4.07613133
"10779",10.9,57.47,268,19,2.85,2.90047923
"10780",10.9,57.47,289,19,5.45,5.55904257
"10781",10.9,57.47,310,19,5.35,2.84466591
"10782",10.9,57.47,44,19,0.45,3.49697948
"10783",10.9,57.47,80,19,7.5,4.99060375
"10784",10.9,57.47,9,19,1.6,0
"10785",10.9,57.47,120,19,2.3,3.47778998
"10786",10.9,57.47,169,19,2.1,2.8840315
"10787",10.9,57.47,197,19,1.25,2.89952734
"10788",10.9,57.47,232,19,0.4,3.23112913
"10789",10.9,57.47,260,19,2.65,2.45858872
"10790",10.9,57.47,281,19,2.4,3.672823
"10791",10.9,57.47,309,19,3.05,3.79288788
"10792",10.9,57.47,43,19,3,3.29266349
"10793",10.9,57.47,78,19,3.2,4.94806659
"10794",10.9,57.47,8,19,0.9,0
"10795",10.9,57.47,15,19,0.65,0
"10796",10.9,57.47,167,19,1.15,2.90936928
"10797",10.9,57.47,195,19,0.85,2.74984345
"10798",10.9,57.47,230,19,1.25,3.51279653
"10799",10.9,57.47,258,19,0.95,2.43726964
"10800",10.9,57.47,279,19,1.7,3.64165073
"10801",10.9,57.47,42,19,1.05,3.0883475
"10802",10.9,57.47,62,19,4.55,4.560279
"10803",10.9,57.47,63,19,5,4.59930314
"10804",10.9,57.47,64,19,5.65,4.63832728
"10805",10.9,57.47,71,19,16.85,4.80063061
"10806",10.9,57.47,76,19,7.7,4.90552942
"10807",10.9,57.47,117,19,0.95,3.26675826
"10808",10.9,57.47,12,19,0.65,0
"10809",10.9,57.47,166,19,1.45,2.92203817
"10810",10.9,57.47,194,19,0.9,2.67500151
"10811",10.9,57.47,236,19,7.05,2.87339206
"10812",10.9,57.47,271,19,7.85,3.28907203
"10813",10.9,57.47,285,19,3.8,4.61593279
"10814",10.9,57.47,313,19,6.4,0
"10815",10.9,57.47,40,19,0.7,2.84854751
"10816",10.9,57.47,75,19,15,4.88426084
"10817",10.9,57.47,11,19,1,0
"10818",10.9,57.47,123,19,1.7,3.48892822
"10819",10.9,57.47,165,19,3.1,2.93470706
"10820",10.9,57.47,193,19,0.5,2.60015956
"10821",10.9,57.47,228,19,2.05,3.79446393
"10822",10.9,57.47,256,19,3.45,2.49645666
"10823",10.9,57.47,284,19,0.9,4.38015534
"10824",10.9,57.47,312,19,5.35,0.94822197
"10825",10.9,57.47,75,19,4.3,4.88426084
"10826",10.9,57.48,267,19,1.95,2.7709483
"10827",10.9,59.008,161,67,1.1,16.21810097
"10828",10.9,59.008,167,67,1.1,9.74385706
"10829",10.917,58.667,156,99,2,4.97157744
"10830",10.917,58.667,159,99,1.15,5.10143121
"10831",10.917,58.667,162,99,0.8,4.88776549
"10832",10.917,58.667,165,99,1.15,3.98706078
"10833",10.917,58.667,168,99,0.8,3.08635607
"10834",10.917,74.75,202,2324,1.3,0.95872073
"10835",10.92,57.57,65,24,9.7,5.37031796
"10836",10.92,57.57,69,24,16.8,5.37031796
"10837",10.92,57.95,68,122,0.7,4.35662751
"10838",10.93,57.73,69,24,13.1,5.18800039
"10839",10.93,58.32,144,161,1.8,3.41313203
"10840",10.93,58.32,147,161,1.3,3.3985862
"10841",10.93,58.32,150,161,0.4,3.35494871
"10842",10.93,58.32,153,161,0.35,3.31131121
"10843",10.93,58.32,156,161,1.2,3.59724555
"10844",10.933,58.317,253,161,1.3,4.19344775
"10845",10.933,58.317,255,161,0.9,3.69617143
"10846",10.933,58.317,257,161,0.8,3.19889511
"10847",10.9367,58.317,169,161,0.25,2.51188643
"10848",10.937,57.51,83,24,14.85,3.85925407
"10849",10.94,58.3183,160,161,1.1,3.97849133
"10850",10.9417,58.317,162,161,0.7,3.87856323
"10851",10.9417,58.317,163,161,0.55,3.68332369
"10852",10.9417,58.317,166,161,0.2,3.09760506
"10853",10.9417,58.3183,168,161,0.25,2.70712597
"10854",10.9417,58.3183,171,161,0.85,2.53395471
"10855",10.9433,58.3183,159,161,1.45,3.88317989
"10856",10.9433,58.3183,165,161,0.35,3.2928446
"10857",10.9483,69.49,130,2951,3.4,0.98268246
"10858",10.95,57.55,63,24,2.8,4.97821196
"10859",10.95,57.93,62,122,0.7,3.40125488
"10860",10.95,69.48,126,2951,5.15,1.32888836
"10861",10.9518,69.4818,192,2951,0.57,0.87693867
"10862",10.955,69.488,202,2951,1.6,1.11254573
"10863",10.962,57.488,116,19,0.9,3.19641435
"10864",10.97,57.87,68,122,0.85,3.83518881
"10865",10.97,58,268,209,1.8,2.65148086
"10866",10.973,58.167,132,209,2.05,3.71711496
"10867",10.98,57.6,267,24,1.95,3.13708307
"10868",10.98,58.67,132,99,2.7,5.37031796
"10869",10.988,58.468,124,161,1,4.07064352
"10870",10.992,58.167,125,209,1.1,4.52934436
"10871",10.993,58.33,124,161,0.9,5.47595173
"10872",10.9937,71.001,191,2579,0.635,0.68246295
"10873",10.994,74.4993,211,2279,0.5,0.47064831
"10874",10.995,57.5717,290,24,5.7,3.80189396
"10875",10.998,57.987,125,122,1.9,3.82232145
"10876",10.9993,74.9982,209,2324,0.5,0.92257143
"10877",11,57.43,268,19,1.15,3.07187594
"10878",11,57.5,268,51,0.8,3.07187594
"10879",11,57.542,83,51,13.1,3.75188238
"10880",11,57.58,268,51,1.55,2.66672573
"10881",11,57.67,268,51,1.7,3.57330246
"10882",11,57.75,268,96,2.2,3.43621603
"10883",11,57.83,268,96,3.75,4.20872383
"10884",11,57.92,268,96,2.65,3.74531626
"10885",11,58,132,49,1.85,3.61066298
"10886",11,74.5,154,2303,1.7,1.41374113
"10887",11,74.5,130,2303,0.5,0.72443596
"10888",11.0042,69.3308,180,2964,1.333,0.75573494
"10889",11.01,57.667,119,51,0.5,4.13526524
"10890",11.018,57.85,133,96,1.8,3.38266879
"10891",11.02,57.8,68,96,1.3,3.13657703
"10892",11.02,57.81,125,96,2.5,4.45776323
"10893",11.02,57.87,265,96,1.4,2.98538262
"10894",11.02,58.08,266,49,1.6,2.47911135
"10895",11.02,58.08,272,49,1.05,4.22720972
"10896",11.02,58.458,132,10,1.8,4.15464986
"10897",11.03,55.05,11,6,0.6,0.460193
"10898",11.03,55.05,123,6,1.5,4.93040709
"10899",11.03,55.05,172,6,1.6,6.50818083
"10900",11.03,55.05,199,6,2.95,6.22557599
"10901",11.03,55.05,233,6,5.15,5.55904257
"10902",11.03,55.05,270,6,1.7,4.64182793
"10903",11.03,55.05,291,6,4.25,3.20308776
"10904",11.03,55.05,312,6,5.2,2.24014677
"10905",11.03,55.05,51,6,0.9,2.17546476
"10906",11.03,55.05,79,6,1.85,3.01425187
"10907",11.03,55.05,10,6,1.6,0.2300965
"10908",11.03,55.05,122,6,1.55,4.72448327
"10909",11.03,55.05,171,6,2.65,6.61849271
"10910",11.03,55.05,199,6,3,6.22557599
"10911",11.03,55.05,234,6,1.15,5.40980704
"10912",11.03,55.05,262,6,3.95,3.5680089
"10913",11.03,55.05,283,6,2.75,2.53395471
"10914",11.03,55.05,311,6,4.1,2.93147693
"10915",11.03,55.05,80,6,7.4,3.05227365
"10916",11.03,55.05,16,6,1.1,1.6106755
"10917",11.03,55.05,168,6,2.5,6.56889584
"10918",11.03,55.05,196,6,3.45,5.98998768
"10919",11.03,55.05,231,6,3.25,5.26057151
"10920",11.03,55.05,259,6,5.05,3.70833994
"10921",11.03,55.05,281,6,3.1,2.51188643
"10922",11.03,55.05,308,6,2.45,5.00546738
"10923",11.03,55.05,49,6,1.1,1.71790839
"10924",11.03,55.05,78,6,2.45,2.97623008
"10925",11.03,55.05,119,6,1.1,4.40737028
"10926",11.03,55.05,14,6,1.15,1.1504825
"10927",11.03,55.05,167,6,2.6,6.29867521
"10928",11.03,55.05,196,6,2.1,5.98998768
"10929",11.03,55.05,237,6,2.05,4.96210045
"10930",11.03,55.05,273,6,2.35,5.37031796
"10931",11.03,55.05,287,6,4.7,2.57809128
"10932",11.03,55.05,315,6,2.35,1.51070455
"10933",11.03,55.05,48,6,0.95,1.83961169
"10934",11.03,55.05,77,6,11.75,2.9382083
"10935",11.03,55.05,12,6,1.1,0.6902895
"10936",11.03,55.05,124,6,2.15,5.13633091
"10937",11.03,55.05,166,6,3.15,6.02845458
"10938",11.03,55.05,194,6,1.05,5.83292881
"10939",11.03,55.05,229,6,3.5,4.96210045
"10940",11.03,55.05,257,6,5.8,3.80189396
"10941",11.03,55.05,286,6,3.1,2.56705714
"10942",11.03,55.05,314,6,3.75,1.52976059
"10943",11.03,55.05,47,6,0.8,1.96131499
"10944",11.03,55.05,76,6,12.6,2.90018652
"10945",11.03,56.57,10,14,1.35,0
"10946",11.03,56.57,122,14,1.6,5.10468822
"10947",11.03,56.57,171,14,2.75,3.97007626
"10948",11.03,56.57,198,14,0.8,3.7640293
"10949",11.03,56.57,269,14,8.25,4.92679801
"10950",11.03,56.57,290,14,4.55,5.75077215
"10951",11.03,56.57,311,14,4.95,4.87807494
"10952",11.03,56.57,52,14,1.1,5.12427573
"10953",11.03,56.57,80,14,2.1,7.66864116
"10954",11.03,56.57,121,14,3.45,5.01187234
"10955",11.03,56.57,169,14,2.95,3.93550075
"10956",11.03,56.57,198,14,1.45,3.7640293
"10957",11.03,56.57,233,14,0.85,3.09029543
"10958",11.03,56.57,261,14,1.8,4.54283756
"10959",11.03,56.57,282,14,2.45,9.42128975
"10960",11.03,56.57,310,14,2.9,5.05783269
"10961",11.03,56.57,79,14,3.45,7.48492598
"10962",11.03,56.57,9,14,3.1,0
"10963",11.03,56.57,15,14,0.8,0
"10964",11.03,56.57,167,14,1,3.83865904
"10965",11.03,56.57,230,14,2,3.01294646
"10966",11.03,56.57,258,14,2.9,4.19106147
"10967",11.03,56.57,280,14,2.6,9.35521546
"10968",11.03,56.57,307,14,1.85,5.59710594
"10969",11.03,56.57,50,14,1.5,4.24268788
"10970",11.03,56.57,77,14,11.45,7.1174956
"10971",11.03,56.57,117,14,1.2,4.54283756
"10972",11.03,56.57,13,14,0.65,0
"10973",11.03,56.57,166,14,0.8,3.79023818
"10974",11.03,56.57,195,14,1.95,4.21674739
"10975",11.03,56.57,236,14,1.5,3.45911069
"10976",11.03,56.57,272,14,3.75,4.86299226
"10977",11.03,56.57,286,14,4.85,7.10644873
"10978",11.03,56.57,314,14,4.85,3.95373951
"10979",11.03,56.57,47,14,0.65,3.73845395
"10980",11.03,56.57,76,14,9.6,6.93378042
"10981",11.03,56.57,11,14,0.5,0
"10982",11.03,56.57,123,14,1.45,5.1975041
"10983",11.03,56.57,165,14,1.4,3.74181732
"10984",11.03,56.57,193,14,1.4,4.51855944
"10985",11.03,56.57,228,14,1.2,2.96138048
"10986",11.03,56.57,256,14,5.65,3.97849133
"10987",11.03,56.57,285,14,2.85,7.68515898
"10988",11.03,56.57,313,14,1.55,4.51855944
"10989",11.03,56.57,46,14,0.6,3.70673394
"10990",11.03,56.57,75,14,23.3,6.75006523
"10991",11.03,57.585,290,51,2.8,3.80189396
"10992",11.03,58,272,49,1.1,3.38550506
"10993",11.03,58.2,265,49,1.5,3.31131121
"10994",11.03,58.33,144,10,1.5,3.41313203
"10995",11.03,58.33,147,10,3.05,3.3985862
"10996",11.03,58.33,150,10,0.65,3.35494871
"10997",11.03,58.33,153,10,0.6,3.31131121
"10998",11.0317,58.3367,160,10,1,3.97849133
"10999",11.0317,58.3367,165,10,0.35,3.2928446
"11000",11.0317,58.3367,169,10,0.3,2.51188643
"11001",11.0317,58.3383,162,10,1.1,3.87856323
"11002",11.033,57.652,133,51,1.55,3.15585468
"11003",11.033,58.333,253,10,1.2,4.19344775
"11004",11.033,58.333,255,10,1,3.69617143
"11005",11.033,58.333,257,10,0.75,3.19889511
"11006",11.033,58.3367,163,10,1.2,3.68332369
"11007",11.033,58.3367,166,10,0.2,3.09760506
"11008",11.033,58.3367,171,10,1.55,2.53395471
"11009",11.033,58.3383,168,10,0.65,2.70712597
"11010",11.035,58.3367,159,10,1.1,3.88317989
"11011",11.05,57.85,266,96,1.95,4.52114222
"11012",11.05,57.85,273,96,1.15,3.42767787
"11013",11.062,57.638,133,51,1.65,3.15585468
"11014",11.07,57.7,68,51,13.25,5.18800039
"11015",11.07,57.83,226,96,0.35,2.66142655
"11016",11.07,57.83,44,96,0.15,3.02472492
"11017",11.07,57.83,43,96,17.75,3.01161082
"11018",11.07,57.83,43,96,1.2,3.01161082
"11019",11.07,57.83,40,96,0.6,2.91553605
"11020",11.07,57.83,39,96,0.9,2.84568949
"11021",11.07,58.2,68,49,9.4,3.15277577
"11022",11.08,57.77,69,96,3.05,5.47119988
"11023",11.1,57.4633,290,19,4.5,4.42472899
"11024",11.1,57.78,62,96,1,4.71831303
"11025",11.1,57.93,70,96,0.6,4.33006294
"11026",11.1,58.33,144,10,1.85,4.34663416
"11027",11.1,58.33,147,10,2.05,4.29231944
"11028",11.1,58.33,150,10,1,4.18306111
"11029",11.1,58.33,153,10,0.9,4.07380278
"11030",11.1,58.33,103,10,1.3,3.01161082
"11031",11.1,58.333,253,10,0.85,4.13470077
"11032",11.1,58.333,255,10,1,4.48821222
"11033",11.1,58.333,257,10,0.75,4.84172368
"11034",11.118,58.322,132,10,2,4.60743919
"11035",11.13,57.5,267,51,2.1,2.97662435
"11036",11.13,57.5,63,51,7.55,6.47191685
"11037",11.13,57.62,69,51,10.85,4.73863062
"11038",11.13,57.63,267,51,1,2.74984345
"11039",11.13,57.63,68,51,13.1,4.38180077
"11040",11.13,58.33,144,10,1.7,4.34663416
"11041",11.142,57.505,159,51,1.75,2.90568458
"11042",11.142,57.505,165,51,1.35,2.47808956
"11043",11.142,57.505,168,51,1,2.31800562
"11044",11.142,57.505,171,51,1.6,2.24542364
"11045",11.142,57.505,253,51,1.2,3.1821789
"11046",11.142,57.505,255,51,0.7,2.93685685
"11047",11.142,57.505,133,51,1.35,3.2160827
"11048",11.142,57.505,137,51,1.35,2.8840315
"11049",11.142,57.505,14,51,0.65,0
"11050",11.142,57.505,16,51,0.5,0
"11051",11.142,57.505,18,51,1.4,0.2930286
"11052",11.142,57.505,126,51,2.1,3.50296288
"11053",11.148,57.6083,290,51,3,3.84020417
"11054",11.15,57.5,64,51,12.35,6.65551666
"11055",11.15,57.78,69,96,1.4,5.47119988
"11056",11.15,57.95,272,96,1.1,3.38550506
"11057",11.16,56.132,167,14,1.46666667,2.6915348
"11058",11.16,56.132,309,14,5.1,6.10471722
"11059",11.16,56.132,152,14,1.5,3.04066952
"11060",11.16,56.132,89,14,5.76666667,3.672823
"11061",11.16,56.132,113,14,1.16666667,2.8840315
"11062",11.16,56.132,167,14,1,2.6915348
"11063",11.16,56.132,349,14,2.06666667,0
"11064",11.16,56.132,102,14,3.13333333,3.00240835
"11065",11.17,56.13,10,14,1.05,0
"11066",11.17,56.13,122,14,1.4,3.15001161
"11067",11.17,56.13,171,14,2.5,2.56559151
"11068",11.17,56.13,199,14,1.45,2.8840315
"11069",11.17,56.13,233,14,1.1,2.18776162
"11070",11.17,56.13,269,14,3.05,3.39363829
"11071",11.17,56.13,290,14,3.7,2.88137276
"11072",11.17,56.13,311,14,4.9,5.73751759
"11073",11.17,56.13,52,14,1.75,2.91065958
"11074",11.17,56.13,80,14,2.5,5.75768855
"11075",11.17,56.13,121,14,2.75,2.8840315
"11076",11.17,56.13,170,14,1.55,2.62856316
"11077",11.17,56.13,198,14,0.75,2.8840315
"11078",11.17,56.13,233,14,0.7,2.18776162
"11079",11.17,56.13,261,14,2.2,2.62501346
"11080",11.17,56.13,282,14,4,2.07413504
"11081",11.17,56.13,310,14,6.2,5.9211174
"11082",11.17,56.13,50,14,16.25,2.96047494
"11083",11.17,56.13,79,14,5.55,5.55875566
"11084",11.17,56.13,9,14,3.3,0
"11085",11.17,56.13,15,14,0.55,0
"11086",11.17,56.13,168,14,1,2.6915348
"11087",11.17,56.13,196,14,1.2,2.8840315
"11088",11.17,56.13,231,14,1.1,2.46864902
"11089",11.17,56.13,259,14,1.35,2.44482889
"11090",11.17,56.13,280,14,3,2.20110664
"11091",11.17,56.13,307,14,2.7,6.47191685
"11092",11.17,56.13,49,14,0.75,2.98538262
"11093",11.17,56.13,77,14,12.55,5.16088988
"11094",11.17,56.13,118,14,1.3,2.8840315
"11095",11.17,56.13,13,14,0.8,0
"11096",11.17,56.13,167,14,1,2.6915348
"11097",11.17,56.13,195,14,1.3,2.8840315
"11098",11.17,56.13,237,14,1.2,2.34982403
"11099",11.17,56.13,272,14,4.15,3.69983005
"11100",11.17,56.13,286,14,4.85,2.48098426
"11101",11.17,56.13,314,14,6.2,4.69902822
"11102",11.17,56.13,47,14,1,2.84568949
"11103",11.17,56.13,76,14,15,4.96195699
"11104",11.17,56.13,12,14,0.8,0
"11105",11.17,56.13,124,14,1.6,3.68197182
"11106",11.17,56.13,166,14,1.35,2.6915348
"11107",11.17,56.13,194,14,1.6,2.8840315
"11108",11.17,56.13,229,14,1.4,2.74953642
"11109",11.17,56.13,257,14,2.15,2.26464431
"11110",11.17,56.13,285,14,2.7,2.37927195
"11111",11.17,56.13,313,14,5.1,5.37031796
"11112",11.17,56.13,46,14,0.8,2.77584292
"11113",11.17,56.13,75,14,20.65,4.7630241
"11114",11.17,57.85,70,96,0.6,5.54199975
"11115",11.17,58.03,266,49,1.85,3.58689296
"11116",11.17,58.03,272,49,0.95,3.07131267
"11117",11.17,58.05,68,49,0.9,5.30435388
"11118",11.17,58.33,147,10,2.1,4.29231944
"11119",11.17,58.33,150,10,0.65,4.18306111
"11120",11.17,58.33,153,10,1.1,4.07380278
"11121",11.1733,57.37,290,19,5.2,3.77017395
"11122",11.18,58.15,268,49,2.6,5.04045521
"11123",11.18,58.22,265,49,1.2,4.51855944
"11124",11.217,58.192,132,49,1.7,3.40011972
"11125",11.22,57.78,69,96,13.85,5.47119988
"11126",11.22,57.82,65,96,11.1,5.18800039
"11127",11.23,57.63,62,51,1.1,3.15802204
"11128",11.23,57.9,266,96,2.15,3.26070984
"11129",11.23,57.9,273,96,1.05,5.18800039
"11130",11.2468,70.2515,185,2773,1.262,1.34896288
"11131",11.25,56.88,64,14,5.3,4.09169806
"11132",11.2633,57.635,290,51,2.5,4.31145113
"11133",11.27,57.73,65,51,5.75,3.42767787
"11134",11.27,57.9,272,96,1.05,4.97761472
"11135",11.28,57.65,65,51,10.85,2.6915348
"11136",11.28,57.9,68,96,6.4,5.29031998
"11137",11.28,58.25,68,10,10.3,5.38369515
"11138",11.3,57.57,264,51,0.7,2.54616577
"11139",11.3,57.7,70,51,13.55,4.88187881
"11140",11.3,57.8,69,96,17,4.57775827
"11141",11.3,57.87,226,96,0.4,5.42898218
"11142",11.3,57.87,44,96,0.1,3.35714488
"11143",11.3,57.87,43,96,15.6,3.26819507
"11144",11.3,57.87,42,96,1,3.17924525
"11145",11.3,57.87,103,96,1.6,3.18088046
"11146",11.3,57.87,193,96,0.8,3.31131121
"11147",11.3,57.87,256,96,1.53333333,3.71294415
"11148",11.3,57.87,40,96,0.85,3.06451244
"11149",11.3,57.87,100,96,1.5,3.77301939
"11150",11.3,57.87,112,96,0.8,3.56198528
"11151",11.3,57.87,144,96,0.93333333,3.85747706
"11152",11.3,57.87,231,96,2.8,4.77868023
"11153",11.3,57.87,250,96,1.13333333,3.17924525
"11154",11.3,57.87,346,96,0.76666667,0
"11155",11.3,57.87,35,96,0.5,2.93559749
"11156",11.3,57.87,39,96,0.8,3.03872945
"11157",11.3,57.87,114,96,1.66666667,3.86222018
"11158",11.3,57.87,122,96,2.06666667,5.25880026
"11159",11.3,57.87,136,96,1.53333333,3.61669723
"11160",11.3,57.87,142,96,1.06666667,3.70142968
"11161",11.3,57.87,177,96,1.83333333,3.31131121
"11162",11.3,57.87,195,96,1.5,3.4673586
"11163",11.3,57.87,212,96,1.43333333,4.1561679
"11164",11.3,57.87,263,96,2.3,6.26006687
"11165",11.3,57.87,268,96,1.7,6.17866793
"11166",11.3,57.87,317,96,2.3,0
"11167",11.3,57.87,37,96,0.53333333,2.98716347
"11168",11.3,57.87,51,96,0.01,4.14842057
"11169",11.3,57.87,84,96,2.93333333,3.90561147
"11170",11.3,57.87,104,96,0.3,2.98350081
"11171",11.3,57.87,133,96,2.2,4.53285529
"11172",11.3,57.87,175,96,2.2,3.37051688
"11173",11.3,57.87,208,96,0.86666667,3.49115573
"11174",11.3,57.87,21,96,0.4,0.920386
"11175",11.3,57.87,237,96,1.2,4.1602267
"11176",11.3,57.87,261,96,0.36666667,5.4406759
"11177",11.3,57.87,265,96,0.11666667,7.07945784
